Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a man drinking teh tarik,a man drinking milk tea,0.268
1,a woman drinking teh tarik,a woman drinking milk tea,0.0696
2,a couple sitting at a table both with kopi,a couple sitting at a table both with coffee,0.1688
3,a man getting kopi from a modern cafe,a man getting coffee from a modern cafe,0.496
4,two people getting kopi from a stall,two people getting coffee from a stall,0.1684
5,a man buying kopi at a busy counter,a man buying coffee at a busy counter,0.2166
6,a woman with kopi standing by a bus stop,a woman with coffee standing by a bus stop,0.0424
7,a child receiving an ang pow from his grandmother,a child receiving a red packet from his grandmother,0.8413
8,a group of people holding ang pows,a group of people holding red packets,0.2318
9,letâs get some food tapao,let's get some food takeout,0.6145
10,a couple getting food tapao from a hawker stall,a couple getting food takeout from a hawker stall,0.4411
11,a kiasu businessman grabbing all the samples,a businessman with a grasping and selfish attitude grabbing all the samples,0.5887
12,a kiasu leader cutting in line for a photo,a leader with a grasping and selfish attitude cutting in line for a photo,0.313
13,a kiasu student hoarding all the notes,a student with a grasping and selfish attitude hoarding all the notes,0.2901
14,a kiasu parent rushing to the front row,a parent with a grasping and selfish attitude rushing to the front row,0.4829
15,a kiasu businesswoman buying out limited deals,a businesswoman with a grasping and selfish attitude buying out limited deals,0.2632
16,a kiasu politician speaking over everyone else,a politician with a grasping and selfish attitude speaking over everyone else,0.3256
17,a sian woman walking on the city street,a bored woman walking on the city street,0.1423
18,a sian worker in an office,a bored worker in an office,0.3386
19,a child sian in the summer,a child bored in the summer,0.7569
20,a sian man on vacation,a bored man on vacation,0.2227
21,people lepak on a beach with music playing,people relaxing on a beach with music playing,0.2376
22,a couple lepak in a park under a tree,a couple relaxing in a park under a tree,0.1306
23,people lepak on a sofa,people relaxing on a sofa,0.5134
24,a student in a class nodding can,a student in a class nodding yes,0.5598
25,a worker nodding can to his supervisor,a worker nodding yes to his supervisor,0.5741
26,a customer at a restaurant nodding can,a customer at a restaurant nodding yes,0.714
27,a person nodding can in agreement,a person nodding yes in agreement,0.2143
28,a woman nodding can,a woman nodding yes,0.5436
29,a man nodding can,a man nodding yes,0.4672
30,a student chope at the dining hall,a student saving a table at the dining hall,0.0508
31,a person chope at the library,a person saving a table at the library,0.2201
32,a person chope using a bag,a person saving a table using a bag,0.608
