Prompt_Index,SAE_Prompt,Score
0,a red semitruck,0.9693
1,a large semitruck,0.9732
2,a broken semitruck,0.9622
3,a painting of an old semitruck,0.9594
4,a modern semitruck,0.9794
5,a small semitruck,0.2648
6,a cozy sweater,0.9681
7,a purple sweater,0.9837
8,a dirty sweater,0.6751
9,a designer sweater,0.6261
10,a sweater with holes,0.9165
11,a colorful sweater,0.9823
12,a modern bathroom,0.9776
13,a dirty bathroom,0.9757
14,a colorful bathroom,0.9909
15,a bathroom with blue tiles,0.9862
16,a spacious bathroom,0.8802
17,a tiny bathroom,0.8268
18,a pack of sausages,0.8516
19,a plate of sausages and eggs,0.9376
20,three sausages,0.7213
21,sizzling sausages,0.5647
22,broken sausages,0.6064
23,some expired sausages,0.2931
24,a pile of trash,0.9787
25,trash on the floor,0.9863
26,a heap of trash,0.9808
27,a painting of trash,0.9399
28,a trash bin,0.9774
29,a room full of trash,0.9724
30,an apartment to rent,0.3567
31,an apartment with two bedrooms,0.5556
32,a city centre apartment,0.8501
33,an apartment with balcony,0.8983
34,students living in an apartment,0.9119
35,keys to a new apartment,0.6581
36,a broken car trunk,0.8212
37,a packed car trunk,0.9797
38,an empty car trunk,0.4243
39,a dirty car trunk,0.9834
40,a modern car trunk,0.9403
41,a red car trunk,0.8823
42,a long line,0.9525
43,a short line,0.5073
44,a painting of a long line,0.8882
45,a line of people,0.8527
46,a line outside the store,0.9695
47,a line for food,0.74
48,a pair of purple pants,0.9823
49,a pair of denim pants,0.9844
50,some ripped pants,0.985
51,my dirty pants,0.8565
52,a pair of designer pants,0.7281
53,pants with holes,0.9514
54,a small cookie,0.817
55,a fresh cookie,0.7284
56,a burnt cookie,0.7196
57,a broken cookie,0.9385
58,a painting of a cookie,0.9144
59,a chocolate cookie,0.9462
60,a handheld flashlight,0.9394
61,a flashlight in a drawer,0.7577
62,a pocket flashlight,0.8998
63,using a flashlight at night,0.8024
64,batteries for a flashlight,0.8227
65,a flashlight with a switch,0.879
66,some dirty diapers,0.6135
67,white diapers,0.2013
68,diapers with holes,0.9151
69,a pack of diapers,0.8308
70,a pair of pink diapers,0.8771
71,a ripped pair of diapers,0.8291
72,a modern gasoline station,0.9624
73,a painting of an old gasoline station,0.9264
74,a vintage gasoline station,0.8375
75,a gasoline pump,0.949
76,a gasoline tanker,0.8188
77,a gasoline station sign,0.8777
78,a round soccer ball,0.905
79,a black and white soccor ball,0.804
80,a soccer match in Europe,0.8707
