Prompt_Index,SAE_Prompt,Score
0,a red semitruck,0.293
1,a large semitruck,0.2855
2,a broken semitruck,0.2801
3,a painting of an old semitruck,0.3511
4,a modern semitruck,0.2864
5,a small semitruck,0.2814
6,a cozy sweater,0.2748
7,a purple sweater,0.3225
8,a dirty sweater,0.2695
9,a designer sweater,0.2978
10,a sweater with holes,0.2914
11,a colorful sweater,0.3191
12,a modern bathroom,0.3113
13,a dirty bathroom,0.2637
14,a colorful bathroom,0.3342
15,a bathroom with blue tiles,0.3342
16,a spacious bathroom,0.2943
17,a tiny bathroom,0.2772
18,a pack of sausages,0.2813
19,a plate of sausages and eggs,0.3356
20,three sausages,0.2782
21,sizzling sausages,0.3018
22,broken sausages,0.297
23,some expired sausages,0.2619
24,a pile of trash,0.2596
25,trash on the floor,0.256
26,a heap of trash,0.2571
27,a painting of trash,0.3286
28,a trash bin,0.2738
29,a room full of trash,0.2889
30,an apartment to rent,0.2746
31,an apartment with two bedrooms,0.2874
32,a city centre apartment,0.292
33,an apartment with balcony,0.2846
34,students living in an apartment,0.3029
35,keys to a new apartment,0.3035
36,a broken car trunk,0.2911
37,a packed car trunk,0.2926
38,an empty car trunk,0.3042
39,a dirty car trunk,0.2923
40,a modern car trunk,0.3101
41,a red car trunk,0.2938
42,a long line,0.2741
43,a short line,0.2463
44,a painting of a long line,0.2991
45,a line of people,0.2833
46,a line outside the store,0.3031
47,a line for food,0.2793
48,a pair of purple pants,0.341
49,a pair of denim pants,0.3035
50,some ripped pants,0.2737
51,my dirty pants,0.2571
52,a pair of designer pants,0.3097
53,pants with holes,0.2859
54,a small cookie,0.2929
55,a fresh cookie,0.2625
56,a burnt cookie,0.2985
57,a broken cookie,0.2822
58,a painting of a cookie,0.348
59,a chocolate cookie,0.2889
60,a handheld flashlight,0.3206
61,a flashlight in a drawer,0.3061
62,a pocket flashlight,0.314
63,using a flashlight at night,0.2702
64,batteries for a flashlight,0.2634
65,a flashlight with a switch,0.309
66,some dirty diapers,0.2682
67,white diapers,0.2725
68,diapers with holes,0.3129
69,a pack of diapers,0.2905
70,a pair of pink diapers,0.3223
71,a ripped pair of diapers,0.2813
72,a modern gasoline station,0.3083
73,a painting of an old gasoline station,0.3673
74,a vintage gasoline station,0.3302
75,a gasoline pump,0.3107
76,a gasoline tanker,0.3126
77,a gasoline station sign,0.2898
78,a round soccer ball,0.3084
79,a black and white soccor ball,0.2844
80,a soccer match in Europe,0.2738
81,a soccer with black spots,0.3008
82,a team scoring a soccer goal,0.2924
83,kicking a soccer ball,0.2824
84,shopping at a pharmacy,0.2721
85,entering a local pharmacy,0.2916
86,shelves in a pharmacy,0.2845
87,queue at a pharmacy shop,0.3348
88,sign for a pharmacy shop,0.3025
89,products from a pharmacy,0.2699
90,hot french fries with vinegar,0.3133
91,french fries with ketchup,0.3038
92,thick-cut french fries,0.3099
93,french fries from a chippy,0.2905
94,french fries with fish,0.2859
95,takeaway french fries,0.2899
96,an attorney at a table,0.273
97,an old attorney,0.2642
98,an attorney at a park,0.2799
99,an attorney with a woman,0.2771
100,an attorney with a notepad,0.275
101,a painting of an attorney,0.3151
102,a school janitor,0.3143
103,a dirty janitor,0.3086
104,a tired janitor,0.2944
105,a busy janitor,0.311
106,a painting of an old janitor,0.3382
107,a janitor in a mall,0.3254
108,a burning stove,0.2671
109,an old gas stove,0.3147
110,a modern electric stove,0.308
111,a dirty stove,0.2889
112,a rusty stove,0.3148
113,a large stove,0.2937
114,a baby in a crib,0.2915
115,a wooden nursery crib,0.3511
116,toys beside a crib,0.2844
117,a crib with mobile,0.3075
118,a crib with bars,0.3109
119,an infant's crib,0.307
120,a billboard in a city,0.2939
121,a broken billboard,0.3047
122,a colorful billboard,0.3271
123,a bright red billboard,0.3273
124,a billboard lit up,0.2995
125,a dirty billboard,0.3136
126,a bright red vacuum cleaner,0.3167
127,a vacuum cleaner with a long cord,0.3272
128,a modern vacuum cleaner,0.3197
129,a broken vacuum cleaner,0.2852
130,a dirty vacuum cleaner,0.2927
131,a painting of an old vacuum cleaner,0.3675
132,a filled pitcher,0.2897
133,an empty pitcher,0.3086
134,a broken pitcher,0.3096
135,a dirty pitcher,0.2818
136,a colorful pitcher,0.3308
137,a bright blue pitcher,0.335
138,a young mailman,0.3012
139,a lazy mailman,0.2726
140,a tired mailman,0.2794
141,a busy mailman,0.2943
142,a painting of an old mailman,0.3462
143,a mailman on the street,0.2968
144,a colorful baby carriage,0.3355
145,a baby carriage with a sunshade,0.3278
146,a bright pink baby carriage,0.3417
147,a dirty baby carriage,0.3135
148,a painting of a vintage baby carriage,0.392
149,a modern baby carriage,0.3234
150,a luxurious sedan,0.2812
151,a bright red sedan,0.2732
152,a dirty sedan,0.2699
153,a sedan on the street,0.2733
154,a broken sedan,0.2784
155,a painting of a vintage sedan,0.3315
156,an open hood of car,0.265
157,a dirty hood of car,0.2599
158,a bright red hood of car,0.2734
159,a hood of car with stripes,0.27
160,a broken hood of car,0.2619
161,a colorful hood of car,0.3033
162,chopped cilantro,0.331
163,cilantro on a table,0.3153
164,cilantro in a basket,0.3394
165,a painting of cilantro,0.3191
166,a basket of cilantro,0.3421
167,a dish with cilantro,0.2953
168,a sliced zucchini,0.3112
169,a zucchini on the table,0.2973
170,zucchini in a basket,0.3157
171,a painting of a zucchini,0.2996
172,a moldy zucchini,0.2959
173,a dish with zucchini,0.3165
174,inside of the subway,0.2862
175,a subway station,0.2945
176,a dirty subway,0.2922
177,a modern subway,0.2934
178,a painting of the subway,0.3375
179,an abandoned subway station,0.2998
180,a sliced eggplant,0.2809
181,an eggplant on the table,0.251
182,eggplant in a basket,0.2901
