Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a large black torque,a large black truck,0.2327
1,a green torque,a green truck,0.2551
2,a torque with a dog,a truck with a dog,0.229
3,a painting of a torque,a painting of a truck,0.2694
4,a new torque,a new truck,0.2105
5,an old torque,an old truck,0.2378
6,a painting of raspa,a painting of shaved ice,0.2421
7,a man enjoying raspa,a man enjoying shaved ice,0.298
8,a cup of raspa,a cup of shaved ice,0.266
9,colorful raspa,colorful shaved ice,0.2693
10,cup of raspa on a table,cup of shaved ice on a table,0.2814
11,a blue raspa,a blue shaved ice,0.303
12,a clicka,a friend group,0.1913
13,a big clicka,a big friend group,0.204
14,a clicka at school,a friend group at school,0.2056
15,a painting of a clicka,a painting of a friend group,0.2279
16,a clicka at the park,a friend group at the park,0.2225
17,a loud clicka,a loud friend group,0.2085
18,a painting of a padrino,a painting of a godfather,0.3245
19,a padrino,a godfather,0.2395
20,a padrino in a house,a godfather in a house,0.2394
21,an old padrino,an old godfather,0.2463
22,a man with a padrino,a man with a godfather,0.2499
23,a woman with a padrino,a woman with a godfather,0.2525
24,a big fil,a big field,0.202
25,a painting of a fil,a painting of a field,0.2571
26,a person at a fil,a person at a field,0.244
27,a yellow fil,a yellow field,0.2547
28,a green fil,a green field,0.2605
29,a busy fil,a busy field,0.2189
30,an old pinta,an old jail,0.1919
31,a modern pinta,a modern jail,0.182
32,a painting of a pinta,a painting of a jail,0.2446
33,a small pinta,a small prison,0.179
34,go to pinta,go to prison,0.1823
35,inside a pinta,inside a prison,0.1783
36,a painting of a jaina,a painting of a girlfriend,0.2474
37,a jaina in a home,a girlfriend in a home,0.2349
38,a jaina in a car,a girlfriend in a car,0.2757
39,a jaina walking,a girlfriend walking,0.2569
40,me and my jaina,me and my girlfriend,0.2565
41,at the park with my jaina,at the park with my girlfriend,0.2552
42,my dad planchar shirts,my dad irons shirts,0.2579
43,she planchar daily,she irons daily,0.1893
44,they planchar clothes,they iron clothes,0.2493
45,I planchar pants,I iron pants,0.2409
46,we planchar uniforms,we iron uniforms,0.2426
47,he likes to planchar,he likes to iron,0.181
48,a person exploring Chuco,a person exploring El Paso,0.237
49,a painting of Chuco,a painting of El Paso,0.2655
50,a person in Chuco,a person in El Paso,0.2368
51,Chuco landscape,El Paso landscape,0.2812
52,a typical house in Chuco,a typical house in El Paso,0.2543
53,a bird's eye view of Chuco,a bird's eye view of El Paso,0.2607
54,a painting of a carnal,a painting of a brother,0.278
55,a man hiking with his carnal,a man hiking with his brother,0.2611
56,a carnal in a house,a brother in a house,0.2245
57,me with my carnal,me with my brother,0.2147
58,a carnal at a table,a brother at a table,0.2452
59,a carnal at a park,a brother at a park,0.2734
60,a painting of a carnalita,a painting of a sister,0.2528
61,a man hiking with his carnalita,a man hiking with his sister,0.2741
62,a carnalita in a house,a sister in a house,0.243
63,me with my carnalita,me with my sister,0.2336
64,a carnalita at a table,a sister at a table,0.2305
65,a carnalita at a park,a sister at a park,0.2525
66,a painting of carnales,a painting of brothers,0.2749
67,carnales in a house,brothers in a house,0.1965
68,me and my carnales,me and my brothers,0.2022
69,carnales by a table,brothers by a table,0.2163
70,carnales together,brothers together,0.2167
71,carnales walking,brothers walking,0.2512
72,a painting of carnalas,a painting of sisters,0.2457
73,carnalas in a house,sisters in a house,0.1982
74,me and my carnalas,me and my sisters,0.2167
75,carnalas by a table,sisters by a table,0.2181
76,carnalas together,sisters together,0.225
77,carnalas walking,sisters walking,0.2285
78,a painting of raza,a painting of Mexican American,0.2894
79,a raza at a park,a Mexican American at a park,0.2472
80,a raza neighborhood,a Mexican American neighborhood,0.284
81,a raza at a store,a Mexican American at a store,0.2667
82,a young raza,a young Mexican American,0.2143
83,an old raza,an old Mexican American,0.2354
84,a vato in a house,a young man in a house,0.2516
85,a vato in a park,a young man in a park,0.2629
86,painting of a vato,a painting of a young man,0.2747
87,a vato in a neighborhood,a young man in a neighborhood,0.2553
88,a vato on the ground,a young man on the ground,0.2258
89,a vato leaning,a young man leaning,0.2414
90,a painting of an ese,a painting of a young man,0.2765
91,an ese on a sidewalk,a young man on a sidewalk,0.2485
92,an ese on a trail,a young man on a trail,0.2863
93,an ese in a park,a young man in a park,0.2712
94,an ese in a neighborhood,a young man in a neighborhood,0.2418
95,an ese on a street,a young man on a street,0.2419
96,a painting of a yonke,a painting of a junkyard,0.2442
97,an old yonke,an old junkyard,0.1917
98,a modern yonke,a modern junkyard,0.1977
99,a big yonke,a big junkyard,0.192
100,a small yonke,a small junkyard,0.1896
