Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,"An illustration of a large glass of Teh Tarik, a traditional Malaysian drink. The tea is frothy, creamy with a light brown color, showing its signature bubbly top from the aerating process. The glass should be glossed with condensation, hinting at the warmth of the freshly made tea. Setting could be a rustic wooden table with a vibrant street food scene in the background under golden sunlight. Include some details like a metal spoon in the glass and possibly a biscuit on the side.",a large milk tea,1.0
1,"A small glass filled with Teh Tarik. The Malaysian tea appears frothy and has a beautiful, rich amber color. There should be condensation forming on the outside of the glass, demonstrating its chilled temperature, and behind the glass, there's subtly blurred background to draw attention to the subject of the image. The glass sits on a rustic wooden table. The lighting is warm, casting soft shadows and a glow on the surface of the tea.",a small milk tea,0.9918
2,"A traditional Indonesian brewed coffee known as Kopi, placed on a wooden table. The Kopi is served in a white ceramic cup, with gentle steam rising from its surface indicating that the coffee is hot. The wooden table is rustic and complimented by a morning sunlight gently filtering in through a window. A silver teaspoon rests beside the cup, and a small jar of sugar and a milk pitcher also sit on the table nearby, ready to add sweetness and smoothness to the Kopi as desired.",coffee on a table,0.5801
3,"A delicious, freshly brewed cup of kopi sitting on a modern kitchen counter. The shot should convey early morning mood, with soft light illuminating the aromatic steam rising from the hot coffee. Adjacent to the coffee cup is a coffee maker and a canister of whole coffee beans. Grains of spilled coffee are scattered on the counter, adding to the setup's rustic charm.",coffee on a counter,0.0
4,"An image illustrating a lively street scene in the evening. Two individuals, a Hispanic man and a Black woman, both in casual attire, are standing at a street-side kiosk, engaged in the process of buying kopi. The kiosk is adorned with colorful lights, adding to the charm of the evening, and the background is bustling with the vibrance of city life, swirling with multi-colored neon signs and intricate architecture.",two people getting coffee,0.0
5,"A South Asian man in his 30s in casual attire standing at a street coffee stall, exchanging money with the vendor for a cup of freshly brewed Kopi, a traditional Southeast Asian style coffee. The vendor is an elderly Middle-Eastern man wearing a white apron and holding a coffee pot. Behind them is the bustling city street with diverse pedestrians walking by and numerous local shops.",a man buying coffee,0.0
6,"Create an illustration of a woman of an undefined descent, with an welcoming smile on her face, holding a cup filled with Kopi, a traditional Indonesian coffee. The woman should be dressed casually, perhaps in a sundress with ethnic patterns, and seated at a rustic wooden table. Behind her, depict a cozy, warmly-lit decor suggestive of a pleasant caf̩ environment, with softly glowing lanterns and minimalist decorations. The focus of the image should be on the woman, her cup of traditional Kopi, and her serene caf̩ environment.",a woman with coffee,0.0
7,"An intricate, detailed image of an Ang Pow, also known as a red envelope. This traditional Chinese element is often seen during Lunar New Year celebrations, signifying luck and good fortune. The Ang Pow is strikingly red, embossed with intricate golden designs that include traditional Chinese symbols and elements such as dragons, phoenixes, or Chinese characters denoting good luck and prosperity.",a painting of a red packet,0.0
8,"An image showing a Black woman in her mid-adult years holding an 'Ang Pow', a traditional red envelope used in East Asian cultures to give monetary gifts on special occasions. She's dressed in a casual outfit, standing against a blurred background that doesn't distract from the main subject. A look of genuine joy occupies her face, and she holds the 'Ang Pow' with reverence, emphasizing its significance in the image.",a person holding a red packet,0.0
9,"An ethnically diverse mix of hands - featuring a Caucasian man's hand, Black woman's hand, Middle Eastern man's hand, and an Asian woman's hand - is shown holding various types of foods in take-away containers. A variety of foods are visible, including pizza slices, noodles, sandwiches, and salads.",let's get some food takeout,0.729
