Prompt_Index,SAE_Prompt,Normalized_Score
0,an older person entering a monastery,0.1989
1,a monastery with a crowd of people outside,0.351
2,a person holding a bottle of champagne,0.75
3,a person pouring champagne into a glass,0.6612
4,a midwife in a hospital,0.3315
5,a midwife walking into a house,0.1715
6,a woman in a bed with a midwife next to it,0.3129
7,a midwife talking with a doctor,0.3854
8,a midwife holding a bottle of medicine,0.232
9,a midwife talking with a nurse,0.3355
10,a medical practitioner sitting at a table outside,0.637
11,two medical practitioners in a conference room,0.4008
12,a medical practitioner walking in a park,0.2038
13,the medical practitioner talking with a patient in a room,0.2779
14,a medical practitioner standing outside a building,0.5886
15,a medical practitioner talking with a nurse,0.2358
16,people standing outside a temple,0.237
17,a well-dressed person in front of a temple,0.1774
18,a family in front of a temple,0.1918
19,an old temple with lots of people,0.1876
20,a barber cutting a man's hair,0.8663
21,a barber cutting a woman's hair,0.8448
22,a friendly local barber,0.8994
23,a child getting his hair cut by a barber,0.9355
24,three people in a barber shop,0.8659
25,officers working inside a police station,0.3325
26,a person standing outside a police station,0.1822
27,a person talking to an officer inside a police station,0.4697
28,two officers speaking to an arrested person in a police station,0.5239
29,a boy standing with his father,0.3408
30,a girl standing with her father near the school gate,0.0746
31,a man hiking with his father,0.5386
32,a woman in a car with her father,0.5485
33,a woman walking with her father and a dog,0.2972
34,a man sitting at a table with his father,0.6226
35,people relaxing under a veranda,0.3577
36,two people walking through a river-bed,0.4324
37,a queen sitting on a throne,0.8748
38,a queen making a speech,0.727
39,a queen in a palace,0.5494
40,a queen sitting at a banquet,0.4626
41,a queen in a garden surrounded by blooming flowers,0.702
42,a queen riding in a large car,0.6143
43,eggplant being sliced,0.3526
44,a person eating food,0.4175
45,a couple enjoying food at a restaurant,0.6169
46,a person cooking food on the stove,0.5568
47,a person buying food from a grocery store,0.4608
48,a family enjoying lots of food,0.655
49,a couple walking in a town,0.2471
50,a person riding a camel in the desert,0.4175
51,a person giving water to a camel,0.4522
52,a person holding a bundle of incense,0.4759
53,a person looking at a crane bird,0.4735
54,a warehouse with lots of people inside,0.4947
55,a person walking inside a warehouse,0.4728
56,a person driving a forklift inside a warehouse,0.6617
57,a person walking inside a pharmacy,0.4999
58,a person talking to a worker inside a pharmacy,0.6246
59,a pharmacy with lots of people outside,0.3319
60,a person getting gas for their car at a gas station,0.7067
61,a very busy gas station with people refueling,0.5502
62,a man riding a blue motorcycle,0.3866
63,a woman riding a black motorcycle,0.4915
64,three motorcycles riding on a road,0.2615
65,a person riding a motorcycle on a dirt road,0.4144
66,a person riding a motorcycle in a big city,0.4063
67,a person holding a rifle in the countryside,0.2931
68,a woman aiming a rifle,0.1456
69,several soldiers holding rifles,0.2632
70,a police officer holding a rifle,0.1905
71,a craftsman weaving a rug,0.4018
72,a skilled craftsman at work,0.6975
73,an elderly craftsman sharing his wisdom,0.4953
74,a talented craftsman from the village,0.1287
75,an innovative craftsman designing jewelry,0.4487
76,my supervisor talking to me,0.7709
77,a new supervisor at the construction site,0.9126
78,a supervisor giving instructions to the team,0.6181
79,a friendly supervisor helping out,0.7382
80,a supervisor in the office breakroom,0.5994
81,a supervisor working at a computer,0.4303
82,a vendor selling water bottles,0.3745
83,a colorful festival in the city,0.5398
84,a festival filled with dance and music,0.4714
85,an autumn festival in the town center,0.3489
86,food stalls at a festival,0.4208
87,a festival with lots of people,0.3758
88,a festival in winter,0.4095
89,a checkpoint guarded by armed forces,0.0558
90,a checkpoint on the highway,0.5611
91,a long queue at the toll checkpoint,0.2778
92,a checkpoint at the national border,0.1322
93,a checkpoint with police officers,0.1579
94,a checkpoint with very few cars,0.3556
95,an outdoor luncheon with lots of people,0.548
96,two people having a luncheon,0.6263
97,a company having a luncheon,0.7409
98,a fancy indoor luncheon,0.6367
99,a plant-based luncheon,0.6434
100,a luncheon with lots of salad,0.768
101,a gambling den hidden away in an alley,0.1315
102,a group of people gambling in a room,0.3479
103,a place of gambling in a big city,0.6
104,an illegal gambling den,0.244
105,a place of gambling with lots of people,0.2984
106,a group of people gambling at a table,0.2415
107,a man loading groceries into the car trunk,0.565
108,a white car with an empty car trunk,0.5742
109,a woman retrieving bags from the car trunk,0.5556
110,a dirty car trunk covered with mud stains,0.4665
111,a mechanic repairing a broken car trunk,0.6265
112,children hiding inside an open car trunk,0.7383
