Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,an older person entering a math,an older person entering a monastery,0.5056
1,a math with a crowd of people outside,a monastery with a crowd of people outside,0.4111
2,a person holding a bottle of simkin,a person holding a bottle of champagne,0.495
3,a person pouring simkin into a glass,a person pouring champagne into a glass,0.4107
4,a dai in a hospital,a midwife in a hospital,0.4343
5,a dai walking into a house,a midwife walking into a house,0.208
6,a woman in a bed with a dai next to it,a woman in a bed with a midwife next to it,0.4446
7,a dai talking with a doctor,a midwife talking with a doctor,0.4013
8,a dai holding a bottle of medicine,a midwife holding a bottle of medicine,0.5319
9,a dai talking with a nurse,a midwife talking with a nurse,0.4578
10,a medico sitting at a table outside,a medical practitioner sitting at a table outside,0.4716
11,two medicos in a conference room,two medical practitioners in a conference room,0.5568
12,a medico walking in a park,a medical practitioner walking in a park,0.3083
13,the medico talking with a patient in a room,the medical practitioner talking with a patient in a room,0.4978
14,a medico standing outside a building,a medical practitioner standing outside a building,0.6253
15,a medico talking with a nurse,a medical practitioner talking with a nurse,0.4674
16,people standing outside a mandapa,people standing outside a temple,0.1288
17,a well-dressed person in front of a mandapa,a well-dressed person in front of a temple,0.0648
18,a family in front of a mandapa,a family in front of a temple,0.2092
19,an old mandapa with lots of people,an old temple with lots of people,0.1269
20,a nai cutting a man's hair,a barber cutting a man's hair,0.6491
21,a nai cutting a woman's hair,a barber cutting a woman's hair,0.482
22,a friendly local nai,a friendly local barber,0.2049
23,a child getting his hair cut by a nai,a child getting his hair cut by a barber,0.9054
24,three people in a nai shop,three people in a barber shop,0.7852
25,officers working inside a thana,officers working inside a police station,0.1001
26,a person standing outside a thana,a person standing outside a police station,0.0889
27,a person talking to an officer inside a thana,a person talking to an officer inside a police station,0.2859
28,two officers speaking to an arrested person in a thana,two officers speaking to an arrested person in a police station,0.4089
29,a boy standing with his abba,a boy standing with his father,0.6743
30,a girl standing with her abba near the school gate,a girl standing with her father near the school gate,0.0464
31,a man hiking with his abba,a man hiking with his father,0.5531
32,a woman in a car with her abba,a woman in a car with her father,0.6737
33,a woman walking with her abba and a dog,a woman walking with her father and a dog,0.3705
34,a man sitting at a table with his abba,a man sitting at a table with his father,0.6648
35,people relaxing under a pial,people relaxing under a veranda,0.2907
36,two people walking through a nullah,two people walking through a river-bed,0.145
37,a rani sitting on a throne,a queen sitting on a throne,0.4172
38,a rani making a speech,a queen making a speech,0.0295
39,a rani inside a palace,a queen in a palace,0.1057
40,a rani sitting at a banquet,a queen sitting at a banquet,0.2286
41,a rani in a garden surrounded by blooming flowers,a queen in a garden surrounded by blooming flowers,0.5263
42,a rani riding in a large car,a queen riding in a large car,0.2923
43,brinjal being sliced,eggplant being sliced,0.2038
44,a person eating khana,a person eating food,0.4599
45,a couple enjoying khana at a restaurant,a couple enjoying food at a restaurant,0.0461
46,a person cooking khana on the stove,a person cooking food on the stove,0.3982
47,a person buying khana from a grocery store,a person buying food from a grocery store,0.449
48,a family enjoying lots of khana,a family enjoying lots of food,0.1169
