Prompt_Index,SAE_Prompt,Normalized_Score
0,a woman driving a green truck on a farm,0.5689
1,a man driving a truck on the highway,0.6619
2,two kids sitting on the back of a truck,0.7216
3,a street vendor selling shaved ice,0.549
4,a man enjoying shaved ice on a hot day,0.8408
5,a girl enjoying a bowl of shaved ice in the park,0.6743
6,two people sharing a cup of shaved ice on the table,0.8094
7,a group of teens in a friend group walking through the neighborhood,0.4412
8,a friend group gathered around a bench talking,0.5985
9,a friend group laughing loudly by a taco stand,0.728
10,a friend group posing for a picture in front of a mural,0.7193
11,a friend group skateboarding down the street together,0.8173
12,a godfather cutting a birthday cake,0.757
13,a godfather officiating a wedding ceremony,0.7929
14,a godfather playing chess with his godson,0.4439
15,a godfather cheering at a baseball game,0.7988
16,a godfather enjoying a cigar in a lounge,0.7
17,a godfather gifting a necklace at a baptism,0.8045
18,a person hiking through a field,0.4399
19,a person running through a field,0.3287
20,two kids playing around in the field,0.744
21,two men sitting in a jail cell,0.3432
22,a jail guard standing in front of a wall,0.3276
23,a small prison with high fences,0.2003
24,a man about to go to prison,0.5767
25,a person and their girlfriend walking down a street,0.2687
26,a man and his girlfriend laughing,0.4448
27,a person and their girlfriend dressed in similar looking clothes,0.5872
28,my girlfriend and I driving in a blue car,0.7936
29,me having dinner in a restaurant with my girlfriend,0.7345
30,a sunny day in the park with my girlfriend,0.5822
31,a person irons a dress shirt,0.5307
32,a person irons a towel in a sunny room,0.5354
33,a man irons his pants before work,0.5004
34,my mother irons the curtains,0.4581
35,a woman irons clothes in the laundry room,0.4483
36,my brother irons his uniform shirt,0.8425
37,a person exploring El Paso on a sunny afternoon,0.6219
38,a woman and her brother eating at a restaurant,0.5318
39,a man hiking with his brother on a forest trail,0.5457
40,my brother posing for a picture,0.8705
41,me standing with my brother,0.6946
42,my brother and I sitting at a table,0.8281
43,my brother riding a bike,0.9048
44,a woman and her sister eating at a restaurant,0.4107
45,a man hiking with his sister through a mountain path,0.4274
46,me and my sister posing for a picture,0.2471
47,me standing with my sister,0.5002
48,my sister and I sitting at a table,0.4757
49,my sister riding a bike,0.8593
50,my brothers playing basketball together,0.8991
51,a brothers duo in a rock band,0.6702
52,my brothers on a camping trip,0.8588
53,a brothers wrestling match,0.8292
54,my brothers building a treehouse,0.8808
55,a brothers handshake at graduation,0.8478
56,a sisters moment at a wedding,0.6526
57,my sisters studying together,0.5904
58,a sisters dance routine,0.5435
59,my sisters sharing a secret,0.4854
60,my sisters having a tea party in the garden,0.4702
61,my sisters braiding each other's hair,0.4688
62,a group of mexican americans at a family reunion,0.4457
63,a mexican american activist speaking at a rally,0.2112
64,a mexican american community center hosting an event,0.3374
65,a mexican american cultural festival in the park,0.1488
66,a mexican american musician performing live,0.5517
67,a mexican american student at a graduation ceremony,0.5812
68,a young man wearing sunglasses and a bandana,0.8697
69,a young man skateboarding down a hill,0.8497
70,a young man leaning against a lowrider,0.9084
71,a young man playing an acoustic guitar,0.5198
72,a young man writing in a journal at a cafe,0.7642
73,a young man shooting pool at a bar,0.5527
74,a young man playing basketball in a local court,0.7007
75,a young man walking his pitbull in the neighborhood,0.6287
76,a young man buying street tacos from a food truck,0.7813
77,a young man riding a BMX bike in a skate park,0.6964
78,a young man breakdancing on a city street,0.5643
79,a young man playing the trumpet in a mariachi band,0.5087
80,a man grilling burgers at a cookout,0.8048
81,a man riding a horse at a ranch,0.3719
82,a man repairing a broken fence,0.5592
83,a man practicing archery in a field,0.5182
84,a man jogging in a city park,0.5639
85,a man watching a sunset from a pier,0.3925
86,a godmother baking cookies for a bake sale,0.6175
87,a godmother attending a school play,0.6928
88,a godmother planting flowers in the garden,0.4701
89,a godmother knitting a sweater for her godchild,0.7279
90,a godmother singing in a church choir,0.3772
91,a godmother decorating a Christmas tree,0.6921
92,a crazy guy dancing in the rain,0.5366
93,a crazy stunt on a skateboard,0.8414
94,a crazy artist painting upside down,0.7128
95,a crazy expression on her face,0.2261
96,a crazy scene at the concert,0.578
97,my daughter playing in a sandbox,0.8735
98,a daughter drawing with chalk on the sidewalk,0.8063
99,my daughter holding a big ice cream cone,0.8082
100,a daughter riding a bike for the first time,0.9029
101,a daughter wearing a princess costume,0.6924
102,my daughter exploring the beach,0.4531
103,my son kicking a soccer ball,0.8466
104,a son climbing a tree,0.8549
105,my son reading a comic book,0.8147
106,a son playing with a toy train,0.8085
107,my son catching a fish,0.9497
108,a son building a sandcastle,0.8387
109,a surfer on a california wave,0.6438
110,my vacation in california,0.6671
111,a bustling market in california,0.4266
112,a hand dropping money into a piggy bank,0.4939
113,a close friend at a campfire,0.5249
114,my close friend wearing a birthday hat,0.6964
115,a memory with my close friend at the beach,0.4703
116,an afternoon with my close friend at the cafe,0.8271
117,a photo of me and my close friend,0.7564
118,a close friend helping with homework,0.6716
119,my favorite pampering session with candles,0.535
120,a man deciding to pamper himself,0.4877
121,a day out to pamper with friends,0.5661
122,a group of people sharing a lunch,0.724
123,a child excited for his lunch break,0.7883
124,a boy flying a kite,0.8665
125,my boy wearing a school uniform,0.9218
126,an adventurous boy climbing a tree,0.9121
127,a boy with his toy collection,0.8789
128,a boy making a sandcastle,0.8032
129,a tired boy after soccer practice,0.8928
130,a girl with a flower crown,0.4213
131,my girl's first day at school,0.6841
132,a girl playing with her dolls,0.6036
133,an artistic girl painting a picture,0.6057
134,a girl practicing her dance routine,0.5878
135,a girl laughing at a playground,0.7165
