Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a woman driving a green torque on a farm,a woman driving a green truck on a farm,0.7323
1,a man driving a torque on the highway,a man driving a truck on the highway,0.4966
2,two kids sitting on the back of a torque,two kids sitting on the back of a truck,0.801
3,a street vendor selling raspa,a street vendor selling shaved ice,0.327
4,a man enjoying raspa on a hot day,a man enjoying shaved ice on a hot day,0.5918
5,a girl enjoying a bowl of raspa in the park,a girl enjoying a bowl of shaved ice in the park,0.5672
6,two people sharing a cup of raspa on the table,two people sharing a cup of shaved ice on the table,0.7022
7,a group of teens in a clicka walking through the neighborhood,a group of teens in a friend group walking through the neighborhood,0.51
8,a clicka gathered around a bench talking,a friend group gathered around a bench talking,0.4562
9,a clicka laughing loudly by a taco stand,a friend group laughing loudly by a taco stand,0.6672
10,a clicka posing for a picture in front of a mural,a friend group posing for a picture in front of a mural,0.5814
11,a clicka skateboarding down the street together,a friend group skateboarding down the street together,0.8294
12,a padrino cutting a birthday cake,a godfather cutting a birthday cake,0.6415
13,a padrino officiating a wedding ceremony,a godfather officiating a wedding ceremony,0.7594
14,a padrino playing chess with his godson,a godfather playing chess with his godson,0.458
15,a padrino cheering at a baseball game,a godfather cheering at a baseball game,0.8718
16,a padrino enjoying a cigar in a lounge,a godfather enjoying a cigar in a lounge,0.7854
17,a padrino gifting a necklace at a baptism,a godfather gifting a necklace at a baptism,0.7309
18,a person hiking through a fil,a person hiking through a field,0.3521
19,a person running through a fil,a person running through a field,0.4426
20,two kids playing around in the fil,two kids playing around in the field,0.7738
21,two men sitting in a pinta cell,two men sitting in a jail cell,0.4391
22,a pinta guard standing in front of a wall,a jail guard standing in front of a wall,0.4709
23,a small pinta with high fences,a small prison with high fences,0.3048
24,a man about to go to pinta,a man about to go to prison,0.517
25,a person and their jaina walking down a street,a person and their girlfriend walking down a street,0.0816
26,a man and his jaina laughing,a man and his girlfriend laughing,0.2515
27,a person and their jaina dressed in similar looking clothes,a person and their girlfriend dressed in similar looking clothes,0.1215
28,my jaina and I driving in a blue car,my girlfriend and I driving in a blue car,0.8039
29,me having dinner in a restaurant with my jaina,me having dinner in a restaurant with my girlfriend,0.4028
30,a sunny day in the park with my jaina,a sunny day in the park with my girlfriend,0.544
31,a person planchar a dress shirt,a person irons a dress shirt,0.5728
32,a person planchar a towel in a sunny room,a person irons a towel in a sunny room,0.4722
33,a man planchar his pants before work,a man irons his pants before work,0.7349
34,my mother planchar the curtains,my mother irons the curtains,0.3611
35,a woman planchar clothes in the laundry room,a woman irons clothes in the laundry room,0.5216
36,my brother planchar his uniform shirt,my brother irons his uniform shirt,0.9081
37,a person exploring Chuco on a sunny afternoon,a person exploring El Paso on a sunny afternoon,0.5243
38,a woman and her carnal eating at a restaurant,a woman and her brother eating at a restaurant,0.5967
39,a man hiking with his carnal on a forest trail,a man hiking with his brother on a forest trail,0.4512
40,my carnal posing for a picture,my brother posing for a picture,0.5651
41,me standing with my carnal,me standing with my brother,0.5307
42,my carnal and I sitting at a table,my brother and I sitting at a table,0.7306
43,my carnal riding a bike,my brother riding a bike,0.6873
44,a woman and her carnalita eating at a restaurant,a woman and her sister eating at a restaurant,0.3375
45,a man hiking with his carnalita through a mountain path,a man hiking with his sister through a mountain path,0.5122
46,me and my carnalita posing for a picture,me and my sister posing for a picture,0.1291
47,me standing with my carnalita,me standing with my sister,0.3997
48,my carnalita and I sitting at a table,my sister and I sitting at a table,0.4774
49,my carnalita riding a bike,my sister riding a bike,0.6438
50,my carnales playing basketball together,my brothers playing basketball together,0.9107
51,a carnales duo in a rock band,a brothers duo in a rock band,0.5605
52,my carnales on a camping trip,my brothers on a camping trip,0.8072
53,a carnales wrestling match,a brothers wrestling match,0.6413
54,my carnales building a treehouse,my brothers building a treehouse,0.8577
55,a carnales handshake at graduation,a brothers handshake at graduation,0.8178
56,a carnalas moment at a wedding,a sisters moment at a wedding,0.5619
57,my carnalas studying together,my sisters studying together,0.6305
58,a carnalas dance routine,a sisters dance routine,0.185
59,my carnalas sharing a secret,my sisters sharing a secret,0.548
60,my carnalas having a tea party in the garden,my sisters having a tea party in the garden,0.4658
61,my carnalas braiding each other's hair,my sisters braiding each other's hair,0.1501
62,a group of raza at a family reunion,a group of mexican americans at a family reunion,0.7059
63,a raza activist speaking at a rally,a mexican american activist speaking at a rally,0.0191
64,a raza community center hosting an event,a mexican american community center hosting an event,0.1484
65,a raza cultural festival in the park,a mexican american cultural festival in the park,0.0821
66,a raza musician performing live,a mexican american musician performing live,0.2176
67,a raza student at a graduation ceremony,a mexican american student at a graduation ceremony,0.235
68,a vato wearing sunglasses and a bandana,a young man wearing sunglasses and a bandana,0.8447
69,a vato skateboarding down a hill,a young man skateboarding down a hill,0.8203
70,a vato leaning against a lowrider,a young man leaning against a lowrider,0.7689
71,a vato playing an acoustic guitar,a young man playing an acoustic guitar,0.6386
72,a vato writing in a journal at a cafe,a young man writing in a journal at a cafe,0.6355
73,a vato shooting pool at a bar,a young man shooting pool at a bar,0.5894
74,an ese playing basketball in a local court,a young man playing basketball in a local court,0.7485
75,an ese walking his pitbull in the neighborhood,a young man walking his pitbull in the neighborhood,0.6158
76,an ese buying street tacos from a food truck,a young man buying street tacos from a food truck,0.7048
77,an ese riding a BMX bike in a skate park,a young man riding a BMX bike in a skate park,0.7803
78,an ese breakdancing on a city street,a young man breakdancing on a city street,0.8309
79,an ese playing the trumpet in a mariachi band,a young man playing the trumpet in a mariachi band,0.5485
80,a bato grilling burgers at a cookout,a man grilling burgers at a cookout,0.7581
81,a bato riding a horse at a ranch,a man riding a horse at a ranch,0.6161
82,a bato repairing a broken fence,a man repairing a broken fence,0.2915
83,a bato practicing archery in a field,a man practicing archery in a field,0.4344
84,a bato jogging in a city park,a man jogging in a city park,0.7186
85,a bato watching a sunset from a pier,a man watching a sunset from a pier,0.475
86,a madrina baking cookies for a bake sale,a godmother baking cookies for a bake sale,0.6661
87,a madrina attending a school play,a godmother attending a school play,0.3625
88,a madrina planting flowers in the garden,a godmother planting flowers in the garden,0.3603
89,a madrina knitting a sweater for her godchild,a godmother knitting a sweater for her godchild,0.6571
90,a madrina singing in a church choir,a godmother singing in a church choir,0.6079
91,a madrina decorating a Christmas tree,a godmother decorating a Christmas tree,0.777
92,a loco guy dancing in the rain,a crazy guy dancing in the rain,0.6586
93,a loco stunt on a skateboard,a crazy stunt on a skateboard,0.7845
94,a loco artist painting upside down,a crazy artist painting upside down,0.7011
95,a loco expression on her face,a crazy expression on her face,0.1933
96,a loco scene at the concert,a crazy scene at the concert,0.4158
97,my mi'ja playing in a sandbox,my daughter playing in a sandbox,0.5285
98,a mi'ja drawing with chalk on the sidewalk,a daughter drawing with chalk on the sidewalk,0.7717
99,my mi'ja holding a big ice cream cone,my daughter holding a big ice cream cone,0.3938
100,a mi'ja riding a bike for the first time,a daughter riding a bike for the first time,0.4251
101,a mi'ja wearing a princess costume,a daughter wearing a princess costume,0.1578
102,my mi'ja exploring the beach,my daughter exploring the beach,0.3613
103,my mijo kicking a soccer ball,my son kicking a soccer ball,0.9153
104,a mijo climbing a tree,a son climbing a tree,0.6559
105,my mijo reading a comic book,my son reading a comic book,0.5913
106,a mijo playing with a toy train,a son playing with a toy train,0.7909
107,my mijo catching a fish,my son catching a fish,0.9385
108,a mijo building a sandcastle,a son building a sandcastle,0.8619
109,a surfer on a califas wave,a surfer on a california wave,0.6834
110,my vacation in califas,my vacation in california,0.5652
111,a bustling market in califas,a bustling market in california,0.2363
112,a hand dropping baro into a piggy bank,a hand dropping money into a piggy bank,0.5823
113,a cuate at a campfire,a close friend at a campfire,0.5077
114,my cuate wearing a birthday hat,my close friend wearing a birthday hat,0.7888
115,a memory with my cuate at the beach,a memory with my close friend at the beach,0.5411
116,an afternoon with my cuate at the cafe,an afternoon with my close friend at the cafe,0.4354
117,a photo of me and my cuate,a photo of me and my close friend,0.166
118,a cuate helping with homework,a close friend helping with homework,0.524
119,my favorite apapachar session with candles,my favorite pampering session with candles,0.4506
120,a man deciding to apapachar himself,a man deciding to pamper himself,0.1578
121,a day out to apapachar with friends,a day out to pamper with friends,0.2224
122,a group of people sharing a lonche,a group of people sharing a lunch,0.7964
123,a child excited for his lonche break,a child excited for his lunch break,0.8288
124,a chamaco flying a kite,a boy flying a kite,0.4952
125,my chamaco wearing a school uniform,my boy wearing a school uniform,0.3339
126,an adventurous chamaco climbing a tree,an adventurous boy climbing a tree,0.6144
127,a chamaco with his toy collection,a boy with his toy collection,0.4037
128,a chamaco making a sandcastle,a boy making a sandcastle,0.6402
129,a tired chamaco after soccer practice,a tired boy after soccer practice,0.7814
130,a chamaca with a flower crown,a girl with a flower crown,0.5197
131,my chamaca's first day at school,my girl's first day at school,0.7555
132,a chamaca playing with her dolls,a girl playing with her dolls,0.5915
133,an artistic chamaca painting a picture,an artistic girl painting a picture,0.3917
134,a chamaca practicing her dance routine,a girl practicing her dance routine,0.2417
135,a chamaca laughing at a playground,a girl laughing at a playground,0.6881
