Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a plastic cup with teh tarik,a plastic cup with milk tea,0.7246
1,a cup of teh tarik on a table,a cup of milk tea on a table,0.5087
2,a shop selling teh tarik,a shop selling milk tea,0.6469
3,a man drinking teh tarik,a man drinking milk tea,0.7268
4,a woman drinking teh tarik,a woman drinking milk tea,0.8321
5,three cups of teh tarik on the counter,three cups of milk tea on the counter,0.6954
6,a couple sitting at a table both with kopi,a couple sitting at a table both with coffee,0.4174
7,a man getting kopi from a modern cafe,a man getting coffee from a modern cafe,0.8437
8,a table with a cup of kopi and a slice of cake,a table with a cup of coffee and a slice of cake,0.9477
9,two people getting kopi from a stall,two people getting coffee from a stall,0.809
10,a man buying kopi at a busy counter,a man buying coffee at a busy counter,0.738
11,a woman with kopi standing by a bus stop,a woman with coffee standing by a bus stop,0.4941
12,a child receiving an ang pow from his grandmother,a child receiving a red packet from his grandmother,0.4338
13,two ang pows on a table with gold designs,two red packets on a table with gold designs,0.4234
14,an ang pow and food on a table,a red packet and food on a table,0.5079
15,a group of people holding ang pows,a group of people holding red packets,0.1545
16,a store selling ang pows,a store selling red packets,0.3198
17,an ang pow and some fruit on a table,a red packet and some fruit on a table,0.4213
18,spicy sotong dish,spicy squid dish,0.7584
19,raw sotong at a market,raw squid at a market,0.7273
20,deep fried sotong on a plate,deep fried squid on a plate,0.8396
21,a large sotong in an aquarium with coral,a large squid in an aquarium with coral,0.5661
22,a sotong dish and rice on a table,a squid dish and rice on a table,0.7216
23,sliced sotong in a frying pan,sliced squid in a frying pan,0.3925
24,getting food tapao from the small restaurant,getting food takeout from the small restaurant,0.7232
25,getting food tapao from the diner,getting food takeout from the diner,0.665
26,getting food tapao from the food truck,getting food takeout from the food truck,0.8439
27,letâs get some food tapao,let's get some food takeout,0.6146
28,chinese food tapao packed in plastic containers,chinese food takeout packed in plastic containers,0.9514
29,a couple getting food tapao from a hawker stall,a couple getting food takeout from a hawker stall,0.894
