Prompt_Index,SAE_Prompt,Normalized_Score
0,a painting of shaved ice,0.876
1,a man enjoying shaved ice,0.73
2,cup of shaved ice on a table,0.8942
3,a blue shaved ice,0.7045
4,a friend group,0.4006
5,a big friend group,0.5291
6,a friend group at school,0.2328
7,a friend group at the park,0.2165
8,a loud friend group,0.5312
9,a painting of a godfather,0.747
10,a godfather,0.4899
11,a godfather in a house,0.4545
12,an old godfather,0.4418
13,a man with a godfather,0.3655
14,a woman with a godfather,0.6001
15,a big field,0.3568
16,a person at a field,0.2624
17,a green field,0.3539
18,an old jail,0.1578
19,a modern jail,0.2571
20,a small prison,0.2167
21,go to prison,0.3355
22,a painting of a girlfriend,0.2402
23,a girlfriend in a home,0.2337
24,a girlfriend in a car,0.3532
25,a girlfriend walking,0.155
26,me and my girlfriend,0.4707
27,at the park with my girlfriend,0.2103
28,my dad irons shirts,0.5729
29,she irons daily,0.2087
30,they iron clothes,0.6207
31,I iron pants,0.5719
32,we iron uniforms,0.3645
33,he likes to iron,0.879
34,a person exploring El Paso,0.6355
35,a painting of a brother,0.3861
36,a man hiking with his brother,0.537
37,a brother in a house,0.4512
38,me with my brother,0.5539
39,a brother at a table,0.1547
40,a brother at a park,0.6761
41,a painting of a sister,0.3279
42,a man hiking with his sister,0.4024
43,a sister in a house,0.138
44,me with my sister,0.1306
45,a sister at a table,0.0984
46,a sister at a park,0.1106
47,a painting of brothers,0.6625
48,brothers in a house,0.7002
49,me and my brothers,0.3509
50,brothers by a table,0.6391
51,brothers together,0.8603
52,brothers walking,0.7328
53,a painting of sisters,0.1611
54,sisters in a house,0.195
55,me and my sisters,0.2527
56,sisters by a table,0.308
57,sisters together,0.4131
58,sisters walking,0.2472
59,a painting of Mexican American,0.2478
60,a Mexican American at a park,0.4833
61,a Mexican American neighborhood,0.3231
62,a Mexican American at a store,0.2972
63,a young Mexican American,0.3873
64,an old Mexican American,0.2113
65,a young man in a house,0.4882
66,a young man in a park,0.7351
67,a painting of a young man,0.465
68,a young man in a neighborhood,0.7974
69,a young man on the ground,0.6911
70,a young man leaning,0.5591
71,a painting of a young man,0.465
72,a young man on a sidewalk,0.7542
73,a young man on a trail,0.7549
74,a young man in a park,0.7351
75,a young man in a neighborhood,0.7974
76,a young man on a street,0.7252
77,a painting of a man,0.2788
78,a big man,0.2937
79,a smaller man,0.3905
80,a man in a house,0.4222
81,a man in a park,0.4203
82,a man on a street,0.4114
83,a painting of a godmother,0.7079
84,an old godmother,0.6576
85,a middle-aged godmother,0.795
86,a godmother in a house,0.397
87,a godmother at a park,0.2847
88,a godmother in a car,0.7312
89,a guy acting crazy,0.2895
90,a crazy cat,0.7323
91,a crazy dog,0.6541
92,a crazy painting,0.5269
93,a crazy toy,0.516
94,a daughter,0.3296
95,a daughter at home,0.386
96,a daughter at a park,0.6089
97,a younger daughter,0.4993
98,an older daughter,0.4693
99,a painting of a daugher,0.6374
100,a son,0.8144
101,a son at home,0.837
102,a son at a park,0.9254
103,a younger son,0.8046
104,an older son,0.8104
105,a painting of a son,0.9055
106,a California landscape,0.3454
107,a city in California,0.597
108,a California suburb,0.4109
109,money on the sidewalk,0.6736
110,a painting of a close friend,0.5235
111,me and my close friend,0.0902
112,a close friend in a house,0.4784
113,a close friend at a cafe,0.6665
114,a close friend on the sidewalk,0.4547
115,a close friend in a park,0.4367
116,a person pampered himself,0.393
117,a couple getting pampered,0.6659
118,a woman getting pampered,0.707
119,a couple getting lunch,0.5153
120,lunch in the meadow,0.549
121,a boy at the park,0.7873
122,a boy in a house,0.6233
123,a boy on the sidewalk,0.7676
124,a painting of a chamaco,0.7427
125,a boy at a school,0.5882
126,a boy and a soccer ball,0.7418
127,a girl at the park,0.0417
128,a girl in a house,0.0629
129,a girl on the sidewalk,0.1633
130,a girl and a basketball,0.4584
131,a girl at a school,0.1338
132,a girl at a store,0.2223
133,a woman wearing flip-flops,0.5243
