Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
math,monastery,a medieval math,a medieval monastery,0,1,1,a student solving math problems on a chalkboard,a medieval math,a medieval monastery
math,monastery,a math problem on a hill,a monastery on a hill,0,1,1,a professor exploring complex math equations,a math on a hill,a monastery on a hill
math,monastery,a small math,a small monastery,0,1,1,a teacher explaining math concepts to a class,a small math,a small monastery
math,monastery,a painting of a math,a painting of a monastery,0,1,1,a pile of math textbooks on a desk,a painting of a math,a painting of a monastery
math,monastery,a crowded math,a crowded monastery,1,1,1,a shirt with math equations,a crowded math,a crowded monastery
math,monastery,a math problem in a dark forest,a monastery in a dark forest,0,1,1,a computer screen displaying math formulas,a math in a dark forest,a monastery in a dark forest
simkin,champagne,simkin on a wooden table,champagne on a wooden table,0,1,0,,simkin on a wooden table,champagne on a wooden table
simkin,champagne,Simkin in a cabinet,champagne in a cabinet,0,1,0,,simkin in a cabinet,champagne in a cabinet
simkin,champagne,Simkin on a table outside,champagne on a table outside,0,1,0,,simkin on a table outside,champagne on a table outside
simkin,champagne,a painting of some simpleton,a painting of some champagne,1,1,0,,a painting of some simkin,a painting of some champagne
simkin,champagne,Simkin is on the beach.,champagne on the beach,0,1,0,,simkin on the beach,champagne on the beach
simkin,champagne,Simkin on top of a piano,champagne on top of a piano,0,1,0,,simkin on top of a piano,champagne on top of a piano
dai,midwife,an old day,an old midwife,1,1,0,,an old dai,an old midwife
dai,midwife,a day with a woman,a midwife with a woman,1,1,0,,a dai with a woman,a midwife with a woman
dai,midwife,a painting of a dai,a painting of a midwife,1,1,0,,a painting of a dai,a painting of a midwife
dai,midwife,a young day,a young midwife,1,1,0,,a young dai,a young midwife
dai,midwife,an old man sitting down,a midwife sitting down,1,1,0,,a dai sitting down,a midwife sitting down
dai,midwife,a photograph of a platform with a cat,a photograph of a midwife with a cat,1,1,0,,a photograph of a dai with a cat,a photograph of a midwife with a cat
medico,medical practitioner,a doctor at a table,a medical practitioner at a table,1,1,0,,a medico at a table,a medical practitioner at a table
medico,medical practitioner,an old doctor,an old medical practitioner,1,1,0,,an old medico,an old medical practitioner
medico,medical practitioner,a doctor at a park,a medical practitioner at a park,1,1,0,,a medico at a park,a medical practitioner at a park
medico,medical practitioner,a doctor with a woman,a medical practitioner with a woman,1,1,0,,a medico with a woman,a medical practitioner with a woman
medico,medical practitioner,a doctor with a notepad,a medical practitioner with a notepad,1,1,0,,a medico with a notepad,a medical practitioner with a notepad
medico,medical practitioner,a painting of a doctor,a painting of a medical practitioner,1,1,0,,a painting of a medico,a painting of a medical practitioner
chick,bamboo blinds,a window covered with fabric,a window covered with bamboo blinds,0,1,1,a fluffy chick in a nest,a window covered with chick,a window covered with bamboo blinds
chick,bamboo blinds,a doorway with a chick,a doorway with bamboo blinds,0,1,1,a curious chick exploring its surroundings,a doorway with chick,a doorway with bamboo blinds
chick,bamboo blinds,hand-crafted chick,hand-crafted bamboo blinds,0,1,1,a newly hatched baby chick,hand-crafted chick,hand-crafted bamboo blinds
chick,bamboo blinds,sun-faded girl,sun-faded bamboo blinds,0,1,1,a mother hen with her adorable chicks,sun-faded chick,sun-faded bamboo blinds
chick,bamboo blinds,chick with decorative trim,bamboo blinds with decorative trim,0,1,1,a group of tiny chicks pecking at feed,chick with decorative trim,bamboo blinds with decorative trim
chick,bamboo blinds,tattered chick,tattered bamboo blinds,0,1,1,a brood of chicks under a heat lamp,tattered chick,tattered bamboo blinds
ghat,mountain pass,a dark riverbank,a dark mountain pass,0,1,0,,a dark ghat,a dark mountain pass
ghat,mountain pass,a ghat covered in snow,a mountain pass covered in snow,0,1,0,,a ghat covered in snow,a mountain pass covered in snow
ghat,mountain pass,a crowded riverbank,a crowded mountain pass,0,1,0,,a crowded ghat,a crowded mountain pass
ghat,mountain pass,a ghat with a nearby lake,a mountain pass with a nearby lake,0,1,0,,a ghat with a nearby lake,a mountain pass with a nearby lake
ghat,mountain pass,a painting of a beautiful riverfront steps,a painting of a beautiful mountain pass,0,1,0,,a painting of a beautiful ghat,a painting of a beautiful mountain pass
ghat,mountain pass,an abandoned ghat,an abandoned mountain pass,0,1,0,,an abandoned ghat,an abandoned mountain pass
