Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a lil baby,a little baby,0.9232
1,a painting of a lil boy,a painting of a little boy,0.9172
2,a lil girl,a little girl,0.7067
3,a man holla at a girl,a man holler at a girl,0.5839
4,a man holla at a woman,a man holler at a woman,0.5722
5,a guy holla at a woman,a guy holler at a woman,0.5884
6,a guy holla at his homie,a guy holler at his close friend,0.9077
7,a holla from the audience,a holler from the audience,0.5245
8,my homie,my close friend,0.8143
9,my handsome homie,my handsome close friend,0.5204
10,an old homie,an old close friend,0.6866
11,me and my homie,me and my close friend,0.8037
12,a homie from childhood,a close friend from childhood,0.7174
13,painting of me and my homie,painting of me and my close friend,0.6464
14,me and my crew,me and my friends,0.8817
15,me and my large crew,me and my large friends,0.7902
16,painting of me and my crew,painting of me and my friends,0.8509
17,me and my small crew,me and my small friends,0.9206
18,my crew wearing red,my friends wearing red,0.659
19,my crew at my house,my friends at my house,0.8409
20,an old nana,an old grandma,0.2937
21,my beautiful nana,my beautiful grandma,0.1382
22,a group of nanas,a group of grandmas,0.7171
23,my nana in purple,my grandma in purple,0.3399
24,my nana in her house,my grandma in her house,0.6385
25,an angry nana,an angry grandma,0.2798
26,a picture of my bae,a picture of my lover,0.8101
27,my sleeping bae,my sleeping lover,0.5614
28,my beautiful bae,my beautiful lover,0.7583
29,my bae at my house,my lover at my house,0.477
30,my bae wearing purple,my lover wearing purple,0.4909
31,my handsome bae,my handsome lover,0.1894
32,a kid deposit some dough,a kid deposit some money,0.9296
33,a man paying with dough,a man paying with money,0.8665
34,a woman paying with dough,a woman paying with money,0.8752
35,a man aiming his piece,a man aiming his gun,0.7457
36,a man wearing grills,a man wearing dental jewelry,0.6709
37,a woman wearing grills,a woman wearing dental jewelry,0.7081
38,tipping my lid,tipping my hat,0.6367
39,wearing a lid,wearing a hat,0.4773
40,loading the hammer,loading the gun,0.5069
41,aiming the hammer,aiming the gun,0.5005
42,a busy hood,a busy neighborhood,0.5557
43,a man flashing paper,a man flashing bills,0.4371
44,a man with his fam,a man with his close friends,0.8029
45,a group picture with the fam,a group picture with the close friends,0.7521
46,a painting of my fam,a painting of my close friends,0.782
47,my fam in the house,my close friends in the house,0.7458
48,me with my fam,me with my close friends,0.8101
49,hanging with my fam,hanging with my close friends,0.8077
50,a picture of my boo,a picture of my lover,0.7877
51,my sleeping boo,my sleeping lover,0.7791
52,my beautiful boo,my beautiful lover,0.778
53,my boo at my house,my lover at my house,0.8534
54,my boo wearing pink,my lover wearing pink,0.9163
55,my handsome boo,my handsome lover,0.8982
56,my homeboy,my close friend,0.921
57,my handsome homeboy,my handsome close friend,0.5547
58,an old homeboy,an old close friend,0.7271
59,me and my homeboy,me and my close friend,0.9223
60,a homeboy from childhood,a close friend from childhood,0.9079
61,painting of me and my homeboy,painting of me and my close friend,0.7303
62,a man feeling mellow,a man high on marijuana,0.5785
63,a woman feeling mellow,a woman high on marijuana,0.5595
64,a painting of a person feeling mellow,a painting of a person high on marijuana,0.6719
65,a group of people feeling mellow,a group of people high on marijuana,0.6611
66,college students feeling mellow,college students high on marijuana,0.7698
67,a person feeling mellow,a person high on marijuana,0.6368
68,my morning nappiness,my morning hair frizziness,0.8382
69,a painting of my nappiness,a painting of my hair frizziness,0.8075
70,fixing my nappiness,fixing my hair frizziness,0.638
71,a woman with nappiness,a woman with hair frizziness,0.4236
72,my natural nappiness,my natural hair frizziness,0.6122
73,two people with nappiness,two people with hair frizziness,0.3198
74,a painting of my dreads,a painting of my dreadlocks,0.3667
75,my dirty dreads,my dirty dreadlocks,0.5565
76,my long dreads,my long dreadlocks,0.4773
77,two people with dreads,two people with dreadlocks,0.6613
78,cutting my dreads,cutting my dreadlocks,0.711
79,dyed dreads,dyed dreadlocks,0.6904
