Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a large black truck driving on a neighborhood street,a large black truck driving on a neighborhood street,0.2978
1,a woman driving a green Ford on a farm,a woman driving a green truck on a farm,0.3404
2,a car with a dog in the back,a truck with a dog in the back,0.2601
3,a man driving a car on the highway,a man driving a truck on the highway,0.2652
4,Two kids are sitting on the back of a truck.,two kids sitting on the back of a truck,0.0
5,a car parked on a driveway,a truck parked on a driveway,0.2319
6,a street vendor selling shaved ice,a street vendor selling shaved ice,0.0
7,a man enjoying raspas on a hot day,a man enjoying shaved ice on a hot day,0.2972
8,a cup of raspberries near a tree,a cup of shaved ice near a tree,0.2703
9,a colorful cup of raspberries next to a spoon,a colorful cup of shaved ice next to a spoon,0.2312
10,a girl enjoying a bowl of raspa in the park,a girl enjoying a bowl of shaved ice in the park,0.304
11,Two people sharing a cup of raspberries on the table,two people sharing a cup of shaved ice on the table,0.0
12,a street mural of a group of people hanging out together,a street mural of a friend group hanging out together,0.0
13,a group of teenagers in a clique walking through the neighborhood,a group of teens in a friend group walking through the neighborhood,0.3049
14,a group gathered around a bench talking,a friend group gathered around a bench talking,0.3044
15,A group of people laughing loudly by a taco stand,a friend group laughing loudly by a taco stand,0.0
16,a person posing for a picture in front of a mural,a friend group posing for a picture in front of a mural,0.2876
17,a skateboarder skateboarding down the street,a friend group skateboarding down the street together,0.0
18,a godfather cutting a birthday cake,a godfather cutting a birthday cake,0.3339
19,a godfather officiating a wedding ceremony,a godfather officiating a wedding ceremony,0.3113
20,a godfather playing chess with his godson,a godfather playing chess with his godson,0.3277
21,a godfather cheering at a baseball game,a godfather cheering at a baseball game,0.3273
22,a godfather enjoying a cigar in a lounge,a godfather enjoying a cigar in a lounge,0.3126
23,a godfather giving a necklace as a gift at a baptism,a godfather gifting a necklace at a baptism,0.0
24,a person hiking through a forest,a person hiking through a field,0.2723
25,a park with a large field,a park with a big field,0.291
26,a person running through a field,a person running through a field,0.3426
27,a brown dog running in the field,a brown dog running in the field,0.3327
28,Two children playing in the field.,two kids playing around in the field,0.0
29,a wide and open field next to the lake,a wide and open field next to the lake,0.2822
30,Two men sitting in a prison cell.,two men sitting in a jail cell,0.0
31,A sentry standing in front of a wall,a jail guard standing in front of a wall,0.3153
32,a tall building surrounded by a barbed wire fence,a tall jail building surrounded by barbed wire,0.0
33,a small paint horse with high fences,a small prison with high fences,0.1884
34,a man about to set sail for the New World,a man about to go to prison,0.2081
35,inside a prison cell with barred windows,inside a prison with barred windows,0.3122
36,a person and their Jain walking down the street,a person and their girlfriend walking down a street,0.2857
37,a man and his wife laughing,a man and his girlfriend laughing,0.3087
38,a person and their wife dressed in similar-looking clothes,a person and their girlfriend dressed in similar looking clothes,0.298
39,My friend and I are driving in a blue car.,my girlfriend and I driving in a blue car,0.3007
40,I am having dinner in a restaurant with my friend.,me having dinner in a restaurant with my girlfriend,0.0
41,a sunny day in the park with my friend,a sunny day in the park with my girlfriend,0.2936
42,a person plans a dress shirt,a person irons a dress shirt,0.3168
43,a person ironing a towel in a sunny room,a person irons a towel in a sunny room,0.3123
44,A man plans to iron his pants before work,a man irons his pants before work,0.0
45,my mother ironed the curtains,my mother irons the curtains,0.282
46,a woman plans to iron clothes in the laundry room,a woman irons clothes in the laundry room,0.3007
47,My brother is planning his uniform shirt.,my brother irons his uniform shirt,0.0
48,a person exploring Chula Vista on a sunny afternoon,a person exploring El Paso on a sunny afternoon,0.2504
49,a lively restaurant in Chico bustling at night,a lively restaurant in El Paso bustling at night,0.2918
50,a quiet street in Chico lined with flowering plants,a quiet street in El Paso lined with flowering plants,0.3192
51,a crowded bus station in Chico near downtown,a crowded bus station in El Paso near downtown,0.2922
52,a typical single-story house in El Paso with a porch,a typical single-story house in El Paso with a porch,0.3044
53,a bird's eye view of Chico with mountains in the background,a bird's eye view of El Paso with mountains in background,0.2862
54,a woman and her companion eating at a restaurant,a woman and her brother eating at a restaurant,0.2996
55,a man hiking with his companion on a forest trail,a man hiking with his brother on a forest trail,0.3202
56,My body posing for a picture,my brother posing for a picture,0.2265
57,I'm standing with my family.,me standing with my brother,0.2055
58,my friend and I are sitting at a table,my brother and I sitting at a table,0.2767
59,My brother is riding a bike,my brother riding a bike,0.297
60,a woman and her daughter eating at a restaurant,a woman and her sister eating at a restaurant,0.3012
61,a man hiking with his girlfriend through a mountain path,a man hiking with his sister through a mountain path,0.3078
62,My girlfriend and I are posing for a picture.,me and my sister posing for a picture,0.0
63,Me standing with my cantaloupe,me standing with my sister,0.0
64,My girlfriend and I are sitting at a table.,my sister and I sitting at a table,0.2672
65,My girlfriend riding a bike,my sister riding a bike,0.2927
