Prompt_Index,SAE_Prompt,Score
0,a large black truck,0.9555
1,a green truck,0.9889
2,a truck with a dog,0.9833
3,a painting of a truck,0.9891
4,a new truck,0.4831
5,an old truck,0.9842
6,a painting of shaved ice,0.8288
7,a man enjoying shaved ice,0.9652
8,a cup of shaved ice,0.6907
9,colorful shaved ice,0.8523
10,cup of shaved ice on a table,0.8952
11,a blue shaved ice,0.8862
12,a friend group,0.9538
13,a big friend group,0.9213
14,a friend group at school,0.9526
15,a painting of a friend group,0.964
16,a friend group at the park,0.9817
17,a loud friend group,0.8751
18,a painting of a godfather,0.8245
19,a godfather,0.6607
20,a godfather in a house,0.6698
21,an old godfather,0.8908
22,a man with a godfather,0.5487
23,a woman with a godfather,0.6989
24,a big field,0.9559
25,a painting of a field,0.9823
26,a person at a field,0.9794
27,a yellow field,0.9758
28,a green field,0.9757
29,a busy field,0.6418
30,an old jail,0.9295
31,a modern jail,0.8366
32,a painting of a jail,0.9034
33,a small prison,0.5329
34,go to prison,0.7977
35,inside a prison,0.9771
36,a painting of a girlfriend,0.8502
37,a girlfriend in a home,0.9072
38,a girlfriend in a car,0.8779
39,a girlfriend walking,0.8294
40,me and my girlfriend,0.9301
41,at the park with my girlfriend,0.733
42,my dad irons shirts,0.8478
43,she irons daily,0.737
44,they iron clothes,0.8615
45,I iron pants,0.3915
46,we iron uniforms,0.721
47,he likes to iron,0.6568
48,a person exploring El Paso,0.67
49,a painting of El Paso,0.7738
50,a person in El Paso,0.7615
51,El Paso landscape,0.8546
52,a typical house in El Paso,0.7349
53,a bird's eye view of El Paso,0.896
54,a painting of a brother,0.7417
55,a man hiking with his brother,0.6591
56,a brother in a house,0.5182
57,me with my brother,0.8381
58,a brother at a table,0.7592
59,a brother at a park,0.6111
60,a painting of a sister,0.6371
61,a man hiking with his sister,0.45
62,a sister in a house,0.5565
63,me with my sister,0.8664
64,a sister at a table,0.5594
65,a sister at a park,0.615
66,a painting of brothers,0.9598
67,brothers in a house,0.8159
68,me and my brothers,0.8592
69,brothers by a table,0.9587
70,brothers together,0.9641
71,brothers walking,0.9082
72,a painting of sisters,0.9098
73,sisters in a house,0.8825
74,me and my sisters,0.8935
75,sisters by a table,0.9712
76,sisters together,0.9819
77,sisters walking,0.9652
78,a painting of Mexican American,0.9758
79,a Mexican American at a park,0.9585
80,a Mexican American neighborhood,0.7316
