Prompt_Index,SAE_Prompt,Normalized_Score
0,a long line,0.4104
1,a short line,0.4735
2,a painting of a long line,0.3867
3,a line of people,0.2871
4,a line outside the store,0.4644
5,a line for food,0.3585
6,a team scoring a soccer goal,0.604
7,queue at a pharmacy shop,0.3782
8,an attorney at a table,0.6234
9,an old attorney,0.2386
10,an attorney at a park,0.6757
11,an attorney with a woman,0.5139
12,an attorney with a notepad,0.4613
13,a painting of an attorney,0.7181
14,a school janitor,0.5991
15,a dirty janitor,0.7094
16,a tired janitor,0.6758
17,a busy janitor,0.6904
18,a painting of an old janitor,0.6668
19,a janitor in a mall,0.516
20,a young mailman,0.7256
21,a lazy mailman,0.64
22,a tired mailman,0.5996
23,a busy mailman,0.7214
24,a painting of an old mailman,0.6524
25,a mailman on the street,0.3811
26,inside of the subway,0.2144
27,a subway station,0.3722
28,a sliced eggplant,0.277
29,an eggplant on the table,0.114
30,eggplant in a basket,0.1344
31,a painting of an eggplant,0.4421
32,a moldy eggplant,0.2979
33,a dish with eggplant,0.4326
34,people on a crosswalk,0.5423
35,a busy crosswalk,0.5104
36,a woman on a crosswalk,0.2783
37,a band-aid wrapped around a finger,0.5901
38,a band-aid covering a small cut,0.4599
39,a band-aid on an injured knee,0.4263
40,a colorful band-aid on an elbow,0.6414
41,a band-aid for a cut,0.5324
42,a band-aid peeling off skin,0.5067
