Prompt_Index,SAE_Prompt,Normalized_Score
0,a long line,0.3634
1,a short line,0.415
2,a painting of a long line,0.6497
3,a line of people,0.2601
4,a line outside the store,0.3581
5,a line for food,0.39
6,a team scoring a soccer goal,0.643
7,queue at a pharmacy shop,0.3291
8,an attorney at a table,0.772
9,an old attorney,0.4607
10,an attorney at a park,0.6172
11,an attorney with a woman,0.4384
12,an attorney with a notepad,0.4884
13,a painting of an attorney,0.5733
14,a school janitor,0.5727
15,a dirty janitor,0.6331
16,a tired janitor,0.4962
17,a busy janitor,0.6787
18,a painting of an old janitor,0.7723
19,a janitor in a mall,0.5335
20,a young mailman,0.909
21,a lazy mailman,0.6374
22,a tired mailman,0.7077
23,a busy mailman,0.7063
24,a painting of an old mailman,0.7679
25,a mailman on the street,0.6196
26,inside of the subway,0.2019
27,a subway station,0.2956
28,a sliced eggplant,0.4931
29,an eggplant on the table,0.1291
30,eggplant in a basket,0.0763
31,a painting of an eggplant,0.287
32,a moldy eggplant,0.1379
33,a dish with eggplant,0.3626
34,people on a crosswalk,0.4088
35,a busy crosswalk,0.6098
36,a woman on a crosswalk,0.5406
37,a band-aid wrapped around a finger,0.5709
38,a band-aid covering a small cut,0.5284
39,a band-aid on an injured knee,0.6501
40,a colorful band-aid on an elbow,0.6533
41,a band-aid for a cut,0.5099
42,a band-aid peeling off skin,0.5853
