Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a long queue,a long line,0.4709
1,a short queue,a short line,0.4192
2,a painting of a long queue,a painting of a long line,0.5202
3,a queue of people,a line of people,0.556
4,a queue outside the store,a line outside the store,0.2475
5,a queue for food,a line for food,0.1924
6,a team scoring a football goal,a team scoring a soccer goal,0.6061
7,queue at a chemist shop,queue at a pharmacy shop,0.1965
8,a barrister at a table,an attorney at a table,0.7119
9,an old barrister,an old attorney,0.6628
10,a barrister at a park,an attorney at a park,0.479
11,a barrister with a woman,an attorney with a woman,0.6688
12,a barrister with a notepad,an attorney with a notepad,0.7094
13,a painting of a barrister,a painting of an attorney,0.7763
14,a school caretaker,a school janitor,0.5076
15,a dirty caretaker,a dirty janitor,0.565
16,a tired caretaker,a tired janitor,0.521
17,a busy caretaker,a busy janitor,0.4941
18,a painting of an old caretaker,a painting of an old janitor,0.7306
19,a caretaker in a mall,a janitor in a mall,0.5946
20,a young postman,a young mailman,0.8325
21,a lazy postman,a lazy mailman,0.4233
22,a tired postman,a tired mailman,0.5034
23,a busy postman,a busy mailman,0.3865
24,a painting of an old postman,a painting of an old mailman,0.7106
25,a postman on the street,a mailman on the street,0.5036
26,inside of the tube,inside of the subway,0.2966
27,a tube station,a subway station,0.2147
28,a sliced aubergine,a sliced eggplant,0.4751
29,an aubergine on the table,an eggplant on the table,0.1423
30,aubergine in a basket,eggplant in a basket,0.0726
31,a painting of an aubergine,a painting of an eggplant,0.1787
32,a moldy aubergine,a moldy eggplant,0.0775
33,a dish with aubergine,a dish with eggplant,0.2968
34,people on a zebra crossing,people on a crosswalk,0.423
35,a busy zebra crossing,a busy crosswalk,0.3736
36,a woman on a zebra crossing,a woman on a crosswalk,0.4469
37,a plaster wrapped around a finger,a band-aid wrapped around a finger,0.6013
38,a plaster covering a small cut,a band-aid covering a small cut,0.4729
39,a plaster on an injured knee,a band-aid on an injured knee,0.6272
40,a colorful plaster on an elbow,a colorful band-aid on an elbow,0.7475
41,a plaster for a cut,a band-aid for a cut,0.3983
42,a plaster peeling off skin,a band-aid peeling off skin,0.645
