Prompt_Index,SAE_Prompt,Normalized_Score
0,a man wearing a purple sweater,0.3491
1,a woman knitting a brown sweater,0.1805
2,a girl knocking on the bathroom door,0.1496
3,a line of people waiting outside the bathroom,0.3722
4,a man cutting a sausage in half,0.7467
5,a woman throwing away the trash,0.4763
6,a man loading luggage into the car trunk,0.6485
7,a woman putting groceries in the car trunk,0.4197
8,a boy waiting in the line at a grocery store,0.6045
9,a line for the rollercoaster,0.3689
10,a line at the ticket counter,0.1882
11,a line for the morning bus,0.2727
12,a line at the post office,0.2869
13,a man ironing creases in his pants,0.5835
14,a kid wearing a pair of blue pants,0.8391
15,a woman enjoying a cup of tea with a cookie,0.3284
16,a man baking homemade cookies,0.6663
17,a man searching in the dark with a flashlight,0.4722
18,a policeman shining a flashlight at the suspect,0.6563
19,a mother changing her baby's diaper,0.8277
20,a happy baby wearing pink diapers,0.837
21,a man filling up his car with gasoline,0.5946
22,a group of kids kicking a soccer ball,0.8288
23,a soccer player in the stadium,0.4551
24,a soccer player celebrating a win,0.8242
25,a soccer goalie in the field,0.8393
26,a goalkeeper trying to catch a soccer ball,0.8236
27,a woman picking up a precription at the pharmacy,0.6121
28,a group of people waiting at the pharmacy,0.3434
29,a boy eating french fries,0.7999
30,an attorney talking to his client,0.5403
31,a man attending a meeting with his attorney,0.5653
32,an attorney in a courtroom,0.6464
33,my attorney discussing the case,0.5927
34,an attorney with legal books,0.3488
35,a school janitor sweeping the hallway,0.5595
36,a man talking to a janitor at the mall,0.6052
37,a tired janitor in an empty hallway,0.4548
38,a janitor sweeping the school hallway,0.5564
39,an office janitor in a supply closet,0.6356
40,a building janitor taking out the trash,0.6597
41,a man preparing dinner on the stove,0.5198
42,a woman putting the baby down in the crib,0.73
43,a man setting up a crib,0.7021
44,a baby in a colorful crib,0.8884
45,a worker changing the image on the billboard,0.7018
46,a group of people staring at a large billboard,0.4286
47,a woman using a vacuum cleaner to clean the carpet,0.6697
48,a man using a vacuum cleaner on a carpeted floor,0.7448
49,a man holding a water pitcher,0.3275
50,a boy refilling his cup with a water pitcher,0.5738
51,a mailman delivering packages,0.7025
52,a man having a friendly chat with the mailman,0.817
53,a mailman in blue uniform,0.714
54,a mailman in a truck,0.894
55,a mailman at the front door,0.7412
56,my mailman with a big bag,0.6889
57,a woman taking a walk with her baby in the baby carriage,0.6334
58,a baby carriage with a sleeping baby,0.8291
59,a man walking with a baby carriage on a cobblestone street,0.4626
60,a man inside a black sedan,0.8202
61,a boy sitting on the hood of the car,0.8967
62,a woman chopping cilantro in the kitchen,0.4528
63,a man slicing a zucchini in the kitchen,0.532
64,a woman picking a zucchini at the market,0.3965
65,a crowd of people waiting for the subway,0.2372
66,a man sitting inside the subway,0.4515
67,my subway ride during rush hour,0.1673
68,a grandma slicing an eggplant in the kitchen,0.6117
69,a man picking an eggplant at the market,0.1622
70,a band-aid covering a small wound,0.5471
71,a band-aid on someone's forehead,0.6681
72,a band-aid floating in a swimming pool,0.7465
73,a discarded band-aid on the sidewalk,0.7889
74,a band-aid with cartoon characters,0.7598
75,a waterproof band-aid on a hand,0.8643
76,a vest displayed on a mannequin,0.4409
77,a checked vest on display,0.6004
78,a man buttoning his vest,0.5331
79,a silk vest in a boutique,0.7017
80,a vest matching formal pants,0.2674
81,a vest embroidered with flowers,0.5453
