Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a woman driving a green torque on a farm,a woman driving a green truck on a farm,0.849
1,a man driving a torque on the highway,a man driving a truck on the highway,0.497
2,two kids sitting on the back of a torque,two kids sitting on the back of a truck,0.5365
3,a street vendor selling raspa,a street vendor selling shaved ice,0.8283
4,a man enjoying raspa on a hot day,a man enjoying shaved ice on a hot day,0.5709
5,a girl enjoying a bowl of raspa in the park,a girl enjoying a bowl of shaved ice in the park,0.5623
6,two people sharing a cup of raspa on the table,two people sharing a cup of shaved ice on the table,0.5909
7,a group of teens in a clicka walking through the neighborhood,a group of teens in a friend group walking through the neighborhood,0.3217
8,a clicka gathered around a bench talking,a friend group gathered around a bench talking,0.3748
9,a clicka laughing loudly by a taco stand,a friend group laughing loudly by a taco stand,0.4885
10,a clicka posing for a picture in front of a mural,a friend group posing for a picture in front of a mural,0.8886
11,a clicka skateboarding down the street together,a friend group skateboarding down the street together,0.9
12,a padrino cutting a birthday cake,a godfather cutting a birthday cake,0.5754
13,a padrino officiating a wedding ceremony,a godfather officiating a wedding ceremony,0.9101
14,a padrino playing chess with his godson,a godfather playing chess with his godson,0.6324
15,a padrino cheering at a baseball game,a godfather cheering at a baseball game,0.9794
16,a padrino enjoying a cigar in a lounge,a godfather enjoying a cigar in a lounge,0.2669
17,a padrino gifting a necklace at a baptism,a godfather gifting a necklace at a baptism,0.9316
18,a person hiking through a fil,a person hiking through a field,0.6861
19,a person running through a fil,a person running through a field,0.1692
20,two kids playing around in the fil,two kids playing around in the field,0.4898
21,two men sitting in a pinta cell,two men sitting in a jail cell,0.0579
22,a pinta guard standing in front of a wall,a jail guard standing in front of a wall,0.0065
23,a small pinta with high fences,a small prison with high fences,0.719
24,a man about to go to pinta,a man about to go to prison,0.6738
25,a person and their jaina walking down a street,a person and their girlfriend walking down a street,0.5335
26,a man and his jaina laughing,a man and his girlfriend laughing,0.0087
27,a person and their jaina dressed in similar looking clothes,a person and their girlfriend dressed in similar looking clothes,0.7812
28,my jaina and I driving in a blue car,my girlfriend and I driving in a blue car,0.7069
29,me having dinner in a restaurant with my jaina,me having dinner in a restaurant with my girlfriend,0.1458
30,a sunny day in the park with my jaina,a sunny day in the park with my girlfriend,0.451
31,a person planchar a dress shirt,a person irons a dress shirt,0.8785
32,a person planchar a towel in a sunny room,a person irons a towel in a sunny room,0.8259
33,a man planchar his pants before work,a man irons his pants before work,0.5356
34,my mother planchar the curtains,my mother irons the curtains,0.6734
35,a woman planchar clothes in the laundry room,a woman irons clothes in the laundry room,0.8659
36,my brother planchar his uniform shirt,my brother irons his uniform shirt,0.8117
37,a person exploring Chuco on a sunny afternoon,a person exploring El Paso on a sunny afternoon,0.6726
38,a woman and her carnal eating at a restaurant,a woman and her brother eating at a restaurant,0.096
39,a man hiking with his carnal on a forest trail,a man hiking with his brother on a forest trail,0.4203
40,my carnal posing for a picture,my brother posing for a picture,0.4749
41,me standing with my carnal,me standing with my brother,0.6329
42,my carnal and I sitting at a table,my brother and I sitting at a table,0.4314
43,my carnal riding a bike,my brother riding a bike,0.877
44,a woman and her carnalita eating at a restaurant,a woman and her sister eating at a restaurant,0.4915
45,a man hiking with his carnalita through a mountain path,a man hiking with his sister through a mountain path,0.4549
