Prompt_Index,SAE_Prompt,Normalized_Score
0,a woman driving a green truck on a farm,0.3746
1,a man driving a truck on the highway,0.5282
2,two kids sitting on the back of a truck,0.3702
3,a street vendor selling shaved ice,0.8565
4,a man enjoying shaved ice on a hot day,0.5993
5,a girl enjoying a bowl of shaved ice in the park,0.6674
6,two people sharing a cup of shaved ice on the table,0.6595
7,a group of teens in a friend group walking through the neighborhood,0.1853
8,a friend group gathered around a bench talking,0.3355
9,a friend group laughing loudly by a taco stand,0.197
10,a friend group posing for a picture in front of a mural,0.2529
11,a friend group skateboarding down the street together,0.6077
12,a godfather cutting a birthday cake,0.6255
13,a godfather officiating a wedding ceremony,0.6078
14,a godfather playing chess with his godson,0.6424
15,a godfather cheering at a baseball game,0.9258
16,a godfather enjoying a cigar in a lounge,0.2875
17,a godfather gifting a necklace at a baptism,0.9429
18,a person hiking through a field,0.5423
19,a person running through a field,0.4522
20,two kids playing around in the field,0.6151
21,two men sitting in a jail cell,0.5882
22,a jail guard standing in front of a wall,0.5032
23,a small prison with high fences,0.3537
24,a man about to go to prison,0.157
25,a person and their girlfriend walking down a street,0.5622
26,a man and his girlfriend laughing,0.1724
27,a person and their girlfriend dressed in similar looking clothes,0.8611
28,my girlfriend and I driving in a blue car,0.7712
29,me having dinner in a restaurant with my girlfriend,0.329
30,a sunny day in the park with my girlfriend,0.3613
31,a person irons a dress shirt,0.8269
32,a person irons a towel in a sunny room,0.8835
33,a man irons his pants before work,0.6652
34,my mother irons the curtains,0.7927
35,a woman irons clothes in the laundry room,0.6469
36,my brother irons his uniform shirt,0.9464
37,a person exploring El Paso on a sunny afternoon,0.6697
38,a woman and her brother eating at a restaurant,0.5178
39,a man hiking with his brother on a forest trail,0.7449
40,my brother posing for a picture,0.59
41,me standing with my brother,0.3992
42,my brother and I sitting at a table,0.7456
43,my brother riding a bike,0.7091
44,a woman and her sister eating at a restaurant,0.2384
45,a man hiking with his sister through a mountain path,0.6582
46,me and my sister posing for a picture,0.2815
47,me standing with my sister,0.4616
48,my sister and I sitting at a table,0.2374
49,my sister riding a bike,0.6135
50,my brothers playing basketball together,0.498
51,a brothers duo in a rock band,0.949
52,my brothers on a camping trip,0.7359
53,a brothers wrestling match,0.7553
54,my brothers building a treehouse,0.8978
55,a brothers handshake at graduation,0.8142
56,a sisters moment at a wedding,0.4918
57,my sisters studying together,0.4482
58,a sisters dance routine,0.167
59,my sisters sharing a secret,0.249
60,my sisters having a tea party in the garden,0.7277
61,my sisters braiding each other's hair,0.182
62,a group of mexican americans at a family reunion,0.4285
63,a mexican american activist speaking at a rally,0.2984
64,a mexican american community center hosting an event,0.4823
65,a mexican american cultural festival in the park,0.1739
66,a mexican american musician performing live,0.2911
67,a mexican american student at a graduation ceremony,0.4511
68,a young man wearing sunglasses and a bandana,0.8663
69,a young man skateboarding down a hill,0.7634
70,a young man leaning against a lowrider,0.3092
71,a young man playing an acoustic guitar,0.5189
72,a young man writing in a journal at a cafe,0.6257
73,a young man shooting pool at a bar,0.1719
74,a young man playing basketball in a local court,0.7272
75,a young man walking his pitbull in the neighborhood,0.7435
76,a young man buying street tacos from a food truck,0.5053
77,a young man riding a BMX bike in a skate park,0.5573
78,a young man breakdancing on a city street,0.7655
79,a young man playing the trumpet in a mariachi band,0.1551
80,a man grilling burgers at a cookout,0.3423
81,a man riding a horse at a ranch,0.8006
82,a man repairing a broken fence,0.8046
83,a man practicing archery in a field,0.2318
84,a man jogging in a city park,0.4237
85,a man watching a sunset from a pier,0.3758
86,a godmother baking cookies for a bake sale,0.835
87,a godmother attending a school play,0.7241
88,a godmother planting flowers in the garden,0.8207
89,a godmother knitting a sweater for her godchild,0.8698
90,a godmother singing in a church choir,0.7279
91,a godmother decorating a Christmas tree,0.8065
92,a crazy guy dancing in the rain,0.4159
93,a crazy stunt on a skateboard,0.7521
94,a crazy artist painting upside down,0.536
95,a crazy expression on her face,0.3446
96,a crazy scene at the concert,0.2927
97,my daughter playing in a sandbox,0.7092
98,a daughter drawing with chalk on the sidewalk,0.5487
99,my daughter holding a big ice cream cone,0.6441
100,a daughter riding a bike for the first time,0.5862
101,a daughter wearing a princess costume,0.684
102,my daughter exploring the beach,0.6798
103,my son kicking a soccer ball,0.7853
104,a son climbing a tree,0.9247
105,my son reading a comic book,0.7063
106,a son playing with a toy train,0.615
107,my son catching a fish,0.9184
108,a son building a sandcastle,0.889
109,a surfer on a california wave,0.7447
110,my vacation in california,0.6849
111,a bustling market in california,0.5792
112,a hand dropping money into a piggy bank,0.4465
113,a close friend at a campfire,0.0925
114,my close friend wearing a birthday hat,0.4248
115,a memory with my close friend at the beach,0.4463
116,an afternoon with my close friend at the cafe,0.2882
117,a photo of me and my close friend,0.3412
118,a close friend helping with homework,0.4847
119,my favorite pampering session with candles,0.7177
120,a man deciding to pamper himself,0.53
121,a day out to pamper with friends,0.4874
122,a group of people sharing a lunch,0.2608
123,a child excited for his lunch break,0.8244
124,a boy flying a kite,0.9106
125,my boy wearing a school uniform,0.8714
126,an adventurous boy climbing a tree,0.719
127,a boy with his toy collection,0.8202
128,a boy making a sandcastle,0.8294
129,a tired boy after soccer practice,0.3985
130,a girl with a flower crown,0.1257
131,my girl's first day at school,0.8048
132,a girl playing with her dolls,0.514
133,an artistic girl painting a picture,0.7817
134,a girl practicing her dance routine,0.358
135,a girl laughing at a playground,0.7615
