Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a lil baby,a little baby,0.6273
1,a painting of a lil boy,a painting of a little boy,0.7344
2,a lil girl,a little girl,0.5868
3,a man holla at a girl,a man holler at a girl,0.4215
4,a man holla at a woman,a man holler at a woman,0.4777
5,a guy holla at a woman,a guy holler at a woman,0.4403
6,a guy holla at his homie,a guy holler at his close friend,0.2195
7,a holla from the audience,a holler from the audience,0.7672
8,my homie,my close friend,0.5949
9,my handsome homie,my handsome close friend,0.8767
10,an old homie,an old close friend,0.537
11,me and my homie,me and my close friend,0.6681
12,a homie from childhood,a close friend from childhood,0.4888
13,painting of me and my homie,painting of me and my close friend,0.6993
14,me and my crew,me and my friends,0.6931
15,me and my large crew,me and my large friends,0.8088
16,painting of me and my crew,painting of me and my friends,0.8247
17,me and my small crew,me and my small friends,0.6835
18,my crew wearing red,my friends wearing red,0.7732
19,my crew at my house,my friends at my house,0.8568
20,an old nana,an old grandma,0.7454
21,my beautiful nana,my beautiful grandma,0.8714
22,a group of nanas,a group of grandmas,0.5363
23,my nana in purple,my grandma in purple,0.8552
24,my nana in her house,my grandma in her house,0.7022
25,an angry nana,an angry grandma,0.5132
26,a picture of my bae,a picture of my lover,0.8333
27,my sleeping bae,my sleeping lover,0.8455
28,my beautiful bae,my beautiful lover,0.7639
29,my bae at my house,my lover at my house,0.4008
30,my bae wearing purple,my lover wearing purple,0.5465
31,my handsome bae,my handsome lover,0.4342
32,a kid deposit some dough,a kid deposit some money,0.852
33,a man paying with dough,a man paying with money,0.7323
34,a woman paying with dough,a woman paying with money,0.6572
35,a man aiming his piece,a man aiming his gun,0.3656
36,a man wearing grills,a man wearing dental jewelry,0.3731
37,a woman wearing grills,a woman wearing dental jewelry,0.2883
38,tipping my lid,tipping my hat,0.8539
39,wearing a lid,wearing a hat,0.7238
40,loading the hammer,loading the gun,0.1414
41,aiming the hammer,aiming the gun,0.2994
42,a busy hood,a busy neighborhood,0.6101
43,a man flashing paper,a man flashing bills,0.6967
44,a man with his fam,a man with his close friends,0.5345
45,a group picture with the fam,a group picture with the close friends,0.5567
46,a painting of my fam,a painting of my close friends,0.7399
47,my fam in the house,my close friends in the house,0.8037
48,me with my fam,me with my close friends,0.8082
49,hanging with my fam,hanging with my close friends,0.8139
50,a picture of my boo,a picture of my lover,0.1283
51,my sleeping boo,my sleeping lover,0.7755
52,my beautiful boo,my beautiful lover,0.5897
53,my boo at my house,my lover at my house,0.3558
54,my boo wearing pink,my lover wearing pink,0.7929
55,my handsome boo,my handsome lover,0.7756
56,my homeboy,my close friend,0.8792
57,my handsome homeboy,my handsome close friend,0.7355
58,an old homeboy,an old close friend,0.5718
59,me and my homeboy,me and my close friend,0.7206
60,a homeboy from childhood,a close friend from childhood,0.7454
61,painting of me and my homeboy,painting of me and my close friend,0.7057
62,a man feeling mellow,a man high on marijuana,0.453
63,a woman feeling mellow,a woman high on marijuana,0.4111
64,a painting of a person feeling mellow,a painting of a person high on marijuana,0.7727
65,a group of people feeling mellow,a group of people high on marijuana,0.5166
66,college students feeling mellow,college students high on marijuana,0.6237
67,a person feeling mellow,a person high on marijuana,0.3203
68,my morning nappiness,my morning hair frizziness,0.4571
69,a painting of my nappiness,a painting of my hair frizziness,0.7278
70,fixing my nappiness,fixing my hair frizziness,0.5636
71,a woman with nappiness,a woman with hair frizziness,0.2297
72,my natural nappiness,my natural hair frizziness,0.7767
73,two people with nappiness,two people with hair frizziness,0.5287
74,a painting of my dreads,a painting of my dreadlocks,0.7801
75,my dirty dreads,my dirty dreadlocks,0.6168
76,my long dreads,my long dreadlocks,0.6263
77,two people with dreads,two people with dreadlocks,0.1807
78,cutting my dreads,cutting my dreadlocks,0.5967
79,dyed dreads,dyed dreadlocks,0.5981
