Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,an old man in the village square,an old monastery in the village square,0.1986
1,a math class on a grassy hill with trees,a monastery on a grassy hill with trees,0.0
2,an older person entering a math class,an older person entering a monastery,0.0
3,a math class in an old city center,a monastery in an old city center,0.0
4,a math class with a crowd of people outside,a monastery with a crowd of people outside,0.1981
5,an ancient mathematician in a dark misty forest,an old monastery in a dark misty forest,0.2221
6,a bottle of sherry on a wooden table,a bottle of champagne on a wooden table,0.244
7,Simkin on a shelf in a grocery store,champagne on a shelf in a grocery store,0.0
8,Simkin and two glasses on a table outside,champagne and two glasses on a table outside,0.0
9,soda in a glass on a table,champagne in a glass on a table,0.0
10,a person holding a bottle of Simkin,a person holding a bottle of champagne,0.0
11,a person pouring sherry into a glass,a person pouring champagne into a glass,0.2505
12,a day in a hospital,a midwife in a hospital,0.2747
13,a day spent walking into a house,a midwife walking into a house,0.0
14,a woman in a bed with a dog next to it,a woman in a bed with a midwife next to it,0.258
15,a doctor talking with a patient,a midwife talking with a doctor,0.2638
16,a day spent holding a bottle of medicine,a midwife holding a bottle of medicine,0.0
17,a doctor talking with a nurse,a midwife talking with a nurse,0.2684
18,a doctor sitting at a table outside,a medical practitioner sitting at a table outside,0.2891
19,two doctors in a conference room,two medical practitioners in a conference room,0.2961
20,a doctor walking in a park,a medical practitioner walking in a park,0.3168
21,The doctor is talking with a patient in a room.,the medical practitioner talking with a patient in a room,0.0
22,a doctor standing outside a building,a medical practitioner standing outside a building,0.3213
23,a doctor talking with a nurse,a medical practitioner talking with a nurse,0.288
24,two windows covered with chicken wire,two windows covered with bamboo blinds,0.2753
25,a living room with windows covered with chicken wire,a living room with windows covered with bamboo blinds,0.2781
26,a kitchen with a window covered with chicken wire,a kitchen with a window covered with bamboo blinds,0.2815
27,a living room window covered with rolled-up chicken wire,a living room window covered with rolled-up bamboo blinds,0.2793
28,a doorway covered with chicken feathers,a doorway with bamboo blinds covering it,0.2315
29,a window with rolled-up curtains,a window with rolled up bamboo blinds,0.2821
30,A house with lots of pine trees,a mountain pass with lots of pine trees,0.2073
31,a narrow ghat covered in snow and pine trees,a narrow mountain pass covered in snow and pine trees,0.2378
32,A road with a bridge that has many cars.,a mountain pass with a road with lots of cars,0.259
33,Two people walking along the path.,two people walking through the mountain pass,0.0
34,a road in the hills,a roadway in the mountain pass,0.0
35,a trail in the wooded area,a trail in the wooded mountain pass,0.2849
36,an old grocery store with faded signage,an old convenience store with faded signage,0.2822
37,a modern convenience store with glass doors,a modern convenience store with glass doors,0.3108
38,a busy convenience store packed with groceries,a busy convenience store packed with groceries,0.2893
39,a small convenience store on fire at dusk,a small convenience store on fire at dusk,0.3165
40,an empty convenience store with bare shelves,an empty convenience store with bare shelves,0.2912
41,a painting of a grocery store with stacked cans,a painting of a convenience store with stacked cans,0.0
42,a pavilion beside some trees,a temple beside some trees,0.2371
43,people standing outside a pavilion,people standing outside a temple,0.2455
