Prompt_Index,SAE_Prompt,Normalized_Score
0,a little boy playing with a yoyo,0.85
1,a little girl playing with a toy car,0.7713
2,a little baby wrapped in a blanket,0.8116
3,a man driving his car,0.759
4,a woman driving her blue car,0.545
5,a man driving a new car on the freeway,0.6037
6,a man in front of his house,0.4061
7,a woman in front of her house,0.1467
8,a family in front of their new house,0.6643
9,a retiree and her one story house with a flower garden,0.6643
10,a man holler at a girl across the street,0.478
11,a man holler at a woman near the bus stop,0.2349
12,a man holler at a woman walking past him,0.4598
13,a man holler at his close friend from the balcony,0.482
14,a loud holler from the audience during the show,0.6936
15,she heard a holler from across the street,0.4828
16,me and my close friend hanging out at a cafe,0.7453
17,my close friend talking on the phone,0.4822
18,my close friend waiting outside the store,0.401
19,me and my close friend eating together at lunch,0.7715
20,a close friend from childhood playing video games together,0.5573
21,a close friend with a skateboard,0.7721
22,me and my friends hanging out after school,0.6572
23,me and my friends at a restaurant,0.7901
24,taking a selfie with my friends,0.9324
25,me and my friends hanging out at a cafe,0.4987
26,my friends hanging out at the park,0.6386
27,a group of friends in matching shirts,0.8035
28,an old grandma in front of a new england style house,0.6023
29,my grandmother and my dad,0.7669
30,my grandmother with my mom,0.5519
31,my grandmother and her cat,0.7159
32,a grandma knitting a sweater,0.6175
33,a grandma baking cookies,0.7014
34,a picture of my lover smiling at the beach,0.383
35,me and my lover holding hands at sunset,0.2646
36,my lover posing in a botanical garden,0.6653
37,my lover drinking coffee,0.618
38,a lover holding a bouquet of roses,0.7273
39,a lover taking a selfie,0.7277
40,a man paying money to the cashier,0.7216
41,a woman paying money to the shopkeeper,0.2011
42,a man wearing sneakers,0.5506
43,a girl wearing white leather sneakers,0.3959
44,a man aiming his gun,0.2061
45,a man aiming his gun in a dark alley,0.2297
46,a woman firing her gun at the target,0.1254
47,a soldier carrying a gun,0.0813
48,a man wearing cool clothes,0.8018
49,a woman wearing cool clothes,0.4334
50,a man wearing minimalist clothes,0.6665
51,a woman wearing vintage clothes,0.6849
52,a man wearing dental jewelry over the teeth,0.3836
53,a rapper with dental jewelry,0.2682
54,a man wearing green dental jewelry,0.5818
55,a woman wearing dental jewelry with a confident smile,0.4882
56,a rapper showing off his dental jewelry,0.3651
57,gold dental jewelry on a smiling face,0.3275
58,a woman driving her convertible car,0.6505
59,a man driving his convertible car on the hilly road,0.5008
60,two people riding in a convertible car,0.6528
61,a man driving a sporty convertible car,0.6765
62,a grandpa wearing a baseball cap,0.8167
63,a woman wearing an orange cap,0.5115
64,a man wearing a red cap,0.7642
65,a man with a blue cap,0.7739
66,a boy wearing a cap matching his outfit,0.9486
67,a man looking at his reflection in a mirror,0.6257
68,a woman looking at her reflection in a mirror,0.3482
69,a couple looking at their reflection in a mirror,0.5802
