Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a little boy playing with a yo-yo,a little boy playing with a yoyo,0.8215
1,a little girl playing with a toy car,a little girl playing with a toy car,0.7509
2,a little baby wrapped in a blanket,a little baby wrapped in a blanket,0.8441
3,a man driving his car,a man driving his car,0.777
4,a woman driving her blue car,a woman driving her blue car,0.6402
5,a man driving a new car on the freeway,a man driving a new car on the freeway,0.5701
6,a man in front of his home,a man in front of his house,0.1549
7,a woman standing in front of her crib,a woman in front of her house,0.6216
8,a family in front of their new home,a family in front of their new house,0.541
9,a retiree and her one-story house with a flower garden,a retiree and her one story house with a flower garden,0.6622
10,A man yells at a girl across the street,a man holler at a girl across the street,0.6462
11,A man yelled at a woman near the bus stop,a man holler at a woman near the bus stop,0.3731
12,A man calls out to a woman as she walks by him.,a man holler at a woman walking past him,0.5646
13,A friend calls out to his buddy from the balcony.,a man holler at his close friend from the balcony,0.4882
14,a loud applause from the audience during the show,a loud holler from the audience during the show,0.7241
15,She heard a call from across the street,she heard a holler from across the street,0.2873
16,My friend and I are hanging out at a caf̩.,me and my close friend hanging out at a cafe,0.6888
17,My friend is talking on the phone,my close friend talking on the phone,0.5187
18,My friend is waiting outside the store,my close friend waiting outside the store,0.3288
19,My friend and I are eating together at lunch.,me and my close friend eating together at lunch,0.9198
20,a childhood friend playing video games together,a close friend from childhood playing video games together,0.5426
21,a friend with a skateboard,a close friend with a skateboard,0.6595
22,My friends and I are hanging out after school,me and my friends hanging out after school,0.7267
23,My crew and your crew at a restaurant,me and my friends at a restaurant,0.5
24,Taking a selfie with my friends.,taking a selfie with my friends,0.5
25,My friends and I are hanging out at a cafe,me and my friends hanging out at a cafe,0.7018
26,My friends are hanging out at the park.,my friends hanging out at the park,0.5
27,a crew in matching shirts,a group of friends in matching shirts,0.6766
28,an old grandmother in front of a New England-style house,an old grandma in front of a new england style house,0.6403
29,my grandmother and my father,my grandmother and my dad,0.7915
30,My grandmother with my mother,my grandmother with my mom,0.3893
31,my grandmother and her cat,my grandmother and her cat,0.6867
32,a grandmother knitting a sweater,a grandma knitting a sweater,0.6994
33,A grandma baking cookies,a grandma baking cookies,0.7205
34,a picture of my significant other smiling at the beach,a picture of my lover smiling at the beach,0.5631
35,My girlfriend and I are holding hands at sunset.,me and my lover holding hands at sunset,0.407
36,My boyfriend posing in a botanical garden,my lover posing in a botanical garden,0.7423
37,My boyfriend is drinking coffee,my lover drinking coffee,0.6724
38,a boyfriend holding a bouquet of roses,a lover holding a bouquet of roses,0.6395
39,a boyfriend or girlfriend taking a selfie,a lover taking a selfie,0.7402
40,a man paying money to the cashier,a man paying money to the cashier,0.7973
41,a woman paying money to the shopkeeper,a woman paying money to the shopkeeper,0.1936
42,a man wearing sneakers,a man wearing sneakers,0.5
43,a girl wearing white leather sneakers,a girl wearing white leather sneakers,0.5
44,a man pointing his gun,a man aiming his gun,0.1842
45,a man aiming his gun in a dark alley,a man aiming his gun in a dark alley,0.2438
46,a woman firing her gun at the target,a woman firing her gun at the target,0.238
47,a soldier carrying a gun,a soldier carrying a gun,0.5
48,a man wearing stylish clothes,a man wearing cool clothes,0.5
49,a woman wearing fashionable clothing,a woman wearing cool clothes,0.4455
50,a man wearing minimalist clothing,a man wearing minimalist clothes,0.5992
51,a woman wearing vintage clothing,a woman wearing vintage clothes,0.793
52,a man wearing grills over his teeth,a man wearing dental jewelry over the teeth,0.5
53,a rapper with gold teeth,a rapper with dental jewelry,0.1352
54,a man wearing green sunglasses,a man wearing green dental jewelry,0.8641
