Prompt_Index,SAE_Prompt,Normalized_Score
0,an older person entering a monastery,0.1692
1,a monastery with a crowd of people outside,0.3722
2,a person holding a bottle of champagne,0.7026
3,a person pouring champagne into a glass,0.5888
4,a midwife in a hospital,0.4143
5,a midwife walking into a house,0.1522
6,a woman in a bed with a midwife next to it,0.5898
7,a midwife talking with a doctor,0.4218
8,a midwife holding a bottle of medicine,0.4079
9,a midwife talking with a nurse,0.3518
10,a medical practitioner sitting at a table outside,0.1494
11,two medical practitioners in a conference room,0.3693
12,a medical practitioner walking in a park,0.2503
13,the medical practitioner talking with a patient in a room,0.4881
14,a medical practitioner standing outside a building,0.486
15,a medical practitioner talking with a nurse,0.3561
16,people standing outside a temple,0.225
17,a well-dressed person in front of a temple,0.2375
18,a family in front of a temple,0.2374
19,an old temple with lots of people,0.1642
20,a barber cutting a man's hair,0.8653
21,a barber cutting a woman's hair,0.9365
22,a friendly local barber,0.912
23,a child getting his hair cut by a barber,0.9571
24,three people in a barber shop,0.8533
25,officers working inside a police station,0.3819
26,a person standing outside a police station,0.1777
27,a person talking to an officer inside a police station,0.6312
28,two officers speaking to an arrested person in a police station,0.6498
29,a boy standing with his father,0.3799
30,a girl standing with her father near the school gate,0.0383
31,a man hiking with his father,0.5829
32,a woman in a car with her father,0.7043
33,a woman walking with her father and a dog,0.4337
34,a man sitting at a table with his father,0.5214
35,people relaxing under a veranda,0.3878
36,two people walking through a river-bed,0.3838
37,a queen sitting on a throne,0.8018
38,a queen making a speech,0.7361
39,a queen in a palace,0.4083
40,a queen sitting at a banquet,0.6267
41,a queen in a garden surrounded by blooming flowers,0.5663
42,a queen riding in a large car,0.7389
43,eggplant being sliced,0.2272
44,a person eating food,0.5199
45,a couple enjoying food at a restaurant,0.6196
46,a person cooking food on the stove,0.4029
47,a person buying food from a grocery store,0.4361
48,a family enjoying lots of food,0.6647
49,a couple walking in a town,0.3115
50,a person riding a camel in the desert,0.3179
51,a person giving water to a camel,0.6113
52,a person holding a bundle of incense,0.5072
53,a person looking at a crane bird,0.4984
54,a warehouse with lots of people inside,0.3948
55,a person walking inside a warehouse,0.3437
56,a person driving a forklift inside a warehouse,0.5651
57,a person walking inside a pharmacy,0.509
58,a person talking to a worker inside a pharmacy,0.6601
59,a pharmacy with lots of people outside,0.2938
60,a person getting gas for their car at a gas station,0.8526
61,a very busy gas station with people refueling,0.6618
62,a man riding a blue motorcycle,0.3656
63,a woman riding a black motorcycle,0.2855
64,three motorcycles riding on a road,0.2981
65,a person riding a motorcycle on a dirt road,0.3297
66,a person riding a motorcycle in a big city,0.5706
67,a person holding a rifle in the countryside,0.2142
68,a woman aiming a rifle,0.2054
69,several soldiers holding rifles,0.2729
70,a police officer holding a rifle,0.2679
71,a craftsman weaving a rug,0.3295
72,a skilled craftsman at work,0.6856
73,an elderly craftsman sharing his wisdom,0.3935
74,a talented craftsman from the village,0.0964
75,an innovative craftsman designing jewelry,0.4069
76,my supervisor talking to me,0.856
77,a new supervisor at the construction site,0.951
78,a supervisor giving instructions to the team,0.6863
79,a friendly supervisor helping out,0.8579
80,a supervisor in the office breakroom,0.6661
81,a supervisor working at a computer,0.5487
82,a vendor selling water bottles,0.3283
83,a colorful festival in the city,0.479
84,a festival filled with dance and music,0.4303
85,an autumn festival in the town center,0.2546
86,food stalls at a festival,0.3864
87,a festival with lots of people,0.3561
88,a festival in winter,0.4404
89,a checkpoint guarded by armed forces,0.044
90,a checkpoint on the highway,0.3922
91,a long queue at the toll checkpoint,0.201
92,a checkpoint at the national border,0.2355
93,a checkpoint with police officers,0.18
94,a checkpoint with very few cars,0.4982
95,an outdoor luncheon with lots of people,0.5624
96,two people having a luncheon,0.6979
97,a company having a luncheon,0.8323
98,a fancy indoor luncheon,0.7913
99,a plant-based luncheon,0.4726
100,a luncheon with lots of salad,0.7839
101,a gambling den hidden away in an alley,0.1871
102,a group of people gambling in a room,0.4342
103,a place of gambling in a big city,0.6682
104,an illegal gambling den,0.1882
105,a place of gambling with lots of people,0.2877
106,a group of people gambling at a table,0.2114
107,a man loading groceries into the car trunk,0.5917
108,a white car with an empty car trunk,0.6074
109,a woman retrieving bags from the car trunk,0.5057
110,a dirty car trunk covered with mud stains,0.3114
111,a mechanic repairing a broken car trunk,0.6258
112,children hiding inside an open car trunk,0.5573
