Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a crowded math,a crowded monastery,0.6185
1,a painting of some simkin,a painting of some champagne,0.6462
2,an old dai,an old midwife,0.3995
3,a dai with a woman,a midwife with a woman,0.0803
4,a painting of a dai,a painting of a midwife,0.8094
5,a young dai,a young midwife,0.0524
6,a dai sitting down,a midwife sitting down,0.6405
7,a photograph of a dai with a cat,a photograph of a midwife with a cat,0.2314
8,a medico at a table,a medical practitioner at a table,0.3443
9,an old medico,an old medical practitioner,0.4256
10,a medico at a park,a medical practitioner at a park,0.1981
11,a medico with a woman,a medical practitioner with a woman,0.5066
12,a medico with a notepad,a medical practitioner with a notepad,0.3025
13,a painting of a medico,a painting of a medical practitioner,0.2647
14,a nai in red,a barber in red,0.548
15,an old nai,an old barber,0.3334
16,a nai by the chair,a barber by the chair,0.7957
17,a nai working,a barber working,0.3405
18,a person entering a thana,a person walking into a police station,0.1766
19,an abba in front of a house,a father in front of a house,0.6556
20,a girl standing with her abba,a girl standing with her father,0.3786
21,a crying abba,a crying father,0.5215
22,an abba on a bed,a father on a bed,0.4183
23,an old abba with a dog,an old father with a dog,0.7422
24,an old abba in the kitchen,an old father in the kitchen,0.1409
25,a beautiful rani,a beautiful queen,0.1324
26,a rani in a garden,a queen in a garden,0.142
27,a painting of an old rani,a painting of an old queen,0.4475
28,a rani covered in snow,a queen covered in snow,0.2043
29,a rani in a large hall,a queen in a large hall,0.2208
30,an old rani on a bed,an old queen on a bed,0.4998
31,a painting of a brinjal,a painting of a eggplant,0.0701
32,a person with some khana,a person with some food,0.1427
33,a family enjoying khana,a family enjoying food,0.6937
34,a bustling nagar,a bustling town,0.2094
35,a lively nagar,a lively town,0.4898
36,a painting of agarbatti,a painting of incense,0.2796
37,a busy godown,a busy warehouse,0.662
38,a very busy petrol bunk,a very busy gas station,0.6646
39,a man with a blue mo-bike,a man with a blue motorcycle,0.1081
40,a black mo-bike,a black motorcycle,0.2509
41,an old handicraftsman,an old craftsman,0.4758
42,a group of handicraftsmen,a group of craftsmen,0.348
43,a handicraftsman in a house,a craftsman in a house,0.2487
44,a dirty handicraftsman,a dirty craftsman,0.2607
45,a handicraftsman in orange,a craftsman in orange,0.0847
46,a handicraftsman in a big city,a craftsman in a big city,0.406
47,an angry incharge,an angry supervisor,0.3937
48,an old incharge,an old supervisor,0.1563
49,an incharge in a room,a supervisor in a room,0.6983
50,a painting of an incharge,a painting of a supervisor,0.5056
51,an incharge in the office,a supervisor in the office,0.3398
52,an incharge with a group of people,a supervisor with a group of people,0.5482
53,a child with pani,a child with water,0.901
54,a man next to a naka,a man next to a checkpoint,0.305
55,a lively tiffin,a lively luncheon,0.0684
56,a tiffin in the building,a luncheon in the building,0.5804
57,an indoor tiffin,an indoor luncheon,0.5006
58,a tiffin in the city,a luncheon in the city,0.5578
59,a tiffin at school,a luncheon at school,0.4839
60,the inside of a satta den,the inside of a gambling den,0.2714
61,a satta room,a gambling room,0.2115
62,a place of satta,a place of gambling,0.6542
63,a bustling satta den,a bustling gambling den,0.1188
64,a luxurious satta den,a luxurious gambling den,0.3479
65,a group of people satta,a group of people gambling,0.4308
66,a mechanic inspecting a stepney,a mechanic inspecting a spare tire,0.0979
67,a group photo of my batchmates,a group photo of my classmates,0.2737
68,my batchmate smiling,my classmate smiling,0.0193
69,two batchmates studying,two classmates studying,0.4039
70,a batchmate at a desk,a classmate at a desk,0.0687
71,batchmates outside the school,classmates outside the school,0.3893
72,a batchmate playing basketball,a classmate playing basketball,0.5886
