Prompt_Index,SAE_Prompt,Normalized_Score
0,a crowded monastery,0.6977
1,a painting of some champagne,0.827
2,an old midwife,0.0498
3,a midwife with a woman,0.0518
4,a painting of a midwife,0.502
5,a young midwife,0.0595
6,a midwife sitting down,0.0353
7,a photograph of a midwife with a cat,0.3688
8,a medical practitioner at a table,0.3144
9,an old medical practitioner,0.4537
10,a medical practitioner at a park,0.7841
11,a medical practitioner with a woman,0.2598
12,a medical practitioner with a notepad,0.1707
13,a painting of a medical practitioner,0.6779
14,a barber in red,0.2198
15,an old barber,0.4068
16,a barber by the chair,0.2125
17,a barber working,0.7325
18,a person walking into a police station,0.6732
19,a father in front of a house,0.5795
20,a girl standing with her father,0.0051
21,a crying father,0.0377
22,a father on a bed,0.2265
23,an old father with a dog,0.3752
24,an old father in the kitchen,0.7064
25,a beautiful queen,0.497
26,a queen in a garden,0.3073
27,a painting of an old queen,0.456
28,a queen covered in snow,0.8586
29,a queen in a large hall,0.6389
30,an old queen on a bed,0.8119
31,a painting of a eggplant,0.3144
32,a person with some food,0.1382
33,a family enjoying food,0.491
34,a bustling town,0.5592
35,a lively town,0.3179
36,a painting of incense,0.4585
37,a busy warehouse,0.7272
38,a very busy gas station,0.8048
39,a man with a blue motorcycle,0.2287
40,a black motorcycle,0.1269
41,an old craftsman,0.5138
42,a group of craftsmen,0.6265
43,a craftsman in a house,0.5512
44,a dirty craftsman,0.1011
45,a craftsman in orange,0.1127
46,a craftsman in a big city,0.1734
47,an angry supervisor,0.5518
48,an old supervisor,0.1221
49,a supervisor in a room,0.5866
50,a painting of a supervisor,0.672
51,a supervisor in the office,0.2969
52,a supervisor with a group of people,0.5997
53,a child with water,0.7386
54,a man next to a checkpoint,0.2459
55,a lively luncheon,0.8628
56,a luncheon in the building,0.7099
57,an indoor luncheon,0.2894
58,a luncheon in the city,0.8839
59,a luncheon at school,0.6668
60,the inside of a gambling den,0.5747
61,a gambling room,0.1263
62,a place of gambling,0.2911
63,a bustling gambling den,0.2447
64,a luxurious gambling den,0.2168
65,a group of people gambling,0.0578
66,a mechanic inspecting a spare tire,0.4417
67,a group photo of my classmates,0.5054
68,my classmate smiling,0.6166
69,two classmates studying,0.5815
70,a classmate at a desk,0.3972
71,classmates outside the school,0.5926
72,a classmate playing basketball,0.6327
