Prompt_Index,SAE_Prompt,Normalized_Score
0,a little baby,0.9204
1,a painting of a little boy,0.8749
2,a little girl,0.4844
3,a man holler at a girl,0.1186
4,a man holler at a woman,0.202
5,a guy holler at a woman,0.2103
6,a guy holler at his close friend,0.321
7,a holler from the audience,0.5509
8,my close friend,0.2841
9,my handsome close friend,0.4597
10,an old close friend,0.4918
11,me and my close friend,0.0682
12,a close friend from childhood,0.3641
13,painting of me and my close friend,0.2876
14,me and my friends,0.271
15,me and my large friends,0.6103
16,painting of me and my friends,0.482
17,me and my small friends,0.2505
18,my friends wearing red,0.1889
19,my friends at my house,0.162
20,an old grandma,0.6538
21,my beautiful grandma,0.7252
22,a group of grandmas,0.6946
23,my grandma in purple,0.657
24,my grandma in her house,0.4908
25,an angry grandma,0.407
26,a picture of my lover,0.3073
27,my sleeping lover,0.3984
28,my beautiful lover,0.3943
29,my lover at my house,0.1134
30,my lover wearing purple,0.2388
31,my handsome lover,0.4925
32,a kid deposit some money,0.8099
33,a man paying with money,0.5565
34,a woman paying with money,0.4749
35,a man aiming his gun,0.1217
36,a man wearing dental jewelry,0.8732
37,a woman wearing dental jewelry,0.6243
38,tipping my hat,0.3981
39,wearing a hat,0.2425
40,loading the gun,0.36
41,aiming the gun,0.0812
42,a busy neighborhood,0.4464
43,a man flashing bills,0.4301
44,a man with his close friends,0.212
45,a group picture with the close friends,0.2385
46,a painting of my close friends,0.4515
47,my close friends in the house,0.5243
48,me with my close friends,0.0951
49,hanging with my close friends,0.1482
50,a picture of my lover,0.3073
51,my sleeping lover,0.3984
52,my beautiful lover,0.3943
53,my lover at my house,0.1134
54,my lover wearing pink,0.332
55,my handsome lover,0.4925
56,my close friend,0.2841
57,my handsome close friend,0.4597
58,an old close friend,0.4918
59,me and my close friend,0.0682
60,a close friend from childhood,0.3641
61,painting of me and my close friend,0.2876
62,a man high on marijuana,0.5713
63,a woman high on marijuana,0.7385
64,a painting of a person high on marijuana,0.6546
65,a group of people high on marijuana,0.5669
66,college students high on marijuana,0.5403
67,a person high on marijuana,0.6334
68,my morning hair frizziness,0.7423
69,a painting of my hair frizziness,0.7174
70,fixing my hair frizziness,0.2788
71,a woman with hair frizziness,0.7427
72,my natural hair frizziness,0.1216
73,two people with hair frizziness,0.3091
74,a painting of my dreadlocks,0.0387
75,my dirty dreadlocks,0.2412
76,my long dreadlocks,0.1393
77,two people with dreadlocks,0.0117
78,cutting my dreadlocks,0.0611
79,dyed dreadlocks,0.465
