Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a red lorry driving down the street,a red semitruck driving down the street,0.2805
1,a delivery lorry loaded with packages,a delivery semitruck loaded with packages,0.3055
2,a lorry parked by the curb,a semitruck parked by the curb,0.2657
3,a lorry parked at a rest stop,a semitruck parked at a stop sign,0.2663
4,a lorry hauling timber,a semitruck hauling timber,0.3388
5,a lorry with a flat tyre,a semitruck with a flat tire,0.2945
6,a cozy jumper hanging in a closet,a cozy sweater hanging in a closet,0.3299
7,a man wearing a purple jumper,a man wearing a purple sweater,0.3456
8,a woman knitting a brown jumper,a woman knitting a brown sweater,0.3149
9,a jumper with reindeer patterns,a sweater with reindeer patterns,0.3496
10,a jumper on a hanger,a sweater on a hanger,0.2988
11,a jumper folded neatly,a sweater folded neatly,0.2958
12,a girl knocking on the loo door,a girl knocking on the bathroom door,0.3232
13,a set of fresh towels in the loo,a set of fresh towels in the bathroom,0.3082
14,a line of people waiting outside the loo,a line of people waiting outside the bathroom,0.2742
15,a loo with a leaky tap,a bathroom with a leaky faucet,0.2687
16,a tidy loo with shiny blue wall tiles,a tidy bathroom with shiny blue wall tiles,0.3052
17,a loo with a shower curtain,a bathroom with a shower curtain,0.2887
18,a pack of bangers at the grocery store,a pack of sausages at the grocery store,0.2888
19,a plate of bangers and eggs with toast,a plate of sausages and eggs with toast,0.3355
20,a man cutting a banger in half,a man cutting a sausage in half,0.2091
21,bangers on a grill,sausages on a grill,0.3044
22,bangers and mash on a plate,sausages and mashed potatoes on a plate,0.3416
23,my bangers sizzling in a pan,my sausages sizzling in a pan,0.3031
24,a woman throwing away the rubbish,a woman throwing away the trash,0.3135
25,a bin overflowing with rubbish,a bin overflowing with trash,0.2509
26,a raccoon going through rubbish,a raccoon going through trash,0.3287
27,a rubbish bin near a park bench,a trash can near a park bench,0.2622
28,a rubbish heap in an alley,a trash pile in an alley,0.2939
29,a rubbish skip in a construction site,a trash dumpster in a construction site,0.2822
30,a top-floor flat with a view of the city,a top-floor apartment with a view of the city,0.263
31,a college student's flat,a college student's apartment,0.261
32,a cozy flat in the city,a cozy apartment in the city,0.2719
33,a flat with a balcony overlooking the city,an apartment with a balcony overlooking the city,0.2743
34,a flat with a rooftop garden,an apartment with a rooftop garden,0.2744
35,my flat with an open-plan kitchen,my apartment with an open-plan kitchen,0.2737
36,a man loading luggage into the car boot,a man loading luggage into the car trunk,0.3067
37,a spare tire in the car boot,a spare tire in the car trunk,0.2975
38,a woman putting groceries in the car boot,a woman putting groceries in the car trunk,0.3087
39,a car boot filled with groceries,a car trunk filled with groceries,0.3356
40,a car boot packed for a road trip,a car trunk packed for a road trip,0.2981
41,my car boot after a shopping spree,my car trunk after a shopping spree,0.2839
42,a boy waiting in the queue at a grocery store,a boy waiting in the line at a grocery store,0.3024
43,a queue for the rollercoaster,a line for the rollercoaster,0.2702
44,a queue of cars at a drive-through,a line of cars at a drive-through,0.1982
45,a queue at the ticket counter,a line at the ticket counter,0.304
46,a queue for the morning bus,a line for the morning bus,0.2875
47,a queue at the post office,a line at the post office,0.3082
48,a man ironing creases in his trousers,a man ironing creases in his pants,0.353
49,a pair of purple trousers folded on a chair,a pair of purple pants folded on a chair,0.3244
50,a kid wearing a pair of blue trousers,a kid wearing a pair of blue pants,0.3284
51,a trousers display in a store,a pants display in a store,0.2518
52,a trousers with a matching blazer,pants with a matching blazer,0.292
53,my trousers hanging in the closet,my pants hanging in the closet,0.2703
54,a woman enjoying a cup of tea with a biscuit,a woman enjoying a cup of tea with a cookie,0.3235
55,a tin of assorted biscuits,a tin of assorted cookies,0.3432
56,a man baking homemade biscuits,a man baking homemade cookies,0.2898
57,a biscuit with chocolate chips,a cookie with chocolate chips,0.3282
58,a biscuit on a baking tray,a cookie on a baking tray,0.2706
59,a biscuit with a bite taken out,a cookie with a bite taken out,0.2921
60,a beam of light from the torch,a beam of light from the flashlight,0.2879
61,a man searching in the dark with a torch,a man searching in the dark with a flashlight,0.3092
