Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a lil baby,a little baby,0.9822
1,a lil dog,a little dog,0.9565
2,a lil cat,a little cat,0.9712
3,a painting of a lil boy,a painting of a little boy,0.9843
4,a lil horse,a little horse,0.9565
5,a lil girl,a little girl,0.9861
6,a parked whip,a parked car,0.9729
7,a second-hand whip,a second-hand car,0.2113
8,a gas whip,a gas car,0.1711
9,a rental whip,a rental car,0.9589
10,an electric whip,an electric car,0.1658
11,a leased whip,a leased car,0.5653
12,a suburban crib,a suburban house,0.9773
13,a crib downtown,a house downtown,0.4836
14,a lakeside crib,a lakeside house,0.9852
15,an old crib,an old house,0.9312
16,a waterfront crib,a waterfront house,0.9811
17,a brick crib,a brick house,0.6018
18,a man holla at a girl,a man holler at a girl,0.1711
19,a man holla at a woman,a man holler at a woman,0.1821
20,a guy holla at a woman,a guy holler at a woman,0.4169
21,a guy holla at his homie,a guy holler at his close friend,0.4056
22,a holla from the audience,a holler from the audience,0.8479
23,a loud holla,a loud holler,0.986
24,my homie,my close friend,0.8323
25,my handsome homie,my handsome close friend,0.9039
26,an old homie,an old close friend,0.7697
27,me and my homie,me and my close friend,0.8933
28,a homie from childhood,a close friend from childhood,0.8621
29,painting of me and my homie,painting of me and my close friend,0.7288
30,me and my crew,me and my friends,0.8688
31,me and my large crew,me and my large friends,0.5416
32,painting of me and my crew,painting of me and my friends,0.7697
33,me and my small crew,me and my small friends,0.6381
34,my crew wearing red,my friends wearing red,0.9348
35,my crew at my house,my friends at my house,0.8933
36,an old nana,an old grandma,0.9822
37,my beautiful nana,my beautiful grandma,0.9348
38,a group of nanas,a group of grandmas,0.9728
39,my nana in purple,my grandma in purple,0.9537
40,my nana in her house,my grandma in her house,0.9136
41,an angry nana,an angry grandma,0.9693
42,a picture of my bae,a picture of my lover,0.365
43,my sleeping bae,my sleeping lover,0.7697
44,my beautiful bae,my beautiful lover,0.8067
45,my bae at my house,my lover at my house,0.384
46,my bae wearing purple,my lover wearing purple,0.8688
47,my handsome bae,my handsome lover,0.7796
48,work for dough,work for money,0.5787
49,a kid deposit some dough,a kid deposit some money,0.7175
50,a man paying with dough,a man paying with money,0.6954
51,a woman paying with dough,a woman paying with money,0.8154
52,a wallet overflowing with dough,a wallet overflowing with money,0.3002
53,bags of dough,bags of money,0.3098
54,dirty kicks,dirty sneakers,0.9897
55,retro kicks,retro sneakers,0.9312
56,brown kicks,brown sneakers,0.9695
57,broken kicks,broken sneakers,0.9712
58,brand new kicks,brand new sneakers,0.9385
59,a painting of blue kicks,a painting of blue sneakers,0.9843
60,a hand-held piece,a hand-held gun,0.0293
61,a man aiming his piece,a man aiming his gun,0.9417
62,a rusty piece,a rusty gun,0.3098
63,a painting of a silver piece,a painting of a silver gun,0.0874
64,a broken piece,a broken gun,0.1429
65,a long-range piece,a long-range gun,0.9693
66,designer threads,designer clothes,0.9759
67,stylish threads,stylish clothes,0.9729
68,vintage threads,vintage clothes,0.291
69,a rack of purple threads,a rack of purple clothes,0.2843
70,a rack of beautiful threads,a rack of beautiful clothes,0.4169
71,a painting of blue threads,a painting of blue clothes,0.4056
72,golden grills,golden dental jewelry,0.9759
73,dirty grills,dirty dental jewelry,0.2113
74,a man wearing grills,a man wearing dental jewelry,0.9612
75,a woman wearing grills,a woman wearing dental jewelry,0.7287
76,silver grills,silver dental jewelry,0.9385
77,bronze grills,bronze dental jewelry,0.9141
78,very dark tint,very dark tinted car windows,0.2671
79,a convertible with a tint,a convertible with tinted car windows,0.8688
80,a bus with dark tint,a bus with dark tinted car windows,0.7697
81,a van with light tint,a van with light tinted car windows,0.7063
82,broken tint,broken tinted car windows,0.8479
83,orange tint,orange tinted car windows,0.335
84,a modern drop,a modern convertible car,0.0702
85,a luxury drop,a luxury convertible car,0.0796
86,a purple drop,a purple convertible car,0.0821
87,a sporty drop,a sporty convertible car,0.0439
88,a painting of a vintage drop,a painting of a vintage convertible car,0.0419
89,a broken drop,a broken convertible car,0.0821
90,tipping my lid,tipping my hat,0.8478
91,fitted lid,fitted hat,0.1821
92,stylish lid,stylish hat,0.9636
93,wearing a lid,wearing a hat,0.9589
94,a beautiful lid,a beautiful hat,0.449
95,matching lid,matching hat,0.1985
96,broken glass,broken mirror,0.9039
97,dirty glass,dirty mirror,0.449
98,glass with gold frame,mirror with gold frame,0.9773
99,a handheld glass,a handheld mirror,0.0796
100,a painting of a glass,a painting of a mirror,0.1558
101,a modern glass,a modern mirror,0.2843
102,a black gat,a black gun,0.0475
103,a rusty gat,a rusty gun,0.2375
104,a painting of a silver gat,a painting of a silver gun,0.0342
105,a gat inside a drawer,a gun inside a drawer,0.0275
106,a broken gat,a broken gun,0.1429
107,a large gat,a large gun,0.0382
108,golden chains,golden necklace,0.9729
109,silver chains,silver necklace,0.8933
110,rose gold chains,rose gold necklace,0.9695
