Prompt_Index,SAE_Prompt,Score
0,an old monastery in the village square,0.8569
1,a monastery on a grassy hill with trees,0.9458
2,an older person entering a monastery,0.8354
3,a monastery in an old city center,0.8465
4,a monastery with a crowd of people outside,0.9214
5,an old monastery in a dark misty forest,0.8165
6,a bottle of champagne on a wooden table,0.9444
7,champagne on a shelf in a grocery store,0.7232
8,champagne and two glasses on a table outside,0.9581
9,champagne in a glass on a table,0.9146
10,a person holding a bottle of champagne,0.7391
11,a person pouring champagne into a glass,0.94
12,a midwife in a hospital,0.8192
13,a midwife walking into a house,0.8409
14,a woman in a bed with a midwife next to it,0.8629
15,a midwife talking with a doctor,0.6545
16,a midwife holding a bottle of medicine,0.7945
17,a midwife talking with a nurse,0.784
18,a medical practitioner sitting at a table outside,0.9855
19,two medical practitioners in a conference room,0.8749
20,a medical practitioner walking in a park,0.9121
21,the medical practitioner talking with a patient in a room,0.9486
22,a medical practitioner standing outside a building,0.9839
23,a medical practitioner talking with a nurse,0.872
24,two windows covered with bamboo blinds,0.878
25,a living room with windows covered with bamboo blinds,0.9836
26,a kitchen with a window covered with bamboo blinds,0.9882
27,a living room window covered with rolled-up bamboo blinds,0.8714
28,a doorway with bamboo blinds covering it,0.9332
29,a window with rolled up bamboo blinds,0.5976
30,a mountain pass with lots of pine trees,0.9663
31,a narrow mountain pass covered in snow and pine trees,0.9098
32,a mountain pass with a road with lots of cars,0.8376
33,two people walking through the mountain pass,0.9593
34,a roadway in the mountain pass,0.9728
35,a trail in the wooded mountain pass,0.9625
36,an old convenience store with faded signage,0.9424
37,a modern convenience store with glass doors,0.9176
38,a busy convenience store packed with groceries,0.9173
39,a small convenience store on fire at dusk,0.8145
40,an empty convenience store with bare shelves,0.1985
41,a painting of a convenience store with stacked cans,0.9514
42,a temple beside some trees,0.9705
43,people standing outside a temple,0.962
44,a well-dressed person in front of a temple,0.9139
45,a family in front of a temple,0.9573
46,a temple beside a sandy landscape,0.9677
47,an old temple with lots of people,0.9619
48,a barber cutting a man's hair,0.9729
49,a barber cutting a woman's hair,0.3308
50,a barber shop in a busy city,0.4931
51,a friendly local barber,0.9256
52,a child getting his hair cut by a barber,0.942
53,three people in a barber shop,0.9085
54,officers working inside a police station,0.9398
55,a person standing outside a police station,0.9655
56,a person talking to an officer inside a police station,0.8055
57,two officers speaking to an arrested person in a police station,0.7175
58,a police station on a road with lots of trees,0.5814
59,a police station in a busy city,0.8341
60,a boy standing with his father,0.7794
61,a girl standing with her father near the school gate,0.5972
62,a man hiking with his father,0.4249
63,a woman in a car with her father,0.6426
64,a woman walking with her father and a dog,0.5705
65,a man sitting at a table with his father,0.6618
66,a big house with a veranda,0.9656
67,outdoor furniture under a veranda,0.9777
68,a small one story house with a veranda,0.9371
69,people relaxing under a veranda,0.9182
70,a modern looking veranda on a house,0.962
71,a glass veranda on a house,0.9361
72,a dry river-bed surrounded by a dry landscape,0.808
73,two people walking through a river-bed,0.9272
74,a dry river-bed in a dense green forest,0.774
75,a river-bed in an alpine meadow,0.9588
76,a bridge across a river-bed,0.98
77,a river-bed with some water in it,0.9321
78,a queen sitting on a throne,0.9546
79,a queen making a speech,0.8471
80,a queen in a palace,0.9034
81,a queen sitting at a banquet,0.8293
82,a queen in a garden surrounded by blooming flowers,0.905
83,a queen riding in a large car,0.8908
84,eggplant in a grocery store,0.8567
85,eggplant sitting on a kitchen counter,0.7755
86,eggplant being sliced,0.7939
87,eggplant in a pot,0.4914
88,an eggplant plant in a garden,0.7983
89,a spicy curry dish with eggplant slices,0.8724
90,a table with lots of food,0.9888
91,a person eating food,0.768
92,a couple enjoying food at a restaurant,0.986
93,a person cooking food on the stove,0.9466
94,a person buying food from a grocery store,0.9751
95,a family enjoying lots of food,0.9581
96,a main street in a small town,0.9701
97,a residential neighborhood in a small town,0.9251
98,birds-eye view of a town,0.9551
99,a couple walking in a town,0.9647
100,a town in a desert climate,0.9681
101,a town with snow everywhere,0.9561
102,a person riding a camel in the desert,0.9613
103,a large group of camels walking in a desert,0.9499
104,a person giving water to a camel,0.9009
105,a camel eating food near a desert tent,0.7167
106,two camels walking down the street,0.9446
107,a camel walking in a grassy field,0.9484
108,incense burning in a house,0.9098
109,a bundle of incense on a table,0.9112
110,a person holding a bundle of incense,0.9438
111,incense in a stand,0.7775
112,incense inside a box on a table,0.9054
113,incense inside a store,0.8632
114,a crane bird flying above a beautiful pond,0.8339
115,a crane bird sitting on a dock,0.7555
116,a crane bird with a caught fish,0.7118
117,two crane birds on a river,0.7405
118,a person looking at a crane bird,0.4756
119,a crane bird sitting on the side of a bridge,0.7742
120,a large warehouse with lots of boxes,0.9857
121,a large warehouse with lots of produce,0.9786
122,a warehouse with lots of people inside,0.9382
123,a person walking inside a warehouse,0.9814
124,a person driving a forklift inside a warehouse,0.9862
125,a dark abandoned warehouse with broken windows,0.7861
126,a pharmacy in a big city,0.7961
127,a pharmacy with a large parking lot,0.8544
128,a person walking inside a pharmacy,0.986
129,a person talking to a worker inside a pharmacy,0.7928
