Prompt_Index,SAE_Prompt,Normalized_Score
0,a man drinking milk tea,0.7856
1,a woman drinking milk tea,0.4456
2,a couple sitting at a table both with coffee,0.3138
3,a man getting coffee from a modern cafe,0.555
4,two people getting coffee from a stall,0.5168
5,a man buying coffee at a busy counter,0.3625
6,a woman with coffee standing by a bus stop,0.3061
7,a child receiving a red packet from his grandmother,0.8066
8,a group of people holding red packets,0.431
9,let's get some food takeout,0.5969
10,a couple getting food takeout from a hawker stall,0.2248
11,a businessman with a grasping and selfish attitude grabbing all the samples,0.609
12,a leader with a grasping and selfish attitude cutting in line for a photo,0.6464
13,a student with a grasping and selfish attitude hoarding all the notes,0.7413
14,a parent with a grasping and selfish attitude rushing to the front row,0.6162
15,a businesswoman with a grasping and selfish attitude buying out limited deals,0.5609
16,a politician with a grasping and selfish attitude speaking over everyone else,0.7059
17,a bored woman walking on the city street,0.2761
18,a bored worker in an office,0.5326
19,a child bored in the summer,0.5956
20,a bored man on vacation,0.514
21,people relaxing on a beach with music playing,0.2406
22,a couple relaxing in a park under a tree,0.4112
23,people relaxing on a sofa,0.4398
24,a student in a class nodding yes,0.5013
25,a worker nodding yes to his supervisor,0.7491
26,a customer at a restaurant nodding yes,0.598
27,a person nodding yes in agreement,0.612
28,a woman nodding yes,0.4045
29,a man nodding yes,0.7117
30,a student saving a table at the dining hall,0.5268
31,a person saving a table at the library,0.542
32,a person saving a table using a bag,0.496
33,a group saving a table at the food hall,0.6186
34,saving a table at a cafe using a tissue packet,0.6848
35,saving a table with a napkin placed on a chair,0.4429
36,a person enjoying very tasty food,0.5402
37,a high class party with well dressed people,0.6098
38,a woman with a high class car,0.6573
39,a couple hiking on a secluded trail,0.5223
40,a woman eating a bowl of noodles,0.7421
41,a woman eating sushi in a modern restaurant,0.7211
42,a woman eating a slice of cake in a cafe,0.4562
43,a man eating a taco under a streetlight,0.7864
44,a man eating a burrito by the riverside,0.8573
45,a man eating an apple,0.6238
46,a family redecorate their living room for the holidays,0.4377
47,a worker redecorate her office space with colorful posters,0.6165
48,a couple redecorate their garage with neon lights,0.855
49,a woman redecorate her room using fairy lights,0.6452
50,a man redecorate his desk with anime figurines,0.1313
51,a couple redecorate their living room,0.4516
52,a group of girls at the mall,0.6627
53,a girl hiking in the desert,0.3482
54,a girl posing in front of a mural,0.7295
55,a girl buying a computer at the electronics store,0.3336
56,a girl with a white shirt,0.2283
57,a girl and her partner,0.495
58,a person taking a selfie with a mobile phone,0.7221
59,a man using a mobile phone,0.488
60,people on the subway using their mobile phones,0.444
61,a woman taking a photo with a mobile phone,0.4856
62,a loan shark counting cash,0.61
63,a loan shark carrying a knife in an alley,0.1737
64,a loan shark holding a bag of cash,0.747
65,a loan shark standing by a black car,0.7221
66,a loan shark threatening someone,0.4544
67,a loan shark spray painting a message,0.6922
68,a man eating food at a small food court,0.6214
69,a woman drinking tea at a small food court,0.4511
70,a couple at a small food court,0.431
71,a group of friends at a small food court,0.7312
72,a handsome male on a magazine cover,0.6872
73,a handsome male performing on stage at a concert,0.4578
74,a handsome male at a gym lifting weights,0.4624
75,a handsome male posing in a streetwear outfit,0.8934
76,a handsome male with his partner,0.6799
77,a group of handsome males,0.5004
78,a man studying at the coffee shop,0.6078
79,a woman studying at home,0.3092
80,a child studying a book,0.7371
81,a group of students studying,0.7483
82,a student studying in his room at night,0.4877
83,a couple friends studying in the library,0.6732
84,a man being a third wheel on a hike with a couple,0.552
85,a woman being a third wheel at a museum with a couple,0.3916
86,a third wheel with a gray shirt with a couple,0.8446
87,a couple accompanied by a third wheel,0.6135
88,he was a third wheel on his friend's date,0.7615
89,a third wheel trailing behind a couple,0.4401
90,a man with a cup of milk tea,0.6262
91,a traditional Chinese physician and a male patient,0.5068
92,a traditional Chinese physician and a female patient,0.4315
93,a traditional Chinese physician holding medicine,0.7586
94,a traditional Chinese physician in an office,0.3614
95,a traditional Chinese physician talking with two people,0.4564
96,a traditional Chinese physician sitting at their desk,0.5859
97,a couple at a food court sharing laksa,0.5079
98,a family eating at a food court,0.4852
99,a person guilty of litter thrown from a high-rise building,0.6197
100,a person on the sidewalk avoiding litter thrown from a high-rise building,0.4438
101,a couple walking nearly hit by litter thrown from a high-rise building,0.4714
102,a man using a hoe in a vegetable garden,0.358
103,a farmer using a hoe in a field,0.2382
104,a person digging in their front yard with a hoe,0.5562
105,a family enjoying spicy stir-fried crab in a fancy restaurant,0.5579
106,a waiter holding a spicy stir-fried crab dish,0.4786
107,a chef making spicy stir-fried crab in a large wok,0.4735
108,a child with his uncle,0.7241
109,an uncle wearing a dark blue shirt,0.0665
110,a group of uncles talking,0.3772
111,an uncle buying fruit from the supermarket,0.4695
112,an uncle drinking coffee at the dining table,0.5051
113,an uncle reading a newspaper while on the couch,0.4487
114,a waiter holding a plate of Fujianese fresh spring rolls,0.766
115,a person eating a Fujianese fresh spring roll at a street stall,0.4833
116,a person eating Indian flatbread with their hands,0.3626
117,a person eating Chinese pork jerky at a festival,0.5503
118,a person buying Chinese pork jerky from a shop,0.3722
119,two people both eating Chinese pork jerky,0.5981
120,two buddies chatting casually outside a cafe,0.3937
121,buddies laughing while walking along the street,0.708
122,buddies sharing a meal at the hawker centre,0.4166
123,a group of buddies playing basketball outdoors,0.804
124,buddies taking selfies at a famous landmark,0.7853
125,two buddies relaxing together at the beach,0.6032
