Prompt_Index,SAE_Prompt,Normalized_Score
0,an older person entering a monastery,1.0
1,a monastery with a crowd of people outside,0.0
2,a person holding a bottle of champagne,1.0
3,a person pouring champagne into a glass,1.0
4,a midwife in a hospital,0.0006
5,a midwife walking into a house,1.0
6,a woman in a bed with a midwife next to it,0.0
7,a midwife talking with a doctor,0.9378
8,a midwife holding a bottle of medicine,0.0
9,a midwife talking with a nurse,0.0
10,a medical practitioner sitting at a table outside,0.0
11,two medical practitioners in a conference room,0.0
12,a medical practitioner walking in a park,1.0
13,the medical practitioner talking with a patient in a room,0.0
14,a medical practitioner standing outside a building,0.0
15,a medical practitioner talking with a nurse,0.0
16,people standing outside a temple,0.0
17,a well-dressed person in front of a temple,0.0
18,a family in front of a temple,0.0
19,an old temple with lots of people,0.0
20,a barber cutting a man's hair,0.0
21,a barber cutting a woman's hair,0.0
22,a friendly local barber,0.9982
23,a child getting his hair cut by a barber,0.0
24,three people in a barber shop,0.0
25,officers working inside a police station,0.0
26,a person standing outside a police station,0.0
27,a person talking to an officer inside a police station,0.0
28,two officers speaking to an arrested person in a police station,0.0
29,a boy standing with his father,0.0
30,a girl standing with her father near the school gate,0.0
31,a man hiking with his father,1.0
32,a woman in a car with her father,1.0
33,a woman walking with her father and a dog,1.0
34,a man sitting at a table with his father,0.0736
35,people relaxing under a veranda,1.0
36,two people walking through a river-bed,1.0
37,a queen sitting on a throne,1.0
38,a queen making a speech,1.0
39,a queen in a palace,0.0
40,a queen sitting at a banquet,1.0
41,a queen in a garden surrounded by blooming flowers,1.0
42,a queen riding in a large car,1.0
43,eggplant being sliced,0.0
44,a person eating food,0.528
45,a couple enjoying food at a restaurant,0.999
46,a person cooking food on the stove,1.0
47,a person buying food from a grocery store,0.0147
48,a family enjoying lots of food,0.0
49,a couple walking in a town,1.0
50,a person riding a camel in the desert,0.0
51,a person giving water to a camel,0.0
52,a person holding a bundle of incense,0.0
53,a person looking at a crane bird,0.0
54,a warehouse with lots of people inside,0.0002
55,a person walking inside a warehouse,0.0
56,a person driving a forklift inside a warehouse,0.0312
57,a person walking inside a pharmacy,0.0
58,a person talking to a worker inside a pharmacy,0.0
59,a pharmacy with lots of people outside,0.9945
60,a person getting gas for their car at a gas station,0.2354
61,a very busy gas station with people refueling,0.0
62,a man riding a blue motorcycle,0.5181
63,a woman riding a black motorcycle,1.0
64,three motorcycles riding on a road,1.0
65,a person riding a motorcycle on a dirt road,1.0
66,a person riding a motorcycle in a big city,1.0
67,a person holding a rifle in the countryside,0.0001
68,a woman aiming a rifle,1.0
69,several soldiers holding rifles,0.0
70,a police officer holding a rifle,0.0
71,a craftsman weaving a rug,0.0
72,a skilled craftsman at work,1.0
73,an elderly craftsman sharing his wisdom,1.0
74,a talented craftsman from the village,0.0
75,an innovative craftsman designing jewelry,0.0
76,my supervisor talking to me,0.3112
77,a new supervisor at the construction site,0.0
78,a supervisor giving instructions to the team,0.0
79,a friendly supervisor helping out,1.0
80,a supervisor in the office breakroom,1.0
81,a supervisor working at a computer,0.0
82,a vendor selling water bottles,0.0
83,a colorful festival in the city,0.0
84,a festival filled with dance and music,0.0
85,an autumn festival in the town center,1.0
86,food stalls at a festival,0.0
87,a festival with lots of people,1.0
88,a festival in winter,1.0
89,a checkpoint guarded by armed forces,0.0
90,a checkpoint on the highway,1.0
91,a long queue at the toll checkpoint,0.0
92,a checkpoint at the national border,0.0
93,a checkpoint with police officers,0.0
94,a checkpoint with very few cars,0.9974
95,an outdoor luncheon with lots of people,1.0
96,two people having a luncheon,0.0
97,a company having a luncheon,0.9993
98,a fancy indoor luncheon,1.0
99,a plant-based luncheon,1.0
100,a luncheon with lots of salad,1.0
101,a gambling den hidden away in an alley,0.0012
102,a group of people gambling in a room,0.6908
103,a place of gambling in a big city,1.0
104,an illegal gambling den,0.0004
105,a place of gambling with lots of people,1.0
106,a group of people gambling at a table,1.0
107,a man loading groceries into the car trunk,0.0
108,a white car with an empty car trunk,1.0
109,a woman retrieving bags from the car trunk,1.0
110,a dirty car trunk covered with mud stains,1.0
111,a mechanic repairing a broken car trunk,1.0
112,children hiding inside an open car trunk,1.0
