Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,an older person entering a math,an older person entering a monastery,1.0
1,a math with a crowd of people outside,a monastery with a crowd of people outside,0.0
2,a person holding a bottle of simkin,a person holding a bottle of champagne,1.0
3,a person pouring simkin into a glass,a person pouring champagne into a glass,1.0
4,a dai in a hospital,a midwife in a hospital,0.0
5,a dai walking into a house,a midwife walking into a house,0.0
6,a woman in a bed with a dai next to it,a woman in a bed with a midwife next to it,0.0
7,a dai talking with a doctor,a midwife talking with a doctor,0.0
8,a dai holding a bottle of medicine,a midwife holding a bottle of medicine,0.0
9,a dai talking with a nurse,a midwife talking with a nurse,0.0
10,a medico sitting at a table outside,a medical practitioner sitting at a table outside,0.0
11,two medicos in a conference room,two medical practitioners in a conference room,0.0
12,a medico walking in a park,a medical practitioner walking in a park,0.0
13,the medico talking with a patient in a room,the medical practitioner talking with a patient in a room,0.0
14,a medico standing outside a building,a medical practitioner standing outside a building,0.0
15,a medico talking with a nurse,a medical practitioner talking with a nurse,0.0
16,people standing outside a mandapa,people standing outside a temple,0.0
17,a well-dressed person in front of a mandapa,a well-dressed person in front of a temple,0.0
18,a family in front of a mandapa,a family in front of a temple,0.0
19,an old mandapa with lots of people,an old temple with lots of people,0.0
20,a nai cutting a man's hair,a barber cutting a man's hair,0.0
21,a nai cutting a woman's hair,a barber cutting a woman's hair,0.0
22,a friendly local nai,a friendly local barber,0.0
23,a child getting his hair cut by a nai,a child getting his hair cut by a barber,0.0
24,three people in a nai shop,three people in a barber shop,0.0
25,officers working inside a thana,officers working inside a police station,0.0
26,a person standing outside a thana,a person standing outside a police station,0.0
27,a person talking to an officer inside a thana,a person talking to an officer inside a police station,0.0
28,two officers speaking to an arrested person in a thana,two officers speaking to an arrested person in a police station,0.0
29,a boy standing with his abba,a boy standing with his father,1.0
30,a girl standing with her abba near the school gate,a girl standing with her father near the school gate,0.0
31,a man hiking with his abba,a man hiking with his father,1.0
