Prompt_Index,SAE_Prompt,Score
0,a red semitruck driving down the street,0.9385
1,a delivery semitruck loaded with packages,0.9833
2,a semitruck parked by the curb,0.7388
3,a semitruck parked at a stop sign,0.5311
4,a semitruck hauling timber,0.9877
5,a semitruck with a flat tire,0.4836
6,a cozy sweater hanging in a closet,0.9509
7,a man wearing a purple sweater,0.9852
8,a woman knitting a brown sweater,0.9348
9,a sweater with reindeer patterns,0.9933
10,a sweater on a hanger,0.9589
11,a sweater folded neatly,0.7175
12,a girl knocking on the bathroom door,0.7795
13,a set of fresh towels in the bathroom,0.9589
14,a line of people waiting outside the bathroom,0.9692
15,a bathroom with a leaky faucet,0.9039
16,a tidy bathroom with shiny blue wall tiles,0.9482
17,a bathroom with a shower curtain,0.3751
18,a pack of sausages at the grocery store,0.6954
19,a plate of sausages and eggs with toast,0.9509
20,a man cutting a sausage in half,0.9141
21,sausages on a grill,0.8242
22,sausages and mashed potatoes on a plate,0.9693
23,my sausages sizzling in a pan,0.8748
24,a woman throwing away the trash,0.9185
25,a bin overflowing with trash,0.9636
26,a raccoon going through trash,0.9822
27,a trash can near a park bench,0.992
28,a trash pile in an alley,0.9695
29,a trash dumpster in a construction site,0.8545
30,a top-floor apartment with a view of the city,0.9811
31,a college student's apartment,0.9654
32,a cozy apartment in the city,0.9185
33,an apartment with a balcony overlooking the city,0.9589
34,an apartment with a rooftop garden,0.8816
35,my apartment with an open-plan kitchen,0.5653
36,a man loading luggage into the car trunk,0.9744
37,a spare tire in the car trunk,0.9385
38,a woman putting groceries in the car trunk,0.9141
39,a car trunk filled with groceries,0.992
40,a car trunk packed for a road trip,0.9773
41,my car trunk after a shopping spree,0.7388
42,a boy waiting in the line at a grocery store,0.6846
43,a line for the rollercoaster,0.9385
44,a line of cars at a drive-through,0.798
45,a line at the ticket counter,0.9185
46,a line for the morning bus,0.8748
47,a line at the post office,0.9612
48,a man ironing creases in his pants,0.661
49,a pair of purple pants folded on a chair,0.923
50,a kid wearing a pair of blue pants,0.9348
51,a pants display in a store,0.9039
52,pants with a matching blazer,0.7175
53,my pants hanging in the closet,0.6954
54,a woman enjoying a cup of tea with a cookie,0.989
55,a tin of assorted cookies,0.9633
56,a man baking homemade cookies,0.6846
57,a cookie with chocolate chips,0.9695
58,a cookie on a baking tray,0.8067
59,a cookie with a bite taken out,0.9843
60,a beam of light from the flashlight,0.9537
61,a man searching in the dark with a flashlight,0.9711
62,a rechargeable LED flashlight,0.9141
63,my flashlight in a toolbox,0.8748
64,a flashlight with low battery,0.6954
65,a policeman shining a flashlight at the suspect,0.7697
66,a mother changing her baby's diaper,0.9884
67,a pack of cloth diapers,0.5311
68,a happy baby wearing pink diapers,0.9185
69,a diaper on a changing table,0.7175
70,diapers with cute patterns,0.9745
71,a diaper on a clothesline,0.8816
72,a gasoline station at night,0.9799
73,a man filling up his car with gasoline,0.9876
74,a sign showing gasoline prices,0.9811
75,a gasoline pump at a station,0.9712
76,a gasoline tanker on the road,0.8242
77,a brightly lit gasoline station sign at night,0.9482
78,a group of kids kicking a soccer ball,0.9038
79,a soccer player in the stadium,0.8479
80,a soccer player celebrating a win,0.9611
81,my soccer cleats on the field,0.8688
82,a soccer goalie in the field,0.9589
83,a goalkeeper trying to catch a soccer ball,0.9811
84,a woman picking up a precription at the pharmacy,0.798
85,a wide range of products at the pharmacy,0.9185
86,a group of people waiting at the pharmacy,0.9612
87,a pharmacy counter with vitamins,0.8396
88,my pharmacy where I get prescriptions,0.749
89,a pharmacy with a neon sign,0.9833
90,a bowl of french fries at a restaurant,0.9693
91,a boy eating french fries,0.9909
92,a plate with a burger and french fries,0.9884
93,french fries with ketchup and mayo,0.9799
94,my french fries from the local fry shop,0.8242
95,a french fries portion next to a burger,0.9852
96,an office belonging to an attorney,0.9225
97,an attorney talking to his client,0.8323
98,a man attending a meeting with his attorney,0.4267
99,an attorney in a courtroom,0.8396
100,my attorney discussing the case,0.4724
101,an attorney with legal books,0.927
102,a school janitor sweeping the hallway,0.9537
103,a man talking to a janitor at the mall,0.3538
104,a tired janitor in an empty hallway,0.798
105,a janitor sweeping the school hallway,0.9676
106,an office janitor in a supply closet,0.9385
107,a building janitor taking out the trash,0.7887
108,a man preparing dinner on the stove,0.9385
109,a bowl of hot soup sitting on the stove,0.9482
110,a modern electric stove with digital controls,0.9811
111,a stove with boiling pots,0.8688
112,a stove with a baking oven,0.923
113,my stove after making breakfast,0.9185
114,a woman putting the baby down in the crib,0.7796
115,a man setting up a crib,0.5544
116,a baby in a colorful crib,0.9636
117,a crib with soft blankets,0.151
118,a baby crib with wooden bars,0.9348
119,a crib with stuffed animals,0.9891
120,an advertisement on a city billboard,0.8067
121,a worker changing the image on the billboard,0.914
122,a group of people staring at a large billboard,0.6846
123,a billboard advertising a concert,0.9861
124,my billboard design displayed downtown,0.8479
125,a billboard lit up at night,0.9563
126,a woman using a vacuum cleaner to clean the carpet,0.9092
127,a bright red vacuum cleaner in a store,0.976
128,a dirty vacuum cleaner on the carpet,0.9039
129,a vacuum cleaner stored in a closet,0.9712
130,a red vacuum cleaner with a long cord on the floor,0.9509
131,a man using a vacuum cleaner on a carpeted floor,0.9822
132,a man holding a water pitcher,0.9799
133,a boy refilling his cup with a water pitcher,0.9482
134,a decorative ceramic pitcher,0.9676
135,a pitcher filled with lemonade,0.8756
136,a pitcher with a floral design,0.9852
137,a pitcher in the refrigerator,0.9537
138,a mailman delivering packages,0.8322
139,a man having a friendly chat with the mailman,0.9417
140,a mailman in blue uniform,0.9141
141,a mailman in a truck,0.798
142,a mailman at the front door,0.4386
143,my mailman with a big bag,0.7063
144,a woman taking a walk with her baby in the baby carriage,0.9693
145,a baby carriage with a sunshade parked on a sidewalk,0.8756
146,a bright pink baby carriage next to a bench,0.9745
147,a baby carriage with a sleeping baby,0.8816
148,a baby carriage near a playground,0.9877
149,a man walking with a baby carriage on a cobblestone street,0.9773
150,a luxurious sedan parked outside a mansion,0.9877
151,the spacious interior of the sedan,0.9449
152,a man inside a black sedan,0.9271
153,a sedan parked in the driveway,0.8933
154,a sedan with tinted windows,0.8545
155,my sedan at the gas station,0.7697
156,a boy sitting on the hood of the car,0.9092
157,a car with a red hood,0.7796
158,a car at a repair shop with an open hood,0.9833
159,a hood with a company logo,0.9452
160,a hood in the process of being painted,0.661
161,a hood with racing stripes,0.7796
162,a woman chopping cilantro in the kitchen,0.9744
163,cilantro at the supermarket,0.9312
164,cilantro sprinked on top of pasta,0.9745
165,cilantro garnishing a curry,0.9537
166,cilantro leaves on a cutting board,0.9676
167,a cilantro bunch at the market,0.7887
168,a man slicing a zucchini in the kitchen,0.9861
169,a woman picking a zucchini at the market,0.9589
170,a large basket of zucchinis,0.9589
171,a zucchini in a vegetable garden,0.9676
172,my zucchini in a stir fry,0.8816
173,a zucchini in a shopping basket,0.9633
174,a crowd of people waiting for the subway,0.9744
175,a busy subway station with people rushing inside,0.9509
176,a man sitting inside the subway,0.9633
177,a subway train arriving,0.9185
178,my subway ride during rush hour,0.8154
179,a subway map on the wall,0.9759
180,a grandma slicing an eggplant in the kitchen,0.9773
181,a large basket of eggplants,0.9695
182,a man picking an eggplant at the market,0.8986
183,an eggplant in the supermarket,0.8756
184,a grilled eggplant with olive oil,0.9509
185,my eggplant in a curry,0.8986
186,a child waiting at a crosswalk,0.8396
187,a faded crosswalk,0.8545
188,bikes crossing a crosswalk,0.9537
189,a crosswalk near a park,0.9563
190,a woman walking over a crosswalk,0.9711
191,a crosswalk near traffic lights,0.9693
192,trucks parked along the highway,0.3272
193,a crowded highway during rush hour,0.9728
194,a highway passing through mountains,0.9773
195,an aerial view of a highway,0.9833
196,highway signs at night,0.9712
197,a highway blocked due to accident,0.9348
198,a band-aid covering a small wound,0.9038
199,a band-aid on someone's forehead,0.495
200,a band-aid floating in a swimming pool,0.5902
201,a discarded band-aid on the sidewalk,0.5902
202,a band-aid with cartoon characters,0.9897
203,a waterproof band-aid on a hand,0.8877
204,a black trash bag left outdoors,0.9537
205,a trash bag full of leaves,0.9711
206,a neatly tied trash bag,0.8154
207,a trash bag beside a dumpster,0.9312
208,a trash bag overflowing with trash,0.7887
209,a stack of unused trash bags,0.923
210,a vest displayed on a mannequin,0.9729
211,a checked vest on display,0.9348
212,a man buttoning his vest,0.7593
213,a silk vest in a boutique,0.923
214,a vest matching formal pants,0.9452
215,a vest embroidered with flowers,0.9903
216,arugula leaves in a salad spinner,0.9563
217,a sandwich filled with arugula,0.9612
218,chopped arugula sprinkled on pasta,0.9092
219,a burger topped with fresh arugula,0.9799
220,a gardener harvesting arugula leaves,0.8986
221,a basket filled with fresh arugula,0.923
