Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a red lorry,a red semitruck,0.9547
1,a large lorry,a large semitruck,0.9594
2,a broken lorry,a broken semitruck,0.9306
3,a painting of an old lorry,a painting of an old semitruck,0.9536
4,a modern lorry,a modern semitruck,0.9192
5,a small lorry,a small semitruck,0.6726
6,a cozy jumper,a cozy sweater,0.9649
7,a purple jumper,a purple sweater,0.9849
8,a dirty jumper,a dirty sweater,0.2263
9,a designer jumper,a designer sweater,0.6143
10,a jumper with holes,a sweater with holes,0.8489
11,a colorful jumper,a colorful sweater,0.9846
12,a modern loo,a modern bathroom,0.8601
13,a dirty loo,a dirty bathroom,0.7301
14,a colorful loo,a colorful bathroom,0.9779
15,a loo with blue tiles,a bathroom with blue tiles,0.9814
16,a spacious loo,a spacious bathroom,0.4135
17,a tiny loo,a tiny bathroom,0.8938
18,a pack of bangers,a pack of sausages,0.54
19,a plate of bangers and eggs,a plate of sausages and eggs,0.9722
20,three bangers,three sausages,0.823
21,sizzling bangers,sizzling sausages,0.4649
22,broken bangers,broken sausages,0.6339
23,some expired bangers,some expired sausages,0.34
24,a pile of rubbish,a pile of trash,0.9641
25,rubbish on the floor,trash on the floor,0.9857
26,a heap of rubbish,a heap of trash,0.9676
27,a painting of rubbish,a painting of trash,0.8716
28,a rubbish bin,a trash bin,0.9728
29,a room full of rubbish,a room full of trash,0.9714
30,a flat to rent,an apartment to rent,0.6284
31,a flat with two bedrooms,an apartment with two bedrooms,0.4446
32,a city centre flat,a city centre apartment,0.7171
33,a flat with balcony,an apartment with balcony,0.7694
34,students living in a flat,students living in an apartment,0.7832
35,keys to a new flat,keys to a new apartment,0.7194
36,a broken car boot,a broken car trunk,0.7615
37,a packed car boot,a packed car trunk,0.966
38,an empty car boot,an empty car trunk,0.8642
39,a dirty car boot,a dirty car trunk,0.9608
40,a modern car boot,a modern car trunk,0.9021
41,a red car boot,a red car trunk,0.9076
42,a long queue,a long line,0.9237
43,a short queue,a short line,0.4357
44,a painting of a long queue,a painting of a long line,0.8938
45,a queue of people,a line of people,0.9265
46,a queue outside the store,a line outside the store,0.8824
47,a queue for food,a line for food,0.8102
48,a pair of purple trousers,a pair of purple pants,0.9602
49,a pair of denim trousers,a pair of denim pants,0.9807
50,some ripped trousers,some ripped pants,0.9742
