Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a plastic cup with teh tarik,a plastic cup with milk tea,0.9385
1,a cup of teh tarik on a table,a cup of milk tea on a table,0.9185
2,a shop selling teh tarik,a shop selling milk tea,0.923
3,a man drinking teh tarik,a man drinking milk tea,0.9417
4,a woman drinking teh tarik,a woman drinking milk tea,0.8396
5,three cups of teh tarik on the counter,three cups of milk tea on the counter,0.9636
6,a couple sitting at a table both with kopi,a couple sitting at a table both with coffee,0.9092
7,a man getting kopi from a modern cafe,a man getting coffee from a modern cafe,0.9092
8,a table with a cup of kopi and a slice of cake,a table with a cup of coffee and a slice of cake,0.9786
9,two people getting kopi from a stall,two people getting coffee from a stall,0.9271
10,a man buying kopi at a busy counter,a man buying coffee at a busy counter,0.5902
11,a woman with kopi standing by a bus stop,a woman with coffee standing by a bus stop,0.9869
12,a child receiving an ang pow from his grandmother,a child receiving a red packet from his grandmother,0.9612
13,two ang pows on a table with gold designs,two red packets on a table with gold designs,0.9786
14,an ang pow and food on a table,a red packet and food on a table,0.9563
15,a group of people holding ang pows,a group of people holding red packets,0.9482
16,a store selling ang pows,a store selling red packets,0.6137
17,an ang pow and some fruit on a table,a red packet and some fruit on a table,0.9729
18,spicy sotong dish,spicy squid dish,0.9271
19,raw sotong at a market,raw squid at a market,0.9141
20,deep fried sotong on a plate,deep fried squid on a plate,0.2375
21,a large sotong in an aquarium with coral,a large squid in an aquarium with coral,0.9636
22,a sotong dish and rice on a table,a squid dish and rice on a table,0.9695
23,sliced sotong in a frying pan,sliced squid in a frying pan,0.3272
24,getting food tapao from the small restaurant,getting food takeout from the small restaurant,0.8986
25,getting food tapao from the diner,getting food takeout from the diner,0.9141
26,getting food tapao from the food truck,getting food takeout from the food truck,0.9728
27,letâs get some food tapao,let's get some food takeout,0.9092
28,chinese food tapao packed in plastic containers,chinese food takeout packed in plastic containers,0.9633
29,a couple getting food tapao from a hawker stall,a couple getting food takeout from a hawker stall,0.9385
30,a kiasu businessman grabbing all the samples,a businessman with a grasping and selfish attitude grabbing all the samples,0.9184
31,a kiasu leader cutting in line for a photo,a leader with a grasping and selfish attitude cutting in line for a photo,0.6381
32,a kiasu student hoarding all the notes,a student with a grasping and selfish attitude hoarding all the notes,0.7592
33,a kiasu parent rushing to the front row,a parent with a grasping and selfish attitude rushing to the front row,0.5544
34,a kiasu businesswoman buying out limited deals,a businesswoman with a grasping and selfish attitude buying out limited deals,0.8931
35,a kiasu politician speaking over everyone else,a politician with a grasping and selfish attitude speaking over everyone else,0.8747
36,a sian cat in a house,a bored cat in a house,0.9141
37,a sian woman walking on the city street,a bored woman walking on the city street,0.291
38,a sian worker in an office,a bored worker in an office,0.1087
39,a child sian in the summer,a child bored in the summer,0.2048
40,a sian dog in the front yard,a bored dog in the front yard,0.8933
41,a sian man on vacation,a bored man on vacation,0.0808
42,a dog lepak on a grassy lawn in front of a house,a dog relaxing on a grassy lawn in front of a house,0.9869
43,people lepak on a beach with music playing,people relaxing on a beach with music playing,0.9417
44,a couple lepak in a park under a tree,a couple relaxing in a park under a tree,0.9852
45,people lepak on a sofa,people relaxing on a sofa,0.9417
46,a cat lepak by a window,a cat relaxing by a window,0.9861
47,a lepak vacation setting,a relaxing vacation setting,0.9915
48,a student in a class nodding can,a student in a class nodding yes,0.384
49,a worker nodding can to his supervisor,a worker nodding yes to his supervisor,0.4836
50,a customer at a restaurant nodding can,a customer at a restaurant nodding yes,0.5653
51,a person nodding can in agreement,a person nodding yes in agreement,0.3751
52,a woman nodding can,a woman nodding yes,0.335
53,a man nodding can,a man nodding yes,0.3456
54,a student chope at the dining hall,a student saving a table at the dining hall,0.5416
55,a person chope at the library,a person saving a table at the library,0.5188
56,a person chope using a bag,a person saving a table using a bag,0.4724
57,a group chope at the food hall,a group saving a table at the food hall,0.3171
58,chope at a cafe using a tissue packet,saving a table at a cafe using a tissue packet,0.5544
59,chope with a napkin placed on a chair,saving a table with a napkin placed on a chair,0.6609
60,shiok dumplings,very tasty dumplings,0.8396
61,a person enjoying shiok food,a person enjoying very tasty food,0.9868
62,a table full of shiok Mexican food,a table full of very tasty Mexican food,0.9711
63,shiok food,very tasty food,0.9136
64,shiok Italian food,very tasty Italian food,0.9633
