Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,an older person entering a math,an older person entering a monastery,0.716
1,a math with a crowd of people outside,a monastery with a crowd of people outside,0.6508
2,a person holding a bottle of simkin,a person holding a bottle of champagne,0.5578
3,a person pouring simkin into a glass,a person pouring champagne into a glass,0.3381
4,a dai in a hospital,a midwife in a hospital,0.4447
5,a dai walking into a house,a midwife walking into a house,0.4716
6,a woman in a bed with a dai next to it,a woman in a bed with a midwife next to it,0.4635
7,a dai talking with a doctor,a midwife talking with a doctor,0.441
8,a dai holding a bottle of medicine,a midwife holding a bottle of medicine,0.4825
9,a dai talking with a nurse,a midwife talking with a nurse,0.3999
10,a medico sitting at a table outside,a medical practitioner sitting at a table outside,0.2832
11,two medicos in a conference room,two medical practitioners in a conference room,0.133
12,a medico walking in a park,a medical practitioner walking in a park,0.6058
13,the medico talking with a patient in a room,the medical practitioner talking with a patient in a room,0.636
14,a medico standing outside a building,a medical practitioner standing outside a building,0.2324
15,a medico talking with a nurse,a medical practitioner talking with a nurse,0.2875
16,people standing outside a mandapa,people standing outside a temple,0.061
17,a well-dressed person in front of a mandapa,a well-dressed person in front of a temple,0.0677
18,a family in front of a mandapa,a family in front of a temple,0.0237
19,an old mandapa with lots of people,an old temple with lots of people,0.0803
20,a nai cutting a man's hair,a barber cutting a man's hair,0.904
21,a nai cutting a woman's hair,a barber cutting a woman's hair,0.505
22,a friendly local nai,a friendly local barber,0.4053
23,a child getting his hair cut by a nai,a child getting his hair cut by a barber,0.5879
24,three people in a nai shop,three people in a barber shop,0.386
25,officers working inside a thana,officers working inside a police station,0.0715
26,a person standing outside a thana,a person standing outside a police station,0.0323
27,a person talking to an officer inside a thana,a person talking to an officer inside a police station,0.0866
28,two officers speaking to an arrested person in a thana,two officers speaking to an arrested person in a police station,0.1435
29,a boy standing with his abba,a boy standing with his father,0.7842
30,a girl standing with her abba near the school gate,a girl standing with her father near the school gate,0.1863
31,a man hiking with his abba,a man hiking with his father,0.5437
32,a woman in a car with her abba,a woman in a car with her father,0.5849
33,a woman walking with her abba and a dog,a woman walking with her father and a dog,0.4122
34,a man sitting at a table with his abba,a man sitting at a table with his father,0.4956
35,people relaxing under a pial,people relaxing under a veranda,0.3311
36,two people walking through a nullah,two people walking through a river-bed,0.0566
37,a rani sitting on a throne,a queen sitting on a throne,0.0363
38,a rani making a speech,a queen making a speech,0.0319
39,a rani inside a palace,a queen in a palace,0.0737
40,a rani sitting at a banquet,a queen sitting at a banquet,0.021
41,a rani in a garden surrounded by blooming flowers,a queen in a garden surrounded by blooming flowers,0.0529
42,a rani riding in a large car,a queen riding in a large car,0.045
43,brinjal being sliced,eggplant being sliced,0.4099
44,a person eating khana,a person eating food,0.1622
45,a couple enjoying khana at a restaurant,a couple enjoying food at a restaurant,0.051
46,a person cooking khana on the stove,a person cooking food on the stove,0.5333
47,a person buying khana from a grocery store,a person buying food from a grocery store,0.5461
48,a family enjoying lots of khana,a family enjoying lots of food,0.0236
49,a couple walking in a nagar,a couple walking in a town,0.0222
50,a person riding an oont in the desert,a person riding a camel in the desert,0.5146
51,a person giving water to an oont,a person giving water to a camel,0.3054
52,a person holding a bundle of agarbatti,a person holding a bundle of incense,0.162
53,a person looking at a kulang,a person looking at a crane bird,0.2608
54,a godown with lots of people inside,a warehouse with lots of people inside,0.0261
55,a person walking inside a godown,a person walking inside a warehouse,0.2129
56,a person driving a forklift inside a godown,a person driving a forklift inside a warehouse,0.6663
57,a person walking inside a medical hall,a person walking inside a pharmacy,0.1911
58,a person talking to a worker inside a medical hall,a person talking to a worker inside a pharmacy,0.3802
59,a medical hall with lots of people outside,a pharmacy with lots of people outside,0.2708
60,a person getting gas for their car at a petrol bunk,a person getting gas for their car at a gas station,0.5562
61,a very busy petrol bunk with people refueling,a very busy gas station with people refueling,0.3844
62,a man riding a blue mo-bike,a man riding a blue motorcycle,0.4584
63,a woman riding a black mo-bike,a woman riding a black motorcycle,0.5782
64,three mo-bikes riding on a road,three motorcycles riding on a road,0.2224
65,a person riding a mo-bike on a dirt road,a person riding a motorcycle on a dirt road,0.449
66,a person riding a mo-bike in a big city,a person riding a motorcycle in a big city,0.7038
67,a person holding a bundook in the countryside,a person holding a rifle in the countryside,0.4107
68,a woman aiming a bundook at a target,a woman aiming a rifle,0.2007
69,several soldiers holding bundooks,several soldiers holding rifles,0.0965
70,a police officer holding a bundook,a police officer holding a rifle,0.6145
71,an handicraftsman weaving a rug,a craftsman weaving a rug,0.2083
72,a skilled handicraftsman at work,a skilled craftsman at work,0.4023
73,an elderly handicraftsman sharing his wisdom,an elderly craftsman sharing his wisdom,0.3611
74,a talented handicraftsman from the village,a talented craftsman from the village,0.0988
75,an innovative handicraftsman designing jewelry,an innovative craftsman designing jewelry,0.1225
76,my incharge talking to me,my supervisor talking to me,0.3108
77,a new incharge at the construction site,a new supervisor at the construction site,0.2023
78,an incharge giving instructions to the team,a supervisor giving instructions to the team,0.0775
79,a friendly incharge helping out,a friendly supervisor helping out,0.7268
80,an incharge in the office breakroom,a supervisor in the office breakroom,0.472
81,an incharge working at a computer,a supervisor working at a computer,0.1974
82,a vendor selling pani bottles,a vendor selling water bottles,0.1363
83,a colorful yatra in the city,a colorful festival in the city,0.041
84,a yatra filled with dance and music,a festival filled with dance and music,0.0121
85,an autumn yatra in the town center,an autumn festival in the town center,0.3388
86,food stalls at a yatra,food stalls at a festival,0.1055
87,a yatra with lots of people,a festival with lots of people,0.0186
88,a yatra in winter,a festival in winter,0.0959
89,a naka guarded by armed forces,a checkpoint guarded by armed forces,0.0477
90,a naka on the highway,a checkpoint on the highway,0.1425
91,a long queue at the toll naka,a long queue at the toll checkpoint,0.0905
92,a naka at the national border,a checkpoint at the national border,0.1172
93,a naka with police officers,a checkpoint with police officers,0.1584
94,a naka with very few cars,a checkpoint with very few cars,0.131
95,an outdoor tiffin with lots of people,an outdoor luncheon with lots of people,0.3406
96,two people having a tiffin,two people having a luncheon,0.1641
97,a company having a tiffin,a company having a luncheon,0.5652
98,a fancy indoor tiffin,a fancy indoor luncheon,0.7192
99,a plant-based tiffin,a plant-based luncheon,0.6613
