Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a lil boy playing with a yoyo,a little boy playing with a yoyo,0.5463
1,a lil girl playing with a toy car,a little girl playing with a toy car,0.8986
2,a lil cat sitting on top of the piano,a little cat sitting on top of the piano,0.8236
3,a lil dog playing in the backyard,a little dog playing in the backyard,0.6342
4,a lil one story blue house,a little one story blue house,0.7146
5,a lil baby wrapped in a blanket,a little baby wrapped in a blanket,0.9011
6,a guy driving his whip,a man driving his car,0.3939
7,a woman driving her blue whip,a woman driving her blue car,0.5728
8,a man driving a new whip on the freeway,a man driving a new car on the freeway,0.4443
9,a red whip parked in the garage,a red car parked in the garage,0.3983
10,a whip parked by the curb,a car parked by the curb,0.161
11,a black whip with chrome rims,a black car with chrome rims,0.67
12,a guy in front of his crib,a man in front of his house,0.2051
13,a woman in front of her crib,a woman in front of her house,0.263
14,a family in front of their new crib,a family in front of their new house,0.2229
15,a retiree and her one story crib with a flower garden,a retiree and her one story house with a flower garden,0.5075
16,a crib with a white picket fence,a house with a white picket fence,0.3487
17,a brick crib with a garden,a brick house with a garden,0.6089
18,a man holla at a girl across the street,a man holler at a girl across the street,0.3377
19,a man holla at a woman near the bus stop,a man holler at a woman near the bus stop,0.3059
20,a guy holla at a woman walking past him,a man holler at a woman walking past him,0.2369
21,a guy holla at his homie from the balcony,a man holler at his close friend from the balcony,0.2757
22,a loud holla from the audience during the show,a loud holler from the audience during the show,0.3175
23,she heard a holla from across the street,she heard a holler from across the street,0.5596
24,me and homie hanging out at a cafe,me and my close friend hanging out at a cafe,0.5865
25,my homie talking on the phone,my close friend talking on the phone,0.4852
26,my homie waiting outside the store,my close friend waiting outside the store,0.5681
27,me and my homie eating together at lunch,me and my close friend eating together at lunch,0.5216
28,a homie from childhood playing video games together,a close friend from childhood playing video games together,0.535
29,a homie with a skateboard,a close friend with a skateboard,0.5944
30,me and my crew hanging out after school,me and my friends hanging out after school,0.5562
31,me and my crew at a restaurant,me and my friends at a restaurant,0.4717
32,taking a selfie with my crew,taking a selfie with my friends,0.7085
33,me and my crew hanging out at a cafe,me and my friends hanging out at a cafe,0.5283
34,my crew hanging out at the park,my friends hanging out at the park,0.6749
35,a crew in matching shirts,a group of friends in matching shirts,0.5269
36,an old nana in front of a new england style house,an old grandma in front of a new england style house,0.357
37,my nana and my dad,my grandmother and my dad,0.4858
38,my nana with my mom,my grandmother with my mom,0.7123
39,my nana and her cat,my grandmother and her cat,0.1409
40,a nana knitting a sweater,a grandma knitting a sweater,0.311
41,a nana baking cookies,a grandma baking cookies,0.3203
42,a picture of my bae smiling at the beach,a picture of my lover smiling at the beach,0.4711
43,me and my bae holding hands at sunset,me and my lover holding hands at sunset,0.9085
44,my bae posing in a botanical garden,my lover posing in a botanical garden,0.6732
45,my bae drinking coffee,my lover drinking coffee,0.6843
46,a bae holding a bouquet of roses,a lover holding a bouquet of roses,0.7082
47,a bae taking a selfie,a lover taking a selfie,0.4755
48,a wallet full of dough,a wallet full of money,0.0789
49,pay with some dough,pay with some money,0.157
50,a man paying dough to the cashier,a man paying money to the cashier,0.1703
51,a woman paying dough to the shopkeeper,a woman paying money to the shopkeeper,0.2015
52,a wallet overflowing with fresh green dough,a wallet overflowing with fresh green money,0.365
53,an armored cash carrier carrying bags of dough,an armored cash carrier carrying bags of money,0.4182
54,a guy wearing kicks,a man wearing sneakers,0.8876
55,a girl wearing white leather kicks,a girl wearing white leather sneakers,0.7269
56,a pair of stylish kicks,a pair of stylish sneakers,0.9366
