Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a medieval math,a medieval monastery,0.2206
1,a math on a hill,a monastery on a hill,0.2259
2,a small math,a small monastery,0.1674
3,a painting of a math,a painting of a monastery,0.2159
4,a crowded math,a crowded monastery,0.2561
5,a math in a dark forest,a monastery in a dark forest,0.2477
6,simkin on a wooden table,champagne on a wooden table,0.2075
7,simkin in a cabinet,champagne in a cabinet,0.2208
8,simkin on a table outside,champagne on a table outside,0.2076
9,a painting of some simkin,a painting of some champagne,0.2235
10,simkin on the beach,champagne on the beach,0.2251
11,simkin on top of a piano,champagne on top of a piano,0.2485
12,an old dai,an old midwife,0.2406
13,a dai with a woman,a midwife with a woman,0.2472
14,a painting of a dai,a painting of a midwife,0.2517
15,a young dai,a young midwife,0.2309
16,a dai sitting down,a midwife sitting down,0.2438
17,a photograph of a dai with a cat,a photograph of a midwife with a cat,0.2853
18,a medico at a table,a medical practitioner at a table,0.3138
19,an old medico,an old medical practitioner,0.2794
20,a medico at a park,a medical practitioner at a park,0.3005
21,a medico with a woman,a medical practitioner with a woman,0.2983
22,a medico with a notepad,a medical practitioner with a notepad,0.3072
23,a painting of a medico,a painting of a medical practitioner,0.3171
24,a window covered with chick,a window covered with bamboo blinds,0.254
25,a doorway with chick,a doorway with bamboo blinds,0.2311
26,hand-crafted chick,hand-crafted bamboo blinds,0.1667
27,sun-faded chick,sun-faded bamboo blinds,0.1703
28,chick with decorative trim,bamboo blinds with decorative trim,0.1632
29,tattered chick,tattered bamboo blinds,0.1637
30,a dark ghat,a dark mountain pass,0.2164
31,a ghat covered in snow,a mountain pass covered in snow,0.2291
32,a crowded ghat,a crowded mountain pass,0.2282
33,a ghat with a nearby lake,a mountain pass with a nearby lake,0.2422
34,a painting of a beautiful ghat,a painting of a beautiful mountain pass,0.2418
35,an abandoned ghat,an abandoned mountain pass,0.2265
36,an old kirana,an old convenience store,0.181
37,a modern kirana,a modern convenience store,0.1625
38,a busy kirana,a busy convenience store,0.2311
39,a kirana on fire,a convenience store on fire,0.2305
40,an empty kirana,an empty convenience store,0.2233
41,a painting of a kirana,a painting of a convenience store,0.2119
42,an old mandapa,an old temple,0.2894
43,a mandapa on a hill,a temple on a hill,0.3104
44,a painting of a mandapa,a painting of a temple,0.3434
45,a mandapa in a dark forest,a temple in a dark forest,0.3415
46,a mandapa in a city,a temple in a city,0.2932
47,a abandoned mandapa,an abandoned temple,0.2903
48,a nai in red,a barber in red,0.2438
49,an old nai,an old barber,0.1987
50,a small nai shop,a small barber shop,0.2733
51,a busy nai shop,a busy barber shop,0.2056
52,a nai by the chair,a barber by the chair,0.2
53,a nai working,a barber working,0.2114
54,a thana in a city,a police station in a city,0.189
55,a busy thana,a busy police station,0.2138
56,a thana in a small town,a police station in a small town,0.1835
57,a person entering a thana,a person walking into a police station,0.2432
58,a painting of a thana,a painting of a police station,0.2201
59,a photograph of a modern thana,a photograph of a modern police station,0.1681
60,an abba in front of a house,a father in front of a house,0.2388
61,a girl standing with her abba,a girl standing with her father,0.2597
62,a crying abba,a crying father,0.2348
63,an abba on a bed,a father on a bed,0.2545
64,an old abba with a dog,an old father with a dog,0.303
65,an old abba in the kitchen,an old father in the kitchen,0.2689
66,a beautiful pial,a beautiful veranda,0.2029
67,an expensive looking pial,an expensive looking veranda,0.1707
68,a modern looking pial,a modern looking veranda,0.1791
69,a green pial,a green veranda,0.2295
70,a dimly lit pial,a dimly lit veranda,0.2092
71,a painting of a pial,a painting of a veranda,0.2094
72,a dry nullah,a dry riverbed,0.2889
73,a beautiful nullah in a painting,a beautiful riverbed in a painting,0.2994
74,a nullah in a forest,a riverbed in a forest,0.2921
75,a narrow nullah,a narrow riverbed,0.2679
76,a small nullah,a small riverbed,0.2527
77,a wet nullah,a wet riverbed,0.2766
78,a beautiful rani,a beautiful queen,0.2573
79,a rani in a garden,a queen in a garden,0.2833
80,a painting of an old rani,a painting of an old queen,0.2935
81,a rani covered in snow,a queen covered in snow,0.2801
82,a rani in a large hall,a queen in a large hall,0.3068
83,an old rani on a bed,an old queen on a bed,0.2545
84,a sliced brinjal,a sliced eggplant,0.3113
85,a brinjal on a table,an eggplant on a table,0.335
86,brinjal in a basket,eggplant in a basket,0.3331
87,a painting of a brinjal,a painting of a eggplant,0.3633
88,a moldy brinjal,a moldy eggplant,0.2994
89,a dish with brinjal,a dish with eggplant,0.2883
90,a table of khana,a table of food,0.2928
91,a basket with khana,a basket with food,0.2988
92,healthy khana,healthy food,0.2549
93,khana in a cabinet,food in a cabinet,0.307
94,a person with some khana,a person with some food,0.2896
95,a family enjoying khana,a family enjoying food,0.3105
96,a bustling nagar,a bustling town,0.2425
97,an abandoned nagar,an abandoned town,0.2832
98,view of a nagar,view of a town,0.267
99,a beautiful nagar,a beautiful town,0.2392
100,a painting of a nagar,a painting of a town,0.3131
101,a lively nagar,a lively town,0.2224
102,a dying oont,a dying camel,0.2246
103,a oont next to water,a camel next to water,0.2423
104,a painting of a large oont,a painting of a large camel,0.2513
105,an oont eating food,a camel eating food,0.2227
106,a oont in the street,a camel in the street,0.2245
107,an oont walking in the heat,a camel walking in the heat,0.2123
108,agarbatti in a house,incense in a house,0.3176
109,agarbatti on a table,incense on a table,0.2834
110,a painting of agarbatti,a painting of incense,0.3079
111,agarbatti burning,incense burning,0.2432
112,red abarbatti,red incense,0.2438
113,agarbatti on a shelf,incense on a shelf,0.2738
114,a painting of a beautiful kulang,a painting of a beautiful crane bird,0.2581
115,a large group of kulang,a large group of crane birds,0.226
116,a dirty kulang,a dirty crane bird,0.1673
117,two kulangs next to each other,two crane birds next to each other,0.217
118,a sleeping kulang,a sleeping crane bird,0.2449
119,a kulang eating food,a crane bird eating food,0.2178
120,a enormous godown,a enormous warehouse,0.2961
121,an abandoned godown,an abandoned warehouse,0.2862
122,a busy godown,a busy warehouse,0.2248
123,a painting of a godown,a painting of a warehouse,0.3165
124,a godown on fire,a warehouse on fire,0.2915
125,a dark abandoned godown,a dark abandoned warehouse,0.2914
126,painting of a medical hall,painting of a pharmacy,0.246
127,a modern medical hall,a modern pharmacy,0.2455
128,inside a medical hall,inside a pharmacy,0.2435
129,a busy medical hall,a busy pharmacy,0.2476
130,entrance of a medical hall,entrance of a pharmacy,0.2447
131,a rural medical hall,a rural pharmacy,0.2253
132,an abandoned petrol bunk,an abandoned gas station,0.3378
133,a petrol bunk in a desert,a gas station in a desert,0.3446
134,a photograph of a modern petrol bunk,a photograph of a modern gas station,0.2954
135,a very busy petrol bunk,a very busy gas station,0.2783
136,a petrol bunk in a big city,a gas station in a big city,0.2992
137,a dirty petrol bunk,a dirty gas station,0.2861
138,a man with a blue mo-bike,a man with a blue motorcycle,0.2838
139,a black mo-bike,a black motorcycle,0.2523
140,three mo-bikes on the road,three motorcycles on the road,0.2538
141,a broken mo-bike,a broken motorcycle,0.2371
142,a mo-bike in the forest,a motorcycle in the forest,0.2988
143,a group of mo-bike,a group of motorcycles,0.2601
144,two bundooks leaning on each other,two rifles leaning on each other,0.2275
145,a person holding a bundook,a person holding a rifle,0.2408
146,a broken bundook,a broken rifle,0.2395
147,a rusty bundook,a rusty rifle,0.2333
148,a bundook in a store,a rifle in a store,0.1949
149,a bundook on the ground,a rifle on the ground,0.2496
150,an old handicraftsman,an old craftsman,0.3142
151,a group of handicraftsmen,a group of craftsmen,0.325
152,a handicraftsman in a house,a craftsman in a house,0.2985
153,a dirty handicraftsman,a dirty craftsman,0.294
154,a handicraftsman in orange,a craftsman in orange,0.3148
155,a handicraftsman in a big city,a craftsman in a big city,0.2984
156,an angry incharge,an angry supervisor,0.2562
157,an old incharge,an old supervisor,0.2526
158,an incharge in a room,a supervisor in a room,0.2707
159,a painting of an incharge,a painting of a supervisor,0.2961
160,an incharge in the office,a supervisor in the office,0.2456
161,an incharge with a group of people,a supervisor with a group of people,0.2611
162,some pani on the table,some water on the table,0.1971
163,a child with pani,a child with water,0.2858
164,dirty pani,dirty water,0.2303
165,pani in the forest,water in the forest,0.2516
