Prompt_Index,SAE_Prompt,Score
0,a medieval monastery,0.2972
1,a monastery on a hill,0.2956
2,a small monastery,0.288
3,a painting of a monastery,0.3383
4,a crowded monastery,0.2852
5,a monastery in a dark forest,0.3262
6,champagne on a wooden table,0.3014
7,champagne in a cabinet,0.3296
8,champagne on a table outside,0.2932
9,a painting of some champagne,0.3266
10,champagne on the beach,0.3292
11,champagne on top of a piano,0.3349
12,an old midwife,0.2953
13,a midwife with a woman,0.2981
14,a painting of a midwife,0.3423
15,a young midwife,0.2896
16,a midwife sitting down,0.2837
17,a photograph of a midwife with a cat,0.3271
18,a medical practitioner at a table,0.2882
19,an old medical practitioner,0.2682
20,a medical practitioner at a park,0.3029
21,a medical practitioner with a woman,0.2932
22,a medical practitioner with a notepad,0.2921
23,a painting of a medical practitioner,0.3218
24,a window covered with bamboo blinds,0.3335
25,a doorway with bamboo blinds,0.3231
26,hand-crafted bamboo blinds,0.3277
27,sun-faded bamboo blinds,0.3366
28,bamboo blinds with decorative trim,0.3367
29,tattered bamboo blinds,0.3091
30,a dark mountain pass,0.2942
31,a mountain pass covered in snow,0.3135
32,a crowded mountain pass,0.2779
33,a mountain pass with a nearby lake,0.2934
34,a painting of a beautiful mountain pass,0.3332
35,an abandoned mountain pass,0.2904
36,an old convenience store,0.3336
37,a modern convenience store,0.3092
38,a busy convenience store,0.3013
39,a convenience store on fire,0.3378
40,an empty convenience store,0.3134
41,a painting of a convenience store,0.384
42,an old temple,0.3054
43,a temple on a hill,0.2987
44,a painting of a temple,0.3385
45,a temple in a dark forest,0.3475
46,a temple in a city,0.3001
47,an abandoned temple,0.3074
48,a barber in red,0.3217
49,an old barber,0.3189
50,a small barber shop,0.3194
51,a busy barber shop,0.3214
52,a barber by the chair,0.3268
53,a barber working,0.2981
54,a police station in a city,0.2945
55,a busy police station,0.2836
56,a police station in a small town,0.3172
57,a person walking into a police station,0.3087
58,a painting of a police station,0.3455
59,a photograph of a modern police station,0.2669
60,a father in front of a house,0.2891
61,a girl standing with her father,0.29
62,a crying father,0.2746
63,a father on a bed,0.2785
64,an old father with a dog,0.3243
65,an old father in the kitchen,0.3007
66,a beautiful veranda,0.3077
67,an expensive looking veranda,0.2933
68,a modern looking veranda,0.2908
69,a green veranda,0.3164
70,a dimly lit veranda,0.3104
71,a painting of a veranda,0.3276
72,a dry riverbed,0.2997
73,a beautiful riverbed in a painting,0.3295
74,a riverbed in a forest,0.2973
75,a narrow riverbed,0.2968
76,a small riverbed,0.2901
77,a wet riverbed,0.2889
78,a beautiful queen,0.2884
79,a queen in a garden,0.2958
80,a painting of an old queen,0.3217
81,a queen covered in snow,0.3073
82,a queen in a large hall,0.3178
83,an old queen on a bed,0.3098
84,a sliced eggplant,0.316
85,an eggplant on a table,0.3364
86,eggplant in a basket,0.3301
87,a painting of a eggplant,0.3783
88,a moldy eggplant,0.2938
89,a dish with eggplant,0.3087
90,a table of food,0.2956
91,a basket with food,0.3196
92,healthy food,0.2803
93,food in a cabinet,0.3161
94,a person with some food,0.2834
95,a family enjoying food,0.3096
96,a bustling town,0.2688
97,an abandoned town,0.3069
98,view of a town,0.277
99,a beautiful town,0.2665
100,a painting of a town,0.3214
101,a lively town,0.2815
102,a dying camel,0.3082
103,a camel next to water,0.3532
104,a painting of a large camel,0.3247
105,a camel eating food,0.335
106,a camel in the street,0.3499
107,a camel walking in the heat,0.3207
108,incense in a house,0.3382
109,incense on a table,0.3176
110,a painting of incense,0.3321
111,incense burning,0.2745
112,red incense,0.3073
113,incense on a shelf,0.2821
114,a painting of a beautiful crane bird,0.3649
115,a large group of crane birds,0.3271
116,a dirty crane bird,0.2953
117,two crane birds next to each other,0.3216
118,a sleeping crane bird,0.311
119,a crane bird eating food,0.341
120,a enormous warehouse,0.315
121,an abandoned warehouse,0.2963
122,a busy warehouse,0.2846
123,a painting of a warehouse,0.3252
124,a warehouse on fire,0.32
125,a dark abandoned warehouse,0.2983
126,painting of a pharmacy,0.3334
127,a modern pharmacy,0.3376
128,inside a pharmacy,0.3203
129,a busy pharmacy,0.3121
130,entrance of a pharmacy,0.3134
131,a rural pharmacy,0.3294
132,an abandoned gas station,0.3376
133,a gas station in a desert,0.3443
134,a photograph of a modern gas station,0.314
135,a very busy gas station,0.2942
136,a gas station in a big city,0.3122
137,a dirty gas station,0.3068
138,a man with a blue motorcycle,0.311
139,a black motorcycle,0.2964
140,three motorcycles on the road,0.3041
141,a broken motorcycle,0.2975
142,a motorcycle in the forest,0.346
143,a group of motorcycles,0.3198
144,two rifles leaning on each other,0.2938
145,a person holding a rifle,0.2999
146,a broken rifle,0.2772
147,a rusty rifle,0.2905
148,a rifle in a store,0.3215
149,a rifle on the ground,0.2958
150,an old craftsman,0.3064
151,a group of craftsmen,0.3362
152,a craftsman in a house,0.2911
153,a dirty craftsman,0.3011
154,a craftsman in orange,0.3314
155,a craftsman in a big city,0.3287
156,an angry supervisor,0.2652
157,an old supervisor,0.2585
158,a supervisor in a room,0.2569
159,a painting of a supervisor,0.3285
160,a supervisor in the office,0.2469
161,a supervisor with a group of people,0.2653
162,some water on the table,0.294
163,a child with water,0.321
164,dirty water,0.2616
165,water in the forest,0.291
166,water in the house,0.2653
167,water in the well,0.311
168,a colorful festival,0.3019
169,a lively festival,0.2631
170,a festival in the summer,0.3011
171,an indoor festival,0.2934
172,a bustling festival,0.2925
173,a festival in the winter,0.3104
174,a man next to a checkpoint,0.3095
175,a small red checkpoint,0.2932
176,a busy checkpoint,0.2647
177,a empty checkpoint,0.295
178,an abandoned checkpoint,0.3041
179,a checkpoint in the winter,0.3151
180,an outdoor luncheon,0.3012
181,a lively luncheon,0.2849
182,a luncheon in the building,0.3015
183,an indoor luncheon,0.2872
184,a luncheon in the city,0.3097
185,a luncheon at school,0.3168
186,the inside of a gambling den,0.2938
187,a gambling room,0.3175
188,a place of gambling,0.2733
189,a bustling gambling den,0.2927
190,a luxurious gambling den,0.3082
191,a group of people gambling,0.3153
192,a luxurious wardrobe,0.3253
193,an old wardrobe,0.2961
194,a painting of a wardrobe,0.3463
195,a wardrobe in the bedroom,0.3192
196,a broken wardrobe,0.3025
197,a green wardrobe,0.3368
198,a car trunk filled with luggage,0.3046
199,a car trunk left open,0.2974
200,a spacious red car trunk,0.3412
201,a damaged car trunk,0.3195
202,a suitcase in a car trunk,0.3328
203,a rusty car trunk,0.2968
204,a spare tire mounted on a vehicle,0.327
205,a worn-out spare tire,0.3201
206,a spare tire leaning against a wall,0.3274
207,a black spare tire,0.3032
208,a mechanic inspecting a spare tire,0.3332
209,a spare tire lying on the road,0.3572
210,a group photo of my classmates,0.2674
211,my classmate smiling,0.2931
212,two classmates studying,0.2803
213,a classmate at a desk,0.2771
214,classmates outside the school,0.2892
215,a classmate playing basketball,0.2893
