Prompt_Index,SAE_Prompt,Score
0,a red semitruck,0.9851
1,a large semitruck,0.9692
2,a broken semitruck,0.5318
3,a painting of an old semitruck,0.9581
4,a modern semitruck,0.9511
5,a small semitruck,0.214
6,a cozy sweater,0.9647
7,a purple sweater,0.9796
8,a dirty sweater,0.5884
9,a designer sweater,0.6137
10,a sweater with holes,0.8235
11,a colorful sweater,0.9814
12,a modern bathroom,0.9819
13,a dirty bathroom,0.4273
14,a colorful bathroom,0.988
15,a bathroom with blue tiles,0.9852
16,a spacious bathroom,0.8298
17,a tiny bathroom,0.6886
18,a pack of sausages,0.7557
19,a plate of sausages and eggs,0.9764
20,three sausages,0.8296
21,sizzling sausages,0.6223
22,broken sausages,0.3369
23,some expired sausages,0.1909
24,a pile of trash,0.9775
25,trash on the floor,0.9809
26,a heap of trash,0.9782
27,a painting of trash,0.9595
28,a trash bin,0.9751
29,a room full of trash,0.9812
30,an apartment to rent,0.5092
31,an apartment with two bedrooms,0.6603
32,a city centre apartment,0.9345
33,an apartment with balcony,0.9477
34,students living in an apartment,0.8756
35,keys to a new apartment,0.6054
36,a broken car trunk,0.7065
37,a packed car trunk,0.9436
38,an empty car trunk,0.5839
39,a dirty car trunk,0.952
40,a modern car trunk,0.8498
41,a red car trunk,0.649
42,a long line,0.9506
43,a short line,0.3421
44,a painting of a long line,0.9239
45,a line of people,0.9182
46,a line outside the store,0.9719
47,a line for food,0.8769
48,a pair of purple pants,0.9838
49,a pair of denim pants,0.9738
50,some ripped pants,0.9779
51,my dirty pants,0.7956
52,a pair of designer pants,0.7823
53,pants with holes,0.6594
54,a small cookie,0.5586
55,a fresh cookie,0.891
56,a burnt cookie,0.7388
57,a broken cookie,0.5804
58,a painting of a cookie,0.9719
59,a chocolate cookie,0.8627
60,a handheld flashlight,0.7739
61,a flashlight in a drawer,0.6658
62,a pocket flashlight,0.8281
63,using a flashlight at night,0.7254
64,batteries for a flashlight,0.657
65,a flashlight with a switch,0.7401
66,some dirty diapers,0.3939
67,white diapers,0.6249
68,diapers with holes,0.7136
69,a pack of diapers,0.8192
70,a pair of pink diapers,0.8523
71,a ripped pair of diapers,0.6044
72,a modern gasoline station,0.9697
73,a painting of an old gasoline station,0.9259
74,a vintage gasoline station,0.9267
75,a gasoline pump,0.7729
76,a gasoline tanker,0.6359
77,a gasoline station sign,0.8271
78,a round soccer ball,0.9518
79,a black and white soccor ball,0.7592
80,a soccer match in Europe,0.7103
81,a soccer with black spots,0.8606
82,a team scoring a soccer goal,0.4349
83,kicking a soccer ball,0.8565
84,shopping at a pharmacy,0.9379
85,entering a local pharmacy,0.8953
86,shelves in a pharmacy,0.9802
87,queue at a pharmacy shop,0.905
88,sign for a pharmacy shop,0.7839
89,products from a pharmacy,0.9878
90,hot french fries with vinegar,0.4782
91,french fries with ketchup,0.6403
92,thick-cut french fries,0.858
93,french fries from a chippy,0.8184
94,french fries with fish,0.2636
95,takeaway french fries,0.8736
96,an attorney at a table,0.8565
97,an old attorney,0.8029
98,an attorney at a park,0.8339
99,an attorney with a woman,0.6695
100,an attorney with a notepad,0.6685
101,a painting of an attorney,0.8626
102,a school janitor,0.7421
103,a dirty janitor,0.6095
104,a tired janitor,0.7412
105,a busy janitor,0.8678
106,a painting of an old janitor,0.8135
107,a janitor in a mall,0.9374
108,a burning stove,0.9564
109,an old gas stove,0.7246
110,a modern electric stove,0.6983
111,a dirty stove,0.6151
112,a rusty stove,0.9694
113,a large stove,0.7793
