Prompt_Index,SAE_Prompt,Score
0,a plastic cup with milk tea,0.8173
1,a cup of milk tea on a table,0.7059
2,a shop selling milk tea,0.8377
3,a man drinking milk tea,0.8696
4,a woman drinking milk tea,0.8986
5,three cups of milk tea on the counter,0.7486
6,a couple sitting at a table both with coffee,0.8831
7,a man getting coffee from a modern cafe,0.9221
8,a table with a cup of coffee and a slice of cake,0.9691
9,two people getting coffee from a stall,0.9056
10,a man buying coffee at a busy counter,0.8427
11,a woman with coffee standing by a bus stop,0.9127
12,a child receiving a red packet from his grandmother,0.7755
13,two red packets on a table with gold designs,0.9546
14,a red packet and food on a table,0.8577
15,a group of people holding red packets,0.8478
16,a store selling red packets,0.9094
17,a red packet and some fruit on a table,0.9621
18,spicy squid dish,0.9028
19,raw squid at a market,0.8155
20,deep fried squid on a plate,0.7844
21,a large squid in an aquarium with coral,0.8276
22,a squid dish and rice on a table,0.8566
23,sliced squid in a frying pan,0.7532
24,getting food takeout from the small restaurant,0.9086
25,getting food takeout from the diner,0.8173
26,getting food takeout from the food truck,0.8524
27,let's get some food takeout,0.8602
28,chinese food takeout packed in plastic containers,0.9714
29,a couple getting food takeout from a hawker stall,0.8963
30,a businessman with a grasping and selfish attitude grabbing all the samples,0.7161
31,a leader with a grasping and selfish attitude cutting in line for a photo,0.4936
32,a student with a grasping and selfish attitude hoarding all the notes,0.497
33,a parent with a grasping and selfish attitude rushing to the front row,0.5238
34,a businesswoman with a grasping and selfish attitude buying out limited deals,0.548
35,a politician with a grasping and selfish attitude speaking over everyone else,0.7963
36,a bored cat in a house,0.8252
37,a bored woman walking on the city street,0.8068
38,a bored worker in an office,0.9042
39,a child bored in the summer,0.7656
40,a bored dog in the front yard,0.7802
41,a bored man on vacation,0.7571
42,a dog relaxing on a grassy lawn in front of a house,0.9211
43,people relaxing on a beach with music playing,0.5782
44,a couple relaxing in a park under a tree,0.9572
45,people relaxing on a sofa,0.9839
46,a cat relaxing by a window,0.9727
47,a relaxing vacation setting,0.9833
48,a student in a class nodding yes,0.3493
49,a worker nodding yes to his supervisor,0.3156
50,a customer at a restaurant nodding yes,0.5127
