Prompt_Index,SAE_Prompt,Normalized_Score
0,a painting of shaved ice,0.925
1,a man enjoying shaved ice,0.8455
2,cup of shaved ice on a table,0.8328
3,a blue shaved ice,0.7781
4,a friend group,0.5213
5,a big friend group,0.8357
6,a friend group at school,0.6494
7,a friend group at the park,0.7323
8,a loud friend group,0.6821
9,a painting of a godfather,0.5741
10,a godfather,0.3995
11,a godfather in a house,0.5008
12,an old godfather,0.4132
13,a man with a godfather,0.3119
14,a woman with a godfather,0.3369
15,a big field,0.6806
16,a person at a field,0.2769
17,a green field,0.7099
18,an old jail,0.2166
19,a modern jail,0.2441
20,a small prison,0.1898
21,go to prison,0.1851
22,a painting of a girlfriend,0.8124
23,a girlfriend in a home,0.5883
24,a girlfriend in a car,0.7143
25,a girlfriend walking,0.376
26,me and my girlfriend,0.9413
27,at the park with my girlfriend,0.7529
28,my dad irons shirts,0.5014
29,she irons daily,0.8218
30,they iron clothes,0.8114
31,I iron pants,0.293
32,we iron uniforms,0.4061
33,he likes to iron,0.8809
34,a person exploring El Paso,0.6682
35,a painting of a brother,0.8529
36,a man hiking with his brother,0.8403
37,a brother in a house,0.7444
38,me with my brother,0.9585
39,a brother at a table,0.6725
40,a brother at a park,0.8369
41,a painting of a sister,0.4389
42,a man hiking with his sister,0.7332
43,a sister in a house,0.6846
44,me with my sister,0.7503
45,a sister at a table,0.6151
46,a sister at a park,0.5363
47,a painting of brothers,0.9076
48,brothers in a house,0.8543
49,me and my brothers,0.9648
50,brothers by a table,0.7617
51,brothers together,0.8691
52,brothers walking,0.8803
53,a painting of sisters,0.7583
54,sisters in a house,0.4542
55,me and my sisters,0.8275
56,sisters by a table,0.5418
57,sisters together,0.281
58,sisters walking,0.5552
59,a painting of Mexican American,0.5506
60,a Mexican American at a park,0.7218
61,a Mexican American neighborhood,0.7432
62,a Mexican American at a store,0.3858
63,a young Mexican American,0.4628
64,an old Mexican American,0.3461
65,a young man in a house,0.729
66,a young man in a park,0.9288
67,a painting of a young man,0.8868
68,a young man in a neighborhood,0.859
69,a young man on the ground,0.6314
70,a young man leaning,0.7657
71,a painting of a young man,0.8868
72,a young man on a sidewalk,0.7339
73,a young man on a trail,0.8389
74,a young man in a park,0.9288
75,a young man in a neighborhood,0.859
76,a young man on a street,0.7804
77,a painting of a man,0.6755
78,a big man,0.8043
79,a smaller man,0.2334
80,a man in a house,0.7041
81,a man in a park,0.8161
82,a man on a street,0.2367
83,a painting of a godmother,0.8439
84,an old godmother,0.7505
85,a middle-aged godmother,0.5766
86,a godmother in a house,0.7152
87,a godmother at a park,0.7934
88,a godmother in a car,0.8821
89,a guy acting crazy,0.5727
90,a crazy cat,0.5478
91,a crazy dog,0.7091
92,a crazy painting,0.6625
93,a crazy toy,0.7779
94,a daughter,0.4774
95,a daughter at home,0.6714
96,a daughter at a park,0.7322
97,a younger daughter,0.8018
98,an older daughter,0.679
99,a painting of a daugher,0.5959
100,a son,0.8988
101,a son at home,0.9374
102,a son at a park,0.888
103,a younger son,0.918
104,an older son,0.8417
105,a painting of a son,0.8527
106,a California landscape,0.8849
107,a city in California,0.7127
108,a California suburb,0.8044
109,money on the sidewalk,0.8145
110,a painting of a close friend,0.519
111,me and my close friend,0.8005
112,a close friend in a house,0.7545
113,a close friend at a cafe,0.7027
114,a close friend on the sidewalk,0.5221
115,a close friend in a park,0.7785
116,a person pampered himself,0.7223
117,a couple getting pampered,0.5465
118,a woman getting pampered,0.7518
119,a couple getting lunch,0.5335
120,lunch in the meadow,0.8047
121,a boy at the park,0.9034
122,a boy in a house,0.9019
123,a boy on the sidewalk,0.8881
124,a painting of a chamaco,0.4851
125,a boy at a school,0.8306
126,a boy and a soccer ball,0.871
127,a girl at the park,0.7013
128,a girl in a house,0.5298
129,a girl on the sidewalk,0.6652
130,a girl and a basketball,0.7547
131,a girl at a school,0.6721
132,a girl at a store,0.6946
133,a woman wearing flip-flops,0.3597
