Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a painting of raspa,a painting of shaved ice,0.7124
1,a man enjoying raspa,a man enjoying shaved ice,0.6165
2,cup of raspa on a table,cup of shaved ice on a table,0.6534
3,a blue raspa,a blue shaved ice,0.681
4,a clicka,a friend group,0.6762
5,a big clicka,a big friend group,0.6035
6,a clicka at school,a friend group at school,0.8434
7,a clicka at the park,a friend group at the park,0.8447
8,a loud clicka,a loud friend group,0.6603
9,a painting of a padrino,a painting of a godfather,0.6107
10,a padrino,a godfather,0.3928
11,a padrino in a house,a godfather in a house,0.3643
12,an old padrino,an old godfather,0.4393
13,a man with a padrino,a man with a godfather,0.4017
14,a woman with a padrino,a woman with a godfather,0.5348
15,a big fil,a big field,0.6444
16,a person at a fil,a person at a field,0.2776
17,a green fil,a green field,0.5621
18,an old pinta,an old jail,0.2413
19,a modern pinta,a modern jail,0.3364
20,a small pinta,a small prison,0.247
21,go to pinta,go to prison,0.3214
22,a painting of a jaina,a painting of a girlfriend,0.4773
23,a jaina in a home,a girlfriend in a home,0.1492
24,a jaina in a car,a girlfriend in a car,0.5298
25,a jaina walking,a girlfriend walking,0.0972
26,me and my jaina,me and my girlfriend,0.1058
27,at the park with my jaina,at the park with my girlfriend,0.1621
28,my dad planchar shirts,my dad irons shirts,0.55
29,she planchar daily,she irons daily,0.5338
30,they planchar clothes,they iron clothes,0.5625
31,I planchar pants,I iron pants,0.3012
32,we planchar uniforms,we iron uniforms,0.4761
33,he likes to planchar,he likes to iron,0.7593
34,a person exploring Chuco,a person exploring El Paso,0.6664
35,a painting of a carnal,a painting of a brother,0.6097
36,a man hiking with his carnal,a man hiking with his brother,0.768
37,a carnal in a house,a brother in a house,0.3691
38,me with my carnal,me with my brother,0.4056
39,a carnal at a table,a brother at a table,0.593
40,a carnal at a park,a brother at a park,0.6504
41,a painting of a carnalita,a painting of a sister,0.1628
42,a man hiking with his carnalita,a man hiking with his sister,0.7436
43,a carnalita in a house,a sister in a house,0.3936
44,me with my carnalita,me with my sister,0.8045
45,a carnalita at a table,a sister at a table,0.5592
46,a carnalita at a park,a sister at a park,0.7869
47,a painting of carnales,a painting of brothers,0.8617
48,carnales in a house,brothers in a house,0.4833
49,me and my carnales,me and my brothers,0.8497
50,carnales by a table,brothers by a table,0.8263
51,carnales together,brothers together,0.5331
52,carnales walking,brothers walking,0.4198
53,a painting of carnalas,a painting of sisters,0.3316
54,carnalas in a house,sisters in a house,0.7847
55,me and my carnalas,me and my sisters,0.8422
56,carnalas by a table,sisters by a table,0.6259
57,carnalas together,sisters together,0.7827
58,carnalas walking,sisters walking,0.3545
59,a painting of raza,a painting of Mexican American,0.5362
60,a raza at a park,a Mexican American at a park,0.1108
61,a raza neighborhood,a Mexican American neighborhood,0.1396
62,a raza at a store,a Mexican American at a store,0.4934
63,a young raza,a young Mexican American,0.2067
64,an old raza,an old Mexican American,0.5615
65,a vato in a house,a young man in a house,0.9566
66,a vato in a park,a young man in a park,0.9766
67,painting of a vato,a painting of a young man,0.9194
68,a vato in a neighborhood,a young man in a neighborhood,0.9741
69,a vato on the ground,a young man on the ground,0.9451
70,a vato leaning,a young man leaning,0.9162
71,a painting of an ese,a painting of a young man,0.2899
72,an ese on a sidewalk,a young man on a sidewalk,0.6762
73,an ese on a trail,a young man on a trail,0.5943
74,an ese in a park,a young man in a park,0.8178
75,an ese in a neighborhood,a young man in a neighborhood,0.723
76,an ese on a street,a young man on a street,0.6234
77,a painting of a bato,a painting of a man,0.457
78,a big bato,a big man,0.6177
79,a smaller bato,a smaller man,0.3728
80,a bato in a house,a man in a house,0.146
81,a bato in a park,a man in a park,0.6824
82,a bato on a street,a man on a street,0.1078
83,a painting of a madrina,a painting of a godmother,0.8375
84,an old madrina,an old godmother,0.6956
85,a middle-aged madrina,a middle-aged godmother,0.6122
86,a madrina in a house,a godmother in a house,0.6411
87,a madrina at a park,a godmother at a park,0.6812
88,a madrina in a car,a godmother in a car,0.8096
89,a guy acting loco,a guy acting crazy,0.7215
90,a loco cat,a crazy cat,0.5199
91,a loco dog,a crazy dog,0.7653
92,a loco painting,a crazy painting,0.6328
93,a loco toy,a crazy toy,0.5431
94,a mi'ja,a daughter,0.1366
95,a mi'ja at home,a daughter at home,0.0399
96,a mi'ja at a park,a daughter at a park,0.1081
97,a younger mi'ja,a younger daughter,0.3535
98,an older mi'ja,an older daughter,0.2111
