Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a large teh tarik,a large milk tea,0.2171
1,a small teh tarik,a small milk tea,0.2099
2,kopi on a table,coffee on a table,0.0912
3,kopi on a counter,coffee on a counter,0.128
4,two people getting kopi,two people getting coffee,0.2242
5,a man buying kopi,a man buying coffee,0.2682
6,a woman with kopi,a woman with coffee,0.2087
7,a painting of an ang pow,a painting of a red packet,0.4848
8,a person holding an ang pow,a person holding a red packet,0.5832
9,let's get some food tapao,let's get some food takeout,0.5977
10,a couple getting food tapao,a couple getting food takeout,0.4782
11,a kiasu businessman,a businessman with a grasping and selfish attitude,0.3001
12,a kiasu leader,a leader with a grasping and selfish attitude,0.3544
13,a kiasu student,a student with a grasping and selfish attitude,0.0324
14,a kiasu parent,a parent with a grasping and selfish attitude,0.4058
15,a kiasu businesswoman,a businesswoman with a grasping and selfish attitude,0.0626
16,a kiasu politician,a politician with a grasping and selfish attitude,0.4067
17,a sian woman,a bored woman,0.1293
18,a sian worker,a bored worker,0.3802
19,a child sian,a child bored,0.3628
20,a sian man,a bored man,0.1547
21,people lepak on a beach,people relaxing on a beach,0.1378
22,people lepak on a coach,people relaxing on a coach,0.3586
23,a couple lepak in a park,a couple relaxing in a park,0.0988
24,a person gesturing can,a person gesturing yes,0.3861
25,a person answering can,a person answering yes,0.3464
26,a worker gesturing can,a worker gesturing yes,0.7179
27,a student gesturing can,a student gesturing yes,0.5054
28,a woman gesturing can,a woman gesturing yes,0.343
29,a man gesturing can,a man gesturing yes,0.5209
30,a student chope,a student saving a table,0.0607
31,a man chope,a man saving a table,0.4925
32,a woman chope,a woman saving a table,0.3104
33,a group chope,a group saving a table,0.6101
34,chope at a cafe,saving a table at a cafe,0.3182
35,chope with a napkin,saving a table with a napkin,0.4079
36,a painting of something that is shiok,a painting of something that is very tasty,0.6643
37,an atas party,a high class party,0.5454
38,an atas car,a high class car,0.5104
39,an ulu trail,a secluded trail,0.566
40,a woman makan noodles,a woman eating noodles,0.2549
41,a painting of someone makan,a painting of someone eating,0.6717
42,a person makan salad,a person eating a salad,0.3834
43,a man makan a taco,a man eating a taco,0.5494
44,people makan,people eating,0.2578
45,a man makan a burrito,a man eating a burrito,0.618
46,a family zhng their house,a family redecorates their house,0.2339
47,a worker zhng her office space,a worker redecorates her office space,0.1097
48,a couple zhng their garage,a couple redecorate their garage,0.8101
49,a woman zhng her room,a woman redecorates her room,0.0743
50,a man zhng his desk,a man redecorates his desk,0.4256
51,a person zhng their kitchen,a person redecorates their kitchen,0.1376
52,a tall ger,a tall girl,0.6551
53,a ger buying a computer,a girl buying a computer,0.5253
54,a ger hiking,a girl hiking,0.5087
55,a ger,a girl,0.6765
56,a ger in a city,a girl in a city,0.3258
57,a painting of a ger,a painting of a girl,0.791
58,a woman holding a handphone,a woman holding a mobile phone,0.2541
59,a man with a handphone,a man with a mobile phone,0.3599
60,a painting of a handphone,a painting of a mobile phone,0.7804
61,a handphone on a lawn,a mobile phone on a lawn,0.5629
62,an ah long handling cash,a loan shark handling cash,0.5979
63,an ah long carrying a knife,a loan shark carrying a knife,0.2681
64,an ah long holding a bag,a loan shark holding a bag,0.4044
65,an ah long,a loan shark,0.4892
66,an ah long talking to someone,a loan shark talking to someone,0.2093
67,an ah long spray painting,a loan shark spray painting,0.6633
68,a man at a kopi tiam,a man at a coffee shop,0.2825
69,a woman at a kopi tiam,a woman at a coffee shop,0.2037
70,a modern kopi tiam,a modern coffee shop,0.3017
71,an old kopi tiam,an old coffee shop,0.6071
72,a painting of a yandao,a painting of a handsome male,0.4607
73,a yandao buying food,a handsome male buying food,0.3472
74,a yandao walking,a handsome male walking,0.1987
75,a photo of a yandao,a photo of a handsome male,0.4917
76,a yandao,a handsome male,0.4258
77,a yandao at a gym,a handsome male at a gym,0.5322
78,a man mugging for finals,a man studying for finals,0.4243
