Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a lil baby,a little baby,1.0
1,a painting of a lil boy,a painting of a little boy,1.0
2,a lil girl,a little girl,1.0
3,a man holla at a girl,a man holler at a girl,0.0
4,a man holla at a woman,a man holler at a woman,0.0
5,a guy holla at a woman,a guy holler at a woman,0.0
6,a guy holla at his homie,a guy holler at his close friend,0.0
7,a holla from the audience,a holler from the audience,0.0
8,my homie,my close friend,0.0
9,my handsome homie,my handsome close friend,0.0
10,an old homie,an old close friend,0.0
11,me and my homie,me and my close friend,0.0
12,a homie from childhood,a close friend from childhood,0.0
13,painting of me and my homie,painting of me and my close friend,0.0
14,me and my crew,me and my friends,1.0
15,me and my large crew,me and my large friends,1.0
16,painting of me and my crew,painting of me and my friends,0.0
17,me and my small crew,me and my small friends,1.0
18,my crew wearing red,my friends wearing red,0.0
19,my crew at my house,my friends at my house,0.0
20,an old nana,an old grandma,1.0
21,my beautiful nana,my beautiful grandma,1.0
22,a group of nanas,a group of grandmas,1.0
23,my nana in purple,my grandma in purple,1.0
24,my nana in her house,my grandma in her house,1.0
25,an angry nana,an angry grandma,1.0
26,a picture of my bae,a picture of my lover,1.0
27,my sleeping bae,my sleeping lover,0.0
28,my beautiful bae,my beautiful lover,1.0
29,my bae at my house,my lover at my house,0.0
30,my bae wearing purple,my lover wearing purple,0.0
31,my handsome bae,my handsome lover,1.0
32,a kid deposit some dough,a kid deposit some money,1.0
33,a man paying with dough,a man paying with money,1.0
34,a woman paying with dough,a woman paying with money,1.0
35,a man aiming his piece,a man aiming his gun,0.0008
36,a man wearing grills,a man wearing dental jewelry,0.0
37,a woman wearing grills,a woman wearing dental jewelry,0.0
38,tipping my lid,tipping my hat,1.0
39,wearing a lid,wearing a hat,1.0
40,loading the hammer,loading the gun,1.0
41,aiming the hammer,aiming the gun,0.0
42,a busy hood,a busy neighborhood,0.0
43,a man flashing paper,a man flashing bills,1.0
44,a man with his fam,a man with his close friends,0.0
45,a group picture with the fam,a group picture with the close friends,0.0
46,a painting of my fam,a painting of my close friends,1.0
47,my fam in the house,my close friends in the house,0.0
48,me with my fam,me with my close friends,0.0
49,hanging with my fam,hanging with my close friends,0.0
50,a picture of my boo,a picture of my lover,0.0
51,my sleeping boo,my sleeping lover,0.0
52,my beautiful boo,my beautiful lover,0.0
53,my boo at my house,my lover at my house,0.0
54,my boo wearing pink,my lover wearing pink,0.0
55,my handsome boo,my handsome lover,1.0
56,my homeboy,my close friend,0.0
57,my handsome homeboy,my handsome close friend,0.0008
58,an old homeboy,an old close friend,0.0
59,me and my homeboy,me and my close friend,0.0
60,a homeboy from childhood,a close friend from childhood,0.0
61,painting of me and my homeboy,painting of me and my close friend,0.0
62,a man feeling mellow,a man high on marijuana,1.0
63,a woman feeling mellow,a woman high on marijuana,1.0
64,a painting of a person feeling mellow,a painting of a person high on marijuana,1.0
65,a group of people feeling mellow,a group of people high on marijuana,0.0
66,college students feeling mellow,college students high on marijuana,0.0
67,a person feeling mellow,a person high on marijuana,1.0
68,my morning nappiness,my morning hair frizziness,0.0
69,a painting of my nappiness,a painting of my hair frizziness,0.0
70,fixing my nappiness,fixing my hair frizziness,0.0
71,a woman with nappiness,a woman with hair frizziness,0.0
72,my natural nappiness,my natural hair frizziness,0.0
73,two people with nappiness,two people with hair frizziness,0.0
74,a painting of my dreads,a painting of my dreadlocks,0.0
75,my dirty dreads,my dirty dreadlocks,0.0
76,my long dreads,my long dreadlocks,0.0
77,two people with dreads,two people with dreadlocks,0.0
78,cutting my dreads,cutting my dreadlocks,0.0
79,dyed dreads,dyed dreadlocks,0.0
