Prompt_Index,SAE_Prompt,Normalized_Score
0,a man wearing a purple sweater,0.2428
1,a woman knitting a brown sweater,0.3864
2,a girl knocking on the bathroom door,0.3478
3,a line of people waiting outside the bathroom,0.2314
4,a man cutting a sausage in half,0.6389
5,a woman throwing away the trash,0.5843
6,a man loading luggage into the car trunk,0.6954
7,a woman putting groceries in the car trunk,0.515
8,a boy waiting in the line at a grocery store,0.5525
9,a line for the rollercoaster,0.344
10,a line at the ticket counter,0.2778
11,a line for the morning bus,0.2747
12,a line at the post office,0.4303
13,a man ironing creases in his pants,0.5508
14,a kid wearing a pair of blue pants,0.941
15,a woman enjoying a cup of tea with a cookie,0.396
16,a man baking homemade cookies,0.6777
17,a man searching in the dark with a flashlight,0.6527
18,a policeman shining a flashlight at the suspect,0.2018
19,a mother changing her baby's diaper,0.6174
20,a happy baby wearing pink diapers,0.8076
21,a man filling up his car with gasoline,0.7408
22,a group of kids kicking a soccer ball,0.7732
23,a soccer player in the stadium,0.5178
24,a soccer player celebrating a win,0.5382
25,a soccer goalie in the field,0.6543
26,a goalkeeper trying to catch a soccer ball,0.7189
27,a woman picking up a precription at the pharmacy,0.583
28,a group of people waiting at the pharmacy,0.4928
29,a boy eating french fries,0.7951
30,an attorney talking to his client,0.6769
31,a man attending a meeting with his attorney,0.5742
32,an attorney in a courtroom,0.7265
33,my attorney discussing the case,0.7631
34,an attorney with legal books,0.7325
35,a school janitor sweeping the hallway,0.3171
36,a man talking to a janitor at the mall,0.4747
37,a tired janitor in an empty hallway,0.5328
38,a janitor sweeping the school hallway,0.3147
39,an office janitor in a supply closet,0.7115
40,a building janitor taking out the trash,0.6317
41,a man preparing dinner on the stove,0.6302
42,a woman putting the baby down in the crib,0.6768
43,a man setting up a crib,0.7217
44,a baby in a colorful crib,0.8631
45,a worker changing the image on the billboard,0.7401
46,a group of people staring at a large billboard,0.4155
47,a woman using a vacuum cleaner to clean the carpet,0.6673
48,a man using a vacuum cleaner on a carpeted floor,0.6366
49,a man holding a water pitcher,0.5471
50,a boy refilling his cup with a water pitcher,0.7958
51,a mailman delivering packages,0.7087
52,a man having a friendly chat with the mailman,0.7777
53,a mailman in blue uniform,0.5975
54,a mailman in a truck,0.5098
55,a mailman at the front door,0.5586
56,my mailman with a big bag,0.7361
57,a woman taking a walk with her baby in the baby carriage,0.6407
58,a baby carriage with a sleeping baby,0.7019
59,a man walking with a baby carriage on a cobblestone street,0.345
60,a man inside a black sedan,0.6637
61,a boy sitting on the hood of the car,0.8917
62,a woman chopping cilantro in the kitchen,0.5614
63,a man slicing a zucchini in the kitchen,0.3541
64,a woman picking a zucchini at the market,0.2801
65,a crowd of people waiting for the subway,0.2525
66,a man sitting inside the subway,0.1932
67,my subway ride during rush hour,0.4016
68,a grandma slicing an eggplant in the kitchen,0.5922
69,a man picking an eggplant at the market,0.213
70,a band-aid covering a small wound,0.4535
71,a band-aid on someone's forehead,0.4991
72,a band-aid floating in a swimming pool,0.5543
73,a discarded band-aid on the sidewalk,0.6027
74,a band-aid with cartoon characters,0.8699
75,a waterproof band-aid on a hand,0.6992
76,a vest displayed on a mannequin,0.5965
77,a checked vest on display,0.5197
78,a man buttoning his vest,0.4498
79,a silk vest in a boutique,0.66
80,a vest matching formal pants,0.4134
81,a vest embroidered with flowers,0.6561
