Prompt_Index,SAE_Prompt,Score
0,a red semitruck,0.2925
1,a large semitruck,0.2742
2,a broken semitruck,0.266
3,a painting of an old semitruck,0.3458
4,a modern semitruck,0.2973
5,a small semitruck,0.2819
6,a cozy sweater,0.2619
7,a purple sweater,0.2896
8,a dirty sweater,0.2716
9,a designer sweater,0.2899
10,a sweater with holes,0.3276
11,a colorful sweater,0.3008
12,a modern bathroom,0.2854
13,a dirty bathroom,0.2972
14,a colorful bathroom,0.3256
15,a bathroom with blue tiles,0.3188
16,a spacious bathroom,0.2902
17,a tiny bathroom,0.28
18,a pack of sausages,0.3093
19,a plate of sausages and eggs,0.3208
20,three sausages,0.2786
21,sizzling sausages,0.2832
22,broken sausages,0.3113
23,some expired sausages,0.2874
24,a pile of trash,0.2668
25,trash on the floor,0.2688
26,a heap of trash,0.2612
27,a painting of trash,0.3199
28,a trash bin,0.251
29,a room full of trash,0.2754
30,an apartment to rent,0.255
31,an apartment with two bedrooms,0.279
32,a city centre apartment,0.2524
33,an apartment with balcony,0.2974
34,students living in an apartment,0.2759
35,keys to a new apartment,0.2983
36,a broken car trunk,0.3084
37,a packed car trunk,0.3105
38,an empty car trunk,0.3109
39,a dirty car trunk,0.3052
40,a modern car trunk,0.3539
41,a red car trunk,0.3294
42,a long line,0.2353
43,a short line,0.2284
44,a painting of a long line,0.2723
45,a line of people,0.2717
46,a line outside the store,0.2495
47,a line for food,0.2264
48,a pair of purple pants,0.3518
49,a pair of denim pants,0.3155
50,some ripped pants,0.2979
51,my dirty pants,0.359
52,a pair of designer pants,0.312
53,pants with holes,0.2829
54,a small cookie,0.3269
55,a fresh cookie,0.2878
56,a burnt cookie,0.3514
57,a broken cookie,0.3382
58,a painting of a cookie,0.3763
59,a chocolate cookie,0.3244
60,a handheld flashlight,0.3393
61,a flashlight in a drawer,0.3297
62,a pocket flashlight,0.3254
63,using a flashlight at night,0.2916
64,batteries for a flashlight,0.2914
65,a flashlight with a switch,0.3318
66,some dirty diapers,0.3083
67,white diapers,0.3131
68,diapers with holes,0.298
69,a pack of diapers,0.3186
70,a pair of pink diapers,0.3469
71,a ripped pair of diapers,0.3217
72,a modern gasoline station,0.2947
73,a painting of an old gasoline station,0.3845
74,a vintage gasoline station,0.2811
75,a gasoline pump,0.2911
76,a gasoline tanker,0.2609
77,a gasoline station sign,0.3334
78,a round soccer ball,0.3329
79,a black and white soccor ball,0.2895
80,a soccer match in Europe,0.2882
81,a soccer with black spots,0.3134
82,a team scoring a soccer goal,0.3115
83,kicking a soccer ball,0.2789
84,shopping at a pharmacy,0.2786
85,entering a local pharmacy,0.2752
86,shelves in a pharmacy,0.3044
87,queue at a pharmacy shop,0.3103
88,sign for a pharmacy shop,0.3026
89,products from a pharmacy,0.2798
90,hot french fries with vinegar,0.3312
91,french fries with ketchup,0.3383
92,thick-cut french fries,0.3218
93,french fries from a chippy,0.3237
94,french fries with fish,0.3152
95,takeaway french fries,0.3161
96,an attorney at a table,0.2634
97,an old attorney,0.2393
98,an attorney at a park,0.2893
99,an attorney with a woman,0.2707
100,an attorney with a notepad,0.2953
101,a painting of an attorney,0.3347
102,a school janitor,0.2764
103,a dirty janitor,0.2715
104,a tired janitor,0.3036
105,a busy janitor,0.2494
106,a painting of an old janitor,0.3594
107,a janitor in a mall,0.3177
108,a burning stove,0.297
109,an old gas stove,0.3042
110,a modern electric stove,0.3125
111,a dirty stove,0.3036
112,a rusty stove,0.2757
113,a large stove,0.2658
114,a baby in a crib,0.3009
115,a wooden nursery crib,0.327
116,toys beside a crib,0.312
117,a crib with mobile,0.327
118,a crib with bars,0.3171
119,an infant's crib,0.3288
120,a billboard in a city,0.2319
121,a broken billboard,0.3093
122,a colorful billboard,0.3022
123,a bright red billboard,0.3743
124,a billboard lit up,0.3325
125,a dirty billboard,0.2806
126,a bright red vacuum cleaner,0.3465
127,a vacuum cleaner with a long cord,0.3644
128,a modern vacuum cleaner,0.3493
129,a broken vacuum cleaner,0.2934
130,a dirty vacuum cleaner,0.3135
131,a painting of an old vacuum cleaner,0.3617
132,a filled pitcher,0.306
133,an empty pitcher,0.3061
134,a broken pitcher,0.2913
135,a dirty pitcher,0.2864
136,a colorful pitcher,0.3079
137,a bright blue pitcher,0.3439
138,a young mailman,0.262
139,a lazy mailman,0.2716
140,a tired mailman,0.2553
141,a busy mailman,0.2616
142,a painting of an old mailman,0.3385
143,a mailman on the street,0.2727
144,a colorful baby carriage,0.3389
145,a baby carriage with a sunshade,0.3414
146,a bright pink baby carriage,0.3423
147,a dirty baby carriage,0.3268
148,a painting of a vintage baby carriage,0.3973
149,a modern baby carriage,0.2884
150,a luxurious sedan,0.2842
151,a bright red sedan,0.3055
152,a dirty sedan,0.2922
153,a sedan on the street,0.2373
154,a broken sedan,0.2669
155,a painting of a vintage sedan,0.3436
156,an open hood of car,0.2521
157,a dirty hood of car,0.3014
158,a bright red hood of car,0.2913
159,a hood of car with stripes,0.2928
160,a broken hood of car,0.2912
161,a colorful hood of car,0.2791
162,chopped cilantro,0.3246
163,cilantro on a table,0.301
164,cilantro in a basket,0.3339
165,a painting of cilantro,0.36
166,a basket of cilantro,0.359
167,a dish with cilantro,0.3098
168,a sliced zucchini,0.3332
169,a zucchini on the table,0.3267
170,zucchini in a basket,0.3393
171,a painting of a zucchini,0.3827
172,a moldy zucchini,0.3365
173,a dish with zucchini,0.3319
174,inside of the subway,0.2739
175,a subway station,0.2869
176,a dirty subway,0.308
177,a modern subway,0.2755
178,a painting of the subway,0.3444
179,an abandoned subway station,0.2962
180,a sliced eggplant,0.3192
181,an eggplant on the table,0.3767
182,eggplant in a basket,0.2907
183,a painting of an eggplant,0.3733
184,a moldy eggplant,0.3081
185,a dish with eggplant,0.3303
186,people on a crosswalk,0.306
187,a busy crosswalk,0.308
188,a painted crosswalk,0.2932
189,a wide crosswalk,0.3023
190,a woman on a crosswalk,0.2819
191,an empty crosswalk,0.3124
192,cars on a busy highway,0.2728
193,an empty highway,0.2706
194,a highway at sunset,0.2882
195,a highway sign,0.311
196,a highway with traffic cones,0.3225
197,a snowy highway,0.301
198,a band-aid wrapped around a finger,0.2859
199,a band-aid covering a small cut,0.3065
200,a band-aid on an injured knee,0.3152
201,a colorful band-aid on an elbow,0.3203
202,a band-aid for a cut,0.3124
203,a band-aid peeling off skin,0.3209
204,a torn trash bag,0.2623
205,a black trash bag,0.3282
206,an overflowing trash bag,0.2809
207,a roll of trash bags,0.3166
208,a trash bag on the ground,0.2916
209,a transparent trash bag,0.3189
210,a vest under a suit jacket,0.3362
211,a formal vest on a hanger,0.3268
212,a vest worn over a shirt,0.264
213,a velvet vest on display,0.3381
214,a striped vest displayed in a store,0.34
215,a velvet vest laid flat,0.3154
216,a salad bowl filled with arugula,0.3209
217,chopped arugula leaves,0.3509
218,a sandwich layered with arugula,0.3156
219,fresh arugula on a dinner plate,0.3521
220,a pizza topped generously with arugula,0.3348
221,a pile of washed arugula leaves,0.3402
