Prompt_Index,SAE_Prompt,Score
0,a large black truck,0.2867
1,a green truck,0.3125
2,a truck with a dog,0.3132
3,a painting of a truck,0.3328
4,a new truck,0.2702
5,an old truck,0.2996
6,a painting of shaved ice,0.3374
7,a man enjoying shaved ice,0.2985
8,a cup of shaved ice,0.3224
9,colorful shaved ice,0.3047
10,cup of shaved ice on a table,0.3132
11,a blue shaved ice,0.3378
12,a friend group,0.2409
13,a big friend group,0.2415
14,a friend group at school,0.2423
15,a painting of a friend group,0.2956
16,a friend group at the park,0.2516
17,a loud friend group,0.25
18,a painting of a godfather,0.3347
19,a godfather,0.2745
20,a godfather in a house,0.2674
21,an old godfather,0.2688
22,a man with a godfather,0.2586
23,a woman with a godfather,0.263
24,a big field,0.2588
25,a painting of a field,0.3033
26,a person at a field,0.2957
27,a yellow field,0.3166
28,a green field,0.2933
29,a busy field,0.2535
30,an old jail,0.2777
31,a modern jail,0.2654
32,a painting of a jail,0.3183
33,a small prison,0.2542
34,go to prison,0.2509
35,inside a prison,0.2947
36,a painting of a girlfriend,0.2979
37,a girlfriend in a home,0.2538
38,a girlfriend in a car,0.2745
39,a girlfriend walking,0.2784
40,me and my girlfriend,0.2539
41,at the park with my girlfriend,0.2582
42,my dad irons shirts,0.2681
43,she irons daily,0.2409
44,they iron clothes,0.2535
45,I iron pants,0.2437
46,we iron uniforms,0.2716
47,he likes to iron,0.2688
48,a person exploring El Paso,0.2947
49,a painting of El Paso,0.3306
50,a person in El Paso,0.2609
51,El Paso landscape,0.2812
52,a typical house in El Paso,0.308
53,a bird's eye view of El Paso,0.3081
54,a painting of a brother,0.3022
55,a man hiking with his brother,0.2765
56,a brother in a house,0.24
57,me with my brother,0.2697
58,a brother at a table,0.2918
59,a brother at a park,0.2616
60,a painting of a sister,0.3022
61,a man hiking with his sister,0.2816
62,a sister in a house,0.2574
63,me with my sister,0.249
64,a sister at a table,0.305
65,a sister at a park,0.2737
66,a painting of brothers,0.3123
67,brothers in a house,0.2616
68,me and my brothers,0.2719
69,brothers by a table,0.2993
70,brothers together,0.2527
71,brothers walking,0.2892
72,a painting of sisters,0.322
73,sisters in a house,0.2544
74,me and my sisters,0.2679
75,sisters by a table,0.294
76,sisters together,0.2682
77,sisters walking,0.3009
78,a painting of Mexican American,0.321
79,a Mexican American at a park,0.2872
80,a Mexican American neighborhood,0.3087
81,a Mexican American at a store,0.2937
82,a young Mexican American,0.2839
83,an old Mexican American,0.3074
84,a young man in a house,0.3005
85,a young man in a park,0.2805
86,a painting of a young man,0.3141
87,a young man in a neighborhood,0.284
88,a young man on the ground,0.2861
89,a young man leaning,0.2932
90,a painting of a young man,0.3141
91,a young man on a sidewalk,0.2791
92,a young man on a trail,0.273
93,a young man in a park,0.2805
94,a young man in a neighborhood,0.284
95,a young man on a street,0.2833
96,a painting of a junkyard,0.336
97,an old junkyard,0.3159
98,a modern junkyard,0.3035
99,a big junkyard,0.3096
100,a small junkyard,0.2971
101,a dirty junkyard,0.3132
102,a painting of alcohol,0.3217
103,aged alcohol,0.2796
104,strong alcohol,0.2554
