"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Dialect_Word","Input.SAE_Word","Input.Dialect_Prompts","Input.SAE_Prompts","Answer.prompt1-q1-idk.on","Answer.prompt1-q1-no.on","Answer.prompt1-q1-yes.on","Answer.prompt1-q2-idk.on","Answer.prompt1-q2-no.on","Answer.prompt1-q2-yes.on","Answer.prompt2-q1-idk.on","Answer.prompt2-q1-no.on","Answer.prompt2-q1-yes.on","Answer.prompt2-q2-idk.on","Answer.prompt2-q2-no.on","Answer.prompt2-q2-yes.on","Answer.prompt3-q1-idk.on","Answer.prompt3-q1-no.on","Answer.prompt3-q1-yes.on","Answer.prompt3-q2-idk.on","Answer.prompt3-q2-no.on","Answer.prompt3-q2-yes.on","Answer.prompt4-q1-idk.on","Answer.prompt4-q1-no.on","Answer.prompt4-q1-yes.on","Answer.prompt4-q2-idk.on","Answer.prompt4-q2-no.on","Answer.prompt4-q2-yes.on","Answer.prompt5-q1-idk.on","Answer.prompt5-q1-no.on","Answer.prompt5-q1-yes.on","Answer.prompt5-q2-idk.on","Answer.prompt5-q2-no.on","Answer.prompt5-q2-yes.on","Answer.prompt6-q1-idk.on","Answer.prompt6-q1-no.on","Answer.prompt6-q1-yes.on","Answer.prompt6-q2-idk.on","Answer.prompt6-q2-no.on","Answer.prompt6-q2-yes.on","Approve","Reject"
"3WA2XVDZEOSGJ8ZAAKOF2J1G6Q66EF","38EEJYEY9QC6ANR2QZJ06E1MGPO010","African American English Prompt Verification","African American English Prompt Verification","African American English Prompt Verification","$0.20","Thu Oct 05 22:00:51 PDT 2023","2","BatchId:5139781;OriginalHitTemplateId:928390909;","3600","259200","Thu Oct 12 22:00:51 PDT 2023","","","373ERPL3YRKEGUDLI5LA0KO49RKRT3","A2CXKGZKTD6XNH","Submitted","Thu Oct 05 22:01:30 PDT 2023","Thu Oct 05 22:03:25 PDT 2023","Sun Oct 08 22:03:25 PDT 2023","","","","115","100% (6/6)","100% (5/5)","0% (0/0)","bae","lover","a picture of my bae; me and my bae; my bae posing in a botanical garden; my bae drinking coffee; a bae holding a bouquet of roses; a bae taking a selfie","a picture of my lover; me and my lover; my lover posing in a botanical garden; my lover drinking coffee; a lover holding a bouquet of roses; a lover taking a selfie","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","true","false","false","false","true","false","false","true","false","false","true"
"3WA2XVDZEOSGJ8ZAAKOF2J1G6Q66EF","38EEJYEY9QC6ANR2QZJ06E1MGPO010","African American English Prompt Verification","African American English Prompt Verification","African American English Prompt Verification","$0.20","Thu Oct 05 22:00:51 PDT 2023","2","BatchId:5139781;OriginalHitTemplateId:928390909;","3600","259200","Thu Oct 12 22:00:51 PDT 2023","","","3VW6495TLMCJUHO16603GX9GRGHYY1","A1SARRYNMZDVXB","Submitted","Thu Oct 05 22:01:41 PDT 2023","Thu Oct 05 22:14:20 PDT 2023","Sun Oct 08 22:14:20 PDT 2023","","","","759","100% (5/5)","100% (1/1)","0% (0/0)","bae","lover","a picture of my bae; me and my bae; my bae posing in a botanical garden; my bae drinking coffee; a bae holding a bouquet of roses; a bae taking a selfie","a picture of my lover; me and my lover; my lover posing in a botanical garden; my lover drinking coffee; a lover holding a bouquet of roses; a lover taking a selfie","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
"31S7M7DAGI10RCKENJJCQOJEZVHLTR","38EEJYEY9QC6ANR2QZJ06E1MGPO010","African American English Prompt Verification","African American English Prompt Verification","African American English Prompt Verification","$0.20","Thu Oct 05 22:00:51 PDT 2023","2","BatchId:5139781;OriginalHitTemplateId:928390909;","3600","259200","Thu Oct 12 22:00:51 PDT 2023","","","3TMSXRD2X9CIF6IYFGB6HDDQ9N91W8","AFY4GMLUB2TVJ","Submitted","Thu Oct 05 22:02:19 PDT 2023","Thu Oct 05 22:04:51 PDT 2023","Sun Oct 08 22:04:51 PDT 2023","","","","152","100% (5/5)","100% (5/5)","100% (4/4)","bling","flashy jewelry","bling that caught everyone's eye at the party; my bling representing my style; an outfit completed with some serious bling; a showcase of new bling at the store; my favorite bling from my grandma; a statement made with just the right bling","flashy jewelry that caught everyone's eye at the party; my flashy jewelry representing my style; an outfit completed with some serious flashy jewelry; a showcase of new flashy jewelry at the store; my favorite piece of flashy jewelry from my grandma; a statement made with just the right flashy jewelry","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false"
"31S7M7DAGI10RCKENJJCQOJEZVHLTR","38EEJYEY9QC6ANR2QZJ06E1MGPO010","African American English Prompt Verification","African American English Prompt Verification","African American English Prompt Verification","$0.20","Thu Oct 05 22:00:51 PDT 2023","2","BatchId:5139781;OriginalHitTemplateId:928390909;","3600","259200","Thu Oct 12 22:00:51 PDT 2023","","","3WYGZ5XF3ZRREQNB3L7NP364CGCSKM","A3R0XBLEYY99E4","Submitted","Thu Oct 05 22:02:19 PDT 2023","Thu Oct 05 22:09:56 PDT 2023","Sun Oct 08 22:09:56 PDT 2023","","","","457","100% (4/4)","100% (4/4)","100% (4/4)","bling","flashy jewelry","bling that caught everyone's eye at the party; my bling representing my style; an outfit completed with some serious bling; a showcase of new bling at the store; my favorite bling from my grandma; a statement made with just the right bling","flashy jewelry that caught everyone's eye at the party; my flashy jewelry representing my style; an outfit completed with some serious flashy jewelry; a showcase of new flashy jewelry at the store; my favorite piece of flashy jewelry from my grandma; a statement made with just the right flashy jewelry","false","true","false","false","false","true","false","false","true","false","false","true","false","false","true","false","true","false","false","true","false","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
"3VDVA3ILIFQJW0U4A92M7QVBBV51GT","38EEJYEY9QC6ANR2QZJ06E1MGPO010","African American English Prompt Verification","African American English Prompt Verification","African American English Prompt Verification","$0.20","Thu Oct 05 22:00:51 PDT 2023","2","BatchId:5139781;OriginalHitTemplateId:928390909;","3600","259200","Thu Oct 12 22:00:51 PDT 2023","","","384PI804XVDP10G7ZSX56JRVYI6S0G","A18KJYSJCE0CDS","Submitted","Thu Oct 05 22:01:41 PDT 2023","Thu Oct 05 22:05:26 PDT 2023","Sun Oct 08 22:05:26 PDT 2023","","","","225","100% (13/13)","100% (13/13)","100% (13/13)","boo","lover","spending time with my boo at home; getting stuff from the grocery store with my boo; a woman and her boo at a fancy restaurant; a man and his boo on a flight; me holding hands at the movie with my boo; me and my boo sharing an umbrella in the rain","spending time with my lover at home; getting stuff from the grocery store with my lover; a woman and her lover at a fancy restaurant; a man and his lover on a flight; me holding hands at the movie with my lover; me and my lover sharing an umbrella in the rain","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
"3VDVA3ILIFQJW0U4A92M7QVBBV51GT","38EEJYEY9QC6ANR2QZJ06E1MGPO010","African American English Prompt Verification","African American English Prompt Verification","African American English Prompt Verification","$0.20","Thu Oct 05 22:00:51 PDT 2023","2","BatchId:5139781;OriginalHitTemplateId:928390909;","3600","259200","Thu Oct 12 22:00:51 PDT 2023","","","3G2UL9A02GQYWDIUDEFBKT5QO7G76A","A1SQ0P956AACLG","Submitted","Thu Oct 05 22:02:18 PDT 2023","Thu Oct 05 22:06:54 PDT 2023","Sun Oct 08 22:06:54 PDT 2023","","","","276","100% (2/2)","100% (2/2)","100% (2/2)","boo","lover","spending time with my boo at home; getting stuff from the grocery store with my boo; a woman and her boo at a fancy restaurant; a man and his boo on a flight; me holding hands at the movie with my boo; me and my boo sharing an umbrella in the rain","spending time with my lover at home; getting stuff from the grocery store with my lover; a woman and her lover at a fancy restaurant; a man and his lover on a flight; me holding hands at the movie with my lover; me and my lover sharing an umbrella in the rain","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false"
"34ZTTGSNJZZLD09WFUAJTRFKY79QHB","38EEJYEY9QC6ANR2QZJ06E1MGPO010","African American English Prompt Verification","African American English Prompt Verification","African American English Prompt Verification","$0.20","Thu Oct 05 22:00:51 PDT 2023","2","BatchId:5139781;OriginalHitTemplateId:928390909;","3600","259200","Thu Oct 12 22:00:51 PDT 2023","","","3GS6S824ST9LTDPNK394EKQTCODWNA","A2CXKGZKTD6XNH","Submitted","Thu Oct 05 22:01:36 PDT 2023","Thu Oct 05 22:11:27 PDT 2023","Sun Oct 08 22:11:27 PDT 2023","","","","591","100% (6/6)","100% (5/5)","0% (0/0)","bussin","tasty","two people enjoying bussin food; some bussin fries; a guy enjoying bussin food; a woman buying bussin food; a bussin bowl of mac and cheese; a bussin plate of fried chicken","two people enjoying tasty food; some tasty fries; a man enjoying tasty food; a woman buying tasty food; a tasty bowl of mac and cheese; a tasty plate of fried chicken","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
"34ZTTGSNJZZLD09WFUAJTRFKY79QHB","38EEJYEY9QC6ANR2QZJ06E1MGPO010","African American English Prompt Verification","African American English Prompt Verification","African American English Prompt Verification","$0.20","Thu Oct 05 22:00:51 PDT 2023","2","BatchId:5139781;OriginalHitTemplateId:928390909;","3600","259200","Thu Oct 12 22:00:51 PDT 2023","","","32EYX73OY3LTG7SAIABK5GA6S5RRUU","A3U2C2ENBGR3W7","Submitted","Thu Oct 05 22:01:32 PDT 2023","Thu Oct 05 22:41:27 PDT 2023","Sun Oct 08 22:41:27 PDT 2023","","","","2395","100% (6/6)","0% (0/0)","0% (0/0)","bussin","tasty","two people enjoying bussin food; some bussin fries; a guy enjoying bussin food; a woman buying bussin food; a bussin bowl of mac and cheese; a bussin plate of fried chicken","two people enjoying tasty food; some tasty fries; a man enjoying tasty food; a woman buying tasty food; a tasty bowl of mac and cheese; a tasty plate of fried chicken","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
"3ZQA3IO31D27ODB2YSFUCZ4D2HVO12","38EEJYEY9QC6ANR2QZJ06E1MGPO010","African American English Prompt Verification","African American English Prompt Verification","African American English Prompt Verification","$0.20","Thu Oct 05 22:00:51 PDT 2023","2","BatchId:5139781;OriginalHitTemplateId:928390909;","3600","259200","Thu Oct 12 22:00:51 PDT 2023","","","3TYCR1GOTFVZZ8R7JDDW0WGMOVHZL1","AZ8TEZIJAOCKD","Submitted","Thu Oct 05 22:02:18 PDT 2023","Thu Oct 05 22:05:38 PDT 2023","Sun Oct 08 22:05:38 PDT 2023","","","","200","0% (0/0)","0% (0/0)","0% (0/0)","chains","necklace","a man wearing gold chains; a woman wearing gold chains; a guy wearing rose gold chains; some gold chains around the neck; a display of chains in a jewelry store; a man wearing dark silver chains","a man wearing a gold necklace; a woman wearing a gold necklace; a man wearing a rose gold necklace; some gold necklaces around the neck; a display of necklaces in a jewelry store; a man wearing a dark gray necklace","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false"
"3ZQA3IO31D27ODB2YSFUCZ4D2HVO12","38EEJYEY9QC6ANR2QZJ06E1MGPO010","African American English Prompt Verification","African American English Prompt Verification","African American English Prompt Verification","$0.20","Thu Oct 05 22:00:51 PDT 2023","2","BatchId:5139781;OriginalHitTemplateId:928390909;","3600","259200","Thu Oct 12 22:00:51 PDT 2023","","","33UKMF931CWRW9QDMUQ50ZPMXCHTTI","A1CU9ZEIA0DR36","Submitted","Thu Oct 05 22:24:38 PDT 2023","Thu Oct 05 22:26:04 PDT 2023","Sun Oct 08 22:26:04 PDT 2023","","","","86","100% (5/5)","100% (5/5)","100% (5/5)","chains","necklace","a man wearing gold chains; a woman wearing gold chains; a guy wearing rose gold chains; some gold chains around the neck; a display of chains in a jewelry store; a man wearing dark silver chains","a man wearing a gold necklace; a woman wearing a gold necklace; a man wearing a rose gold necklace; some gold necklaces around the neck; a display of necklaces in a jewelry store; a man wearing a dark gray necklace","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
