Prompt_Index,SAE_Prompt,Normalized_Score
0,a little boy playing with a yoyo,0.4476
1,a little girl playing with a toy car,0.7678
2,a little baby wrapped in a blanket,0.8033
3,a man driving his car,0.255
4,a woman driving her blue car,0.1076
5,a man driving a new car on the freeway,0.7729
6,a man in front of his house,0.1206
7,a woman in front of her house,0.0548
8,a family in front of their new house,0.7931
9,a retiree and her one story house with a flower garden,0.8785
10,a man holler at a girl across the street,0.1641
11,a man holler at a woman near the bus stop,0.1631
12,a man holler at a woman walking past him,0.139
13,a man holler at his close friend from the balcony,0.0117
14,a loud holler from the audience during the show,0.4636
15,she heard a holler from across the street,0.1424
16,me and my close friend hanging out at a cafe,0.6718
17,my close friend talking on the phone,0.6644
18,my close friend waiting outside the store,0.005
19,me and my close friend eating together at lunch,0.7533
20,a close friend from childhood playing video games together,0.1055
21,a close friend with a skateboard,0.2222
22,me and my friends hanging out after school,0.4615
23,me and my friends at a restaurant,0.3997
24,taking a selfie with my friends,0.4128
25,me and my friends hanging out at a cafe,0.7292
26,my friends hanging out at the park,0.1666
27,a group of friends in matching shirts,0.3088
28,an old grandma in front of a new england style house,0.4188
29,my grandmother and my dad,0.8699
30,my grandmother with my mom,0.7031
31,my grandmother and her cat,0.7596
32,a grandma knitting a sweater,0.5625
33,a grandma baking cookies,0.7383
34,a picture of my lover smiling at the beach,0.4302
35,me and my lover holding hands at sunset,0.2118
36,my lover posing in a botanical garden,0.5441
37,my lover drinking coffee,0.3185
38,a lover holding a bouquet of roses,0.2279
39,a lover taking a selfie,0.0866
40,a man paying money to the cashier,0.1875
41,a woman paying money to the shopkeeper,0.3471
42,a man wearing sneakers,0.7999
43,a girl wearing white leather sneakers,0.1766
44,a man aiming his gun,0.1775
45,a man aiming his gun in a dark alley,0.1805
46,a woman firing her gun at the target,0.2012
47,a soldier carrying a gun,0.2237
48,a man wearing cool clothes,0.044
49,a woman wearing cool clothes,0.4565
50,a man wearing minimalist clothes,0.1705
51,a woman wearing vintage clothes,0.4542
52,a man wearing dental jewelry over the teeth,0.5762
53,a rapper with dental jewelry,0.2575
54,a man wearing green dental jewelry,0.1698
55,a woman wearing dental jewelry with a confident smile,0.2761
56,a rapper showing off his dental jewelry,0.7718
57,gold dental jewelry on a smiling face,0.298
58,a woman driving her convertible car,0.1403
59,a man driving his convertible car on the hilly road,0.6218
60,two people riding in a convertible car,0.9235
61,a man driving a sporty convertible car,0.2569
62,a grandpa wearing a baseball cap,0.3578
63,a woman wearing an orange cap,0.3651
64,a man wearing a red cap,0.0767
65,a man with a blue cap,0.1194
66,a boy wearing a cap matching his outfit,0.8747
67,a man looking at his reflection in a mirror,0.1047
68,a woman looking at her reflection in a mirror,0.2996
69,a couple looking at their reflection in a mirror,0.2906
70,a man holding his gun,0.023
71,a woman holding a large gun,0.1268
72,a couple of soldiers with guns,0.1119
73,a group of people with guns,0.2628
74,a man wearing a gold necklace,0.0512
75,a woman wearing a gold necklace,0.4323
76,a man wearing a rose gold necklace,0.0935
77,some gold necklaces around the neck,0.3355
78,a man wearing a dark gray necklace,0.0694
79,a woman driving a car,0.1831
80,a guy riding in a car,0.2426
81,a group of friends in a car,0.6316
82,a person firing a gun,0.0035
83,a man aiming a gun at a target,0.0257
84,a person firing a small gun,0.0424
85,a woman aiming a gun,0.0067
86,a policeman shooting a gun,0.1197
87,two people enjoying tasty food,0.79
88,a man enjoying tasty food,0.3284
89,a woman buying tasty food,0.3818
90,walking through the bland suburban neighborhood,0.4161
91,kids playing in the neighborhood,0.5539
92,a cashier counting the money from the customer,0.6638
93,a woman getting money from her checking account at the ATM,0.3778
94,the foodtruck worker getting money from the customer for the purchase,0.6667
95,a man paying back his friend the money for the coffee,0.6261
96,a rich businessman showing off a large stack of bills,0.6433
97,hanging out with my close friends,0.6855
98,hanging out with my close friends at a cafe,0.53
99,studying with my close friends at a library,0.7678
100,me and my close friends gathered for a barbecue,0.4856
101,a group picture with close friends at the beach,0.5114
