Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a lil baby,a little baby,0.2563
1,a lil dog,a little dog,0.2865
2,a lil cat,a little cat,0.2884
3,a painting of a lil boy,a painting of a little boy,0.3404
4,a lil horse,a little horse,0.2947
5,a lil girl,a little girl,0.2877
6,a parked whip,a parked car,0.2625
7,a second-hand whip,a second-hand car,0.2091
8,a gas whip,a gas car,0.2345
9,a rental whip,a rental car,0.2411
10,an electric whip,an electric car,0.2307
11,a leased whip,a leased car,0.2271
12,a suburban crib,a suburban house,0.2828
13,a crib downtown,a house downtown,0.2095
14,a lakeside crib,a lakeside house,0.2626
15,an old crib,an old house,0.2137
16,a waterfront crib,a waterfront house,0.3199
17,a brick crib,a brick house,0.2768
18,a man holla at a girl,a man holler at a girl,0.2089
19,a man holla at a woman,a man holler at a woman,0.2246
20,a guy holla at a woman,a guy holler at a woman,0.2208
21,a guy holla at his homie,a guy holler at his close friend,0.207
22,a holla from the audience,a holler from the audience,0.2451
23,a loud holla,a loud holler,0.2253
24,my homie,my close friend,0.1918
25,my handsome homie,my handsome close friend,0.2402
26,an old homie,an old close friend,0.2373
27,me and my homie,me and my close friend,0.2038
28,a homie from childhood,a close friend from childhood,0.2255
29,painting of me and my homie,painting of me and my close friend,0.2969
30,me and my crew,me and my friends,0.2101
31,me and my large crew,me and my large friends,0.2299
32,painting of me and my crew,painting of me and my friends,0.3006
33,me and my small crew,me and my small friends,0.2402
34,my crew wearing red,my friends wearing red,0.2737
35,my crew at my house,my friends at my house,0.2302
36,an old nana,an old grandma,0.2851
37,my beautiful nana,my beautiful grandma,0.2787
38,a group of nanas,a group of grandmas,0.2315
39,my nana in purple,my grandma in purple,0.3131
40,my nana in her house,my grandma in her house,0.2968
41,an angry nana,an angry grandma,0.2993
42,a picture of my bae,a picture of my lover,0.231
43,my sleeping bae,my sleeping lover,0.2583
44,my beautiful bae,my beautiful lover,0.2274
45,my bae at my house,my lover at my house,0.2207
46,my bae wearing purple,my lover wearing purple,0.2814
47,my handsome bae,my handsome lover,0.2428
48,work for dough,work for money,0.2135
49,a kid deposit some dough,a kid deposit some money,0.2124
50,a man paying with dough,a man paying with money,0.2692
51,a woman paying with dough,a woman paying with money,0.2713
