Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a red lorry,a red semitruck,0.4115
1,a large lorry,a large semitruck,0.9543
2,a broken lorry,a broken semitruck,0.6488
3,a painting of an old lorry,a painting of an old semitruck,0.9509
4,a modern lorry,a modern semitruck,0.9654
5,a small lorry,a small semitruck,0.3408
6,a cozy jumper,a cozy sweater,0.9614
7,a purple jumper,a purple sweater,0.8621
8,a dirty jumper,a dirty sweater,0.7346
9,a designer jumper,a designer sweater,0.6621
10,a jumper with holes,a sweater with holes,0.869
11,a colorful jumper,a colorful sweater,0.9843
12,a modern loo,a modern bathroom,0.9425
13,a dirty loo,a dirty bathroom,0.757
14,a colorful loo,a colorful bathroom,0.6665
15,a loo with blue tiles,a bathroom with blue tiles,0.9845
16,a spacious loo,a spacious bathroom,0.287
17,a tiny loo,a tiny bathroom,0.7496
18,a pack of bangers,a pack of sausages,0.556
19,a plate of bangers and eggs,a plate of sausages and eggs,0.8688
20,three bangers,three sausages,0.6717
21,sizzling bangers,sizzling sausages,0.813
22,broken bangers,broken sausages,0.5303
23,some expired bangers,some expired sausages,0.4877
24,a pile of rubbish,a pile of trash,0.9766
25,rubbish on the floor,trash on the floor,0.9865
26,a heap of rubbish,a heap of trash,0.98
27,a painting of rubbish,a painting of trash,0.9401
28,a rubbish bin,a trash bin,0.9758
29,a room full of rubbish,a room full of trash,0.9733
30,a flat to rent,an apartment to rent,0.4907
31,a flat with two bedrooms,an apartment with two bedrooms,0.5681
32,a city centre flat,a city centre apartment,0.9438
33,a flat with balcony,an apartment with balcony,0.9721
34,students living in a flat,students living in an apartment,0.8607
35,keys to a new flat,keys to a new apartment,0.6177
36,a broken car boot,a broken car trunk,0.8746
37,a packed car boot,a packed car trunk,0.8901
38,an empty car boot,an empty car trunk,0.3044
39,a dirty car boot,a dirty car trunk,0.8362
40,a modern car boot,a modern car trunk,0.8166
41,a red car boot,a red car trunk,0.6266
42,a long queue,a long line,0.9519
43,a short queue,a short line,0.2846
44,a painting of a long queue,a painting of a long line,0.9139
45,a queue of people,a line of people,0.8935
46,a queue outside the store,a line outside the store,0.9755
47,a queue for food,a line for food,0.8566
48,a pair of purple trousers,a pair of purple pants,0.9841
49,a pair of denim trousers,a pair of denim pants,0.9847
50,some ripped trousers,some ripped pants,0.7889
51,my dirty trousers,my dirty pants,0.5763
52,a pair of designer trousers,a pair of designer pants,0.7691
53,trousers with holes,pants with holes,0.8125
54,a small biscuit,a small cookie,0.6211
55,a fresh biscuit,a fresh cookie,0.8959
56,a burnt biscuit,a burnt cookie,0.7662
57,a broken biscuit,a broken cookie,0.7409
58,a painting of a biscuit,a painting of a cookie,0.8109
59,a chocolate biscuit,a chocolate cookie,0.7441
60,a handheld torch,a handheld flashlight,0.8564
61,a torch in a drawer,a flashlight in a drawer,0.5407
62,a pocket torch,a pocket flashlight,0.6491
63,using a torch at night,using a flashlight at night,0.6926
64,batteries for a torch,batteries for a flashlight,0.5234
65,a torch with a switch,a flashlight with a switch,0.5517
66,some dirty nappies,some dirty diapers,0.4067
67,white nappies,white diapers,0.7334
68,nappies with holes,diapers with holes,0.7878
69,a pack of nappies,a pack of diapers,0.7821
70,a pair of pink nappies,a pair of pink diapers,0.8501
71,a ripped pair of nappies,a ripped pair of diapers,0.3337
72,a modern petrol station,a modern gasoline station,0.9652
73,a painting of an old petrol station,a painting of an old gasoline station,0.8408
74,a vintage petrol station,a vintage gasoline station,0.7882
75,a petrol pump,a gasoline pump,0.9224
76,a petrol tanker,a gasoline tanker,0.6265
77,a petrol station sign,a gasoline station sign,0.7715
78,a round football,a round soccer ball,0.5148
79,a black and white football,a black and white soccor ball,0.5781
80,a football match in Europe,a soccer match in Europe,0.7408
81,a football with black spots,a soccer with black spots,0.9128
82,a team scoring a football goal,a team scoring a soccer goal,0.5415
83,kicking a football,kicking a soccer ball,0.7649
84,shopping at a chemist,shopping at a pharmacy,0.9625
85,entering a local chemist,entering a local pharmacy,0.9054
86,shelves in a chemist,shelves in a pharmacy,0.9778
87,queue at a chemist shop,queue at a pharmacy shop,0.8111
88,sign for a chemist shop,sign for a pharmacy shop,0.7679
89,products from a chemist,products from a pharmacy,0.8575
90,hot chips with vinegar,hot french fries with vinegar,0.5171
91,chips with ketchup,french fries with ketchup,0.6636
92,thick-cut chips,thick-cut french fries,0.8647
93,chips from a chippy,french fries from a chippy,0.7929
94,chips with fish,french fries with fish,0.1555
95,takeaway chips,takeaway french fries,0.8528
96,a barrister at a table,an attorney at a table,0.7103
97,an old barrister,an old attorney,0.7066
98,a barrister at a park,an attorney at a park,0.9164
99,a barrister with a woman,an attorney with a woman,0.8395
100,a barrister with a notepad,an attorney with a notepad,0.75
101,a painting of a barrister,a painting of an attorney,0.8755
102,a school caretaker,a school janitor,0.2092
103,a dirty caretaker,a dirty janitor,0.6949
104,a tired caretaker,a tired janitor,0.5776
105,a busy caretaker,a busy janitor,0.5965
106,a painting of an old caretaker,a painting of an old janitor,0.6229
107,a caretaker in a mall,a janitor in a mall,0.4045
108,a burning cooker,a burning stove,0.6733
109,an old gas cooker,an old gas stove,0.7666
110,a modern electric cooker,a modern electric stove,0.918
111,a dirty cooker,a dirty stove,0.6998
112,a rusty cooker,a rusty stove,0.9162
113,a large cooker,a large stove,0.8393
114,a baby in a cot,a baby in a crib,0.808
115,a wooden nursery cot,a wooden nursery crib,0.8852
116,toys beside a cot,toys beside a crib,0.8538
117,a cot with mobile,a crib with mobile,0.3816
118,a cot with bars,a crib with bars,0.9505
119,an infant's cot,an infant's crib,0.9666
120,a hoarding in a city,a billboard in a city,0.7402
121,a broken hoarding,a broken billboard,0.3951
122,a colorful hoarding,a colorful billboard,0.6006
123,a bright red hoarding,a bright red billboard,0.5351
124,a hoarding lit up,a billboard lit up,0.8261
125,a dirty hoarding,a dirty billboard,0.3781
126,a bright red hoover,a bright red vacuum cleaner,0.9249
127,a hoover with a long cord,a vacuum cleaner with a long cord,0.5878
128,a modern hoover,a modern vacuum cleaner,0.9414
129,a broken hoover,a broken vacuum cleaner,0.4214
130,a dirty hoover,a dirty vacuum cleaner,0.5685
131,a painting of an old hoover,a painting of an old vacuum cleaner,0.8822
132,a filled jug,a filled pitcher,0.479
133,an empty jug,an empty pitcher,0.716
134,a broken jug,a broken pitcher,0.5187
135,a dirty jug,a dirty pitcher,0.6702
136,a colorful jug,a colorful pitcher,0.9552
137,a bright blue jug,a bright blue pitcher,0.8129
138,a young postman,a young mailman,0.4765
139,a lazy postman,a lazy mailman,0.361
140,a tired postman,a tired mailman,0.4852
141,a busy postman,a busy mailman,0.5356
142,a painting of an old postman,a painting of an old mailman,0.6856
143,a postman on the street,a mailman on the street,0.6503
144,a colorful pram,a colorful baby carriage,0.9503
145,a pram with a sunshade,a baby carriage with a sunshade,0.9477
146,a bright pink pram,a bright pink baby carriage,0.9693
147,a dirty pram,a dirty baby carriage,0.6155
148,a painting of a vintage pram,a painting of a vintage baby carriage,0.948
149,a modern pram,a modern baby carriage,0.9678
150,a luxurious saloon,a luxurious sedan,0.9643
151,a bright red saloon,a bright red sedan,0.1444
152,a dirty saloon,a dirty sedan,0.3591
153,a saloon on the street,a sedan on the street,0.2153
154,a broken saloon,a broken sedan,0.2057
155,a painting of a vintage saloon,a painting of a vintage sedan,0.1541
156,an open bonnet,an open hood of car,0.9263
157,a dirty bonnet,a dirty hood of car,0.4703
158,a bright red bonnet,a bright red hood of car,0.1072
159,a bonnet with stripes,a hood of car with stripes,0.1118
160,a broken bonnet,a broken hood of car,0.3857
161,a colorful bonnet,a colorful hood of car,0.1182
162,chopped coriander,chopped cilantro,0.9221
163,coriander on a table,cilantro on a table,0.946
164,coriander in a basket,cilantro in a basket,0.9779
165,a painting of coriander,a painting of cilantro,0.9389
166,a basket of coriander,a basket of cilantro,0.9621
