Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
0,a lil boy playing with a yoyo,a little boy playing with a yoyo,0.8433
1,a lil girl playing with a toy car,a little girl playing with a toy car,0.7427
2,a lil baby wrapped in a blanket,a little baby wrapped in a blanket,0.8479
3,a guy driving his whip,a man driving his car,0.6672
4,a woman driving her blue whip,a woman driving her blue car,0.7024
5,a man driving a new whip on the freeway,a man driving a new car on the freeway,0.5293
6,a guy in front of his crib,a man in front of his house,0.6646
7,a woman in front of her crib,a woman in front of her house,0.2586
8,a family in front of their new crib,a family in front of their new house,0.812
9,a retiree and her one story crib with a flower garden,a retiree and her one story house with a flower garden,0.6356
10,a man holla at a girl across the street,a man holler at a girl across the street,0.3652
11,a man holla at a woman near the bus stop,a man holler at a woman near the bus stop,0.2233
12,a guy holla at a woman walking past him,a man holler at a woman walking past him,0.2685
13,a guy holla at his homie from the balcony,a man holler at his close friend from the balcony,0.2887
14,a loud holla from the audience during the show,a loud holler from the audience during the show,0.7898
15,she heard a holla from across the street,she heard a holler from across the street,0.3367
16,me and homie hanging out at a cafe,me and my close friend hanging out at a cafe,0.307
17,my homie talking on the phone,my close friend talking on the phone,0.5058
18,my homie waiting outside the store,my close friend waiting outside the store,0.4716
19,me and my homie eating together at lunch,me and my close friend eating together at lunch,0.6313
20,a homie from childhood playing video games together,a close friend from childhood playing video games together,0.4093
21,a homie with a skateboard,a close friend with a skateboard,0.5529
22,me and my crew hanging out after school,me and my friends hanging out after school,0.5692
23,me and my crew at a restaurant,me and my friends at a restaurant,0.8439
24,taking a selfie with my crew,taking a selfie with my friends,0.8833
25,me and my crew hanging out at a cafe,me and my friends hanging out at a cafe,0.7996
26,my crew hanging out at the park,my friends hanging out at the park,0.9169
27,a crew in matching shirts,a group of friends in matching shirts,0.6895
28,an old nana in front of a new england style house,an old grandma in front of a new england style house,0.6132
29,my nana and my dad,my grandmother and my dad,0.7928
30,my nana with my mom,my grandmother with my mom,0.5866
31,my nana and her cat,my grandmother and her cat,0.704
32,a nana knitting a sweater,a grandma knitting a sweater,0.7901
33,a nana baking cookies,a grandma baking cookies,0.7225
34,a picture of my bae smiling at the beach,a picture of my lover smiling at the beach,0.6194
35,me and my bae holding hands at sunset,me and my lover holding hands at sunset,0.2149
36,my bae posing in a botanical garden,my lover posing in a botanical garden,0.5369
37,my bae drinking coffee,my lover drinking coffee,0.7702
38,a bae holding a bouquet of roses,a lover holding a bouquet of roses,0.4335
39,a bae taking a selfie,a lover taking a selfie,0.6449
40,a man paying dough to the cashier,a man paying money to the cashier,0.7898
41,a woman paying dough to the shopkeeper,a woman paying money to the shopkeeper,0.2328
42,a guy wearing kicks,a man wearing sneakers,0.6671
43,a girl wearing white leather kicks,a girl wearing white leather sneakers,0.4697
44,a guy aiming his piece,a man aiming his gun,0.2623
45,a man aiming his piece in a dark alley,a man aiming his gun in a dark alley,0.2592
46,a woman firing her piece at the target,a woman firing her gun at the target,0.3362
47,a soldier carrying a piece,a soldier carrying a gun,0.3867
48,a man wearing cool threads,a man wearing cool clothes,0.5467
49,a woman wearing cool threads,a woman wearing cool clothes,0.4979
50,a man wearing minimalist threads,a man wearing minimalist clothes,0.3411
51,a woman wearing vintage threads,a woman wearing vintage clothes,0.4856
52,a man wearing grills over the teeth,a man wearing dental jewelry over the teeth,0.3406
53,a rapper with grills,a rapper with dental jewelry,0.2765
54,a man wearing green grills,a man wearing green dental jewelry,0.6165
55,a woman wearing grills with a confident smile,a woman wearing dental jewelry with a confident smile,0.3594
56,a rapper showing off his grills,a rapper showing off his dental jewelry,0.1792
57,gold grills on a smiling face,gold dental jewelry on a smiling face,0.3518
58,a woman driving her drop,a woman driving her convertible car,0.3277
59,a man driving his drop on the hilly road,a man driving his convertible car on the hilly road,0.4752
60,two people riding in a drop,two people riding in a convertible car,0.7939
61,a guy driving a sporty drop,a man driving a sporty convertible car,0.4514
62,a grandpa wearing a baseball lid,a grandpa wearing a baseball cap,0.846
63,a woman wearing an orange lid,a woman wearing an orange cap,0.4868
64,a guy wearing a red lid,a man wearing a red cap,0.8679
65,a guy with a blue lid,a man with a blue cap,0.8918
66,a boy wearing a lid matching his outfit,a boy wearing a cap matching his outfit,0.9249
67,a man looking at his reflection in a glass,a man looking at his reflection in a mirror,0.6666
68,a woman looking at her reflection in a glass,a woman looking at her reflection in a mirror,0.3144
69,a couple looking at their reflection in a glass,a couple looking at their reflection in a mirror,0.3297
70,a man holding his gat,a man holding his gun,0.195
71,a woman holding a large gat,a woman holding a large gun,0.5757
72,a couple of soldiers with gats,a couple of soldiers with guns,0.2386
73,a group of people with gats,a group of people with guns,0.4922
74,a man wearing gold chains,a man wearing a gold necklace,0.2662
75,a woman wearing gold chains,a woman wearing a gold necklace,0.0513
76,a guy wearing rose gold chains,a man wearing a rose gold necklace,0.6522
77,some gold chains around the neck,some gold necklaces around the neck,0.3462
78,a man wearing dark silver chains,a man wearing a dark gray necklace,0.4325
79,a woman driving a roller,a woman driving a car,0.6529
80,a guy riding in a roller,a guy riding in a car,0.8652
81,a group of friends in a roller,a group of friends in a car,0.8176
82,a person firing a hammer,a person firing a gun,0.2107
83,a man aiming a hammer at a target,a man aiming a gun at a target,0.3884
84,a person firing a small hammer,a person firing a small gun,0.4728
85,a woman aiming a hammer,a woman aiming a gun,0.2247
86,a policeman shooting a hammer,a policeman shooting a gun,0.3353
87,two people enjoying bussin food,two people enjoying tasty food,0.6038
88,a guy enjoying bussin food,a man enjoying tasty food,0.8852
89,a woman buying bussin food,a woman buying tasty food,0.3314
90,walking through the bland suburban hood,walking through the bland suburban neighborhood,0.6427
91,kids playing in the hood,kids playing in the neighborhood,0.5779
92,a cashier counting the paper from the customer,a cashier counting the money from the customer,0.7628
93,a woman getting paper from her checking account at the ATM,a woman getting money from her checking account at the ATM,0.5642
94,the foodtruck worker getting paper from the customer for the purchase,the foodtruck worker getting money from the customer for the purchase,0.6609
95,a man paying back his friend the paper for the coffee,a man paying back his friend the money for the coffee,0.7056
96,a rich businessman showing off a large stack of paper,a rich businessman showing off a large stack of bills,0.7691
97,hanging out with my fam,hanging out with my close friends,0.9132
98,hanging out with my fam at a cafe,hanging out with my close friends at a cafe,0.7712
99,studying with my fam at a library,studying with my close friends at a library,0.6064
100,me and my fam gathered for a barbecue,me and my close friends gathered for a barbecue,0.8724
101,a group picture with the fam at the beach,a group picture with close friends at the beach,0.6598
102,going on a road trip with my fam,going on a road trip with my close friends,0.7884
103,spending time with my boo at home,spending time with my lover at home,0.4583
104,getting stuff from the grocery store with my boo,getting stuff from the grocery store with my lover,0.691
105,a woman and her boo at a fancy restaurant,a woman and her lover at a fancy restaurant,0.2849
106,a man and his boo on a flight,a man and his lover on a flight,0.7332
107,me holding hands at the movie with my boo,me holding hands at the movie with my lover,0.6652
108,me and my boo sharing an umbrella in the rain,me and my lover sharing an umbrella in the rain,0.144
109,me and my homeboy hiking in the mountains,me and my close friend hiking in the mountains,0.3176
110,a woman and her homeboy getting coffee,a woman and her close friend getting coffee,0.3623
111,a man and his homeboy walking a golden retriever,a man and his close friend walking a golden retriever,0.5024
112,me and my homeboy playing video games on the television,me and my close friend playing video games on the television,0.5679
113,my homeboy helping me with a move,my close friend helping me with a move,0.3355
