Prompt_Index,SAE_Prompt,Normalized_Score
0,a long line,0.2605
1,a short line,0.1298
2,a painting of a long line,0.575
3,a line of people,0.26
4,a line outside the store,0.2826
5,a line for food,0.3355
6,a team scoring a soccer goal,0.7683
7,queue at a pharmacy shop,0.2127
8,an attorney at a table,0.3348
9,an old attorney,0.3819
10,an attorney at a park,0.4225
11,an attorney with a woman,0.3224
12,an attorney with a notepad,0.4646
13,a painting of an attorney,0.7034
14,a school janitor,0.6644
15,a dirty janitor,0.7193
16,a tired janitor,0.5782
17,a busy janitor,0.5755
18,a painting of an old janitor,0.8251
19,a janitor in a mall,0.6692
20,a young mailman,0.781
21,a lazy mailman,0.7746
22,a tired mailman,0.7722
23,a busy mailman,0.7057
24,a painting of an old mailman,0.8099
25,a mailman on the street,0.5103
26,inside of the subway,0.2984
27,a subway station,0.2582
28,a sliced eggplant,0.3735
29,an eggplant on the table,0.1619
30,eggplant in a basket,0.0894
31,a painting of an eggplant,0.345
32,a moldy eggplant,0.1511
33,a dish with eggplant,0.4235
34,people on a crosswalk,0.3455
35,a busy crosswalk,0.3996
36,a woman on a crosswalk,0.3646
37,a band-aid wrapped around a finger,0.7709
38,a band-aid covering a small cut,0.6542
39,a band-aid on an injured knee,0.6424
40,a colorful band-aid on an elbow,0.6327
41,a band-aid for a cut,0.7009
42,a band-aid peeling off skin,0.4177
