Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a red lorry driving down the street,a red semitruck driving down the street,0.3018
1,a delivery lorry loaded with packages,a delivery semitruck loaded with packages,0.3078
2,a lorry parked by the curb,a semitruck parked by the curb,0.303
3,a lorry parked at a rest stop,a semitruck parked at a stop sign,0.2858
4,a lorry hauling timber,a semitruck hauling timber,0.3369
5,a lorry with a flat tyre,a semitruck with a flat tire,0.3108
6,a cozy jumper hanging in a closet,a cozy sweater hanging in a closet,0.3416
7,a man wearing a purple jumper,a man wearing a purple sweater,0.3599
8,a woman knitting a brown jumper,a woman knitting a brown sweater,0.3509
9,a jumper with reindeer patterns,a sweater with reindeer patterns,0.3772
10,a jumper on a hanger,a sweater on a hanger,0.3217
11,a jumper folded neatly,a sweater folded neatly,0.309
12,a girl knocking on the loo door,a girl knocking on the bathroom door,0.3166
13,a set of fresh towels in the loo,a set of fresh towels in the bathroom,0.3084
14,a line of people waiting outside the loo,a line of people waiting outside the bathroom,0.274
15,a loo with a leaky tap,a bathroom with a leaky faucet,0.2769
16,a tidy loo with shiny blue wall tiles,a tidy bathroom with shiny blue wall tiles,0.3034
17,a loo with a shower curtain,a bathroom with a shower curtain,0.3119
18,a pack of bangers at the grocery store,a pack of sausages at the grocery store,0.3262
19,a plate of bangers and eggs with toast,a plate of sausages and eggs with toast,0.3558
20,a man cutting a banger in half,a man cutting a sausage in half,0.3126
21,bangers on a grill,sausages on a grill,0.3173
22,bangers and mash on a plate,sausages and mashed potatoes on a plate,0.3542
23,my bangers sizzling in a pan,my sausages sizzling in a pan,0.3237
24,a woman throwing away the rubbish,a woman throwing away the trash,0.3201
25,a bin overflowing with rubbish,a bin overflowing with trash,0.2538
26,a raccoon going through rubbish,a raccoon going through trash,0.3628
27,a rubbish bin near a park bench,a trash can near a park bench,0.2812
28,a rubbish heap in an alley,a trash pile in an alley,0.2999
29,a rubbish skip in a construction site,a trash dumpster in a construction site,0.2943
30,a top-floor flat with a view of the city,a top-floor apartment with a view of the city,0.2967
