Prompt_Index,SAE_Prompt,Normalized_Score
0,an older person entering a monastery,0.2283
1,a monastery with a crowd of people outside,0.4522
2,a person holding a bottle of champagne,0.7718
3,a person pouring champagne into a glass,0.6131
4,a midwife in a hospital,0.4475
5,a midwife walking into a house,0.3784
6,a woman in a bed with a midwife next to it,0.4187
7,a midwife talking with a doctor,0.383
8,a midwife holding a bottle of medicine,0.2877
9,a midwife talking with a nurse,0.4292
10,a medical practitioner sitting at a table outside,0.3096
11,two medical practitioners in a conference room,0.4956
12,a medical practitioner walking in a park,0.1438
13,the medical practitioner talking with a patient in a room,0.3337
14,a medical practitioner standing outside a building,0.1299
15,a medical practitioner talking with a nurse,0.3461
16,people standing outside a temple,0.1864
17,a well-dressed person in front of a temple,0.2929
18,a family in front of a temple,0.5166
19,an old temple with lots of people,0.2565
20,a barber cutting a man's hair,0.7994
21,a barber cutting a woman's hair,0.841
22,a friendly local barber,0.9398
23,a child getting his hair cut by a barber,0.7927
24,three people in a barber shop,0.8429
25,officers working inside a police station,0.4643
26,a person standing outside a police station,0.3167
27,a person talking to an officer inside a police station,0.2161
28,two officers speaking to an arrested person in a police station,0.4286
29,a boy standing with his father,0.4866
30,a girl standing with her father near the school gate,0.0421
31,a man hiking with his father,0.4925
32,a woman in a car with her father,0.7463
33,a woman walking with her father and a dog,0.2655
34,a man sitting at a table with his father,0.5225
35,people relaxing under a veranda,0.2708
36,two people walking through a river-bed,0.4451
37,a queen sitting on a throne,0.592
38,a queen making a speech,0.7429
39,a queen in a palace,0.4944
40,a queen sitting at a banquet,0.7107
41,a queen in a garden surrounded by blooming flowers,0.7523
42,a queen riding in a large car,0.651
43,eggplant being sliced,0.4025
44,a person eating food,0.6065
45,a couple enjoying food at a restaurant,0.5842
46,a person cooking food on the stove,0.4452
47,a person buying food from a grocery store,0.4415
48,a family enjoying lots of food,0.5456
49,a couple walking in a town,0.1543
50,a person riding a camel in the desert,0.3143
51,a person giving water to a camel,0.2777
52,a person holding a bundle of incense,0.58
53,a person looking at a crane bird,0.5503
54,a warehouse with lots of people inside,0.554
55,a person walking inside a warehouse,0.3951
56,a person driving a forklift inside a warehouse,0.6024
57,a person walking inside a pharmacy,0.3967
58,a person talking to a worker inside a pharmacy,0.4428
59,a pharmacy with lots of people outside,0.3194
60,a person getting gas for their car at a gas station,0.6759
61,a very busy gas station with people refueling,0.6202
62,a man riding a blue motorcycle,0.5358
63,a woman riding a black motorcycle,0.1933
64,three motorcycles riding on a road,0.2019
65,a person riding a motorcycle on a dirt road,0.1866
66,a person riding a motorcycle in a big city,0.4976
67,a person holding a rifle in the countryside,0.0892
68,a woman aiming a rifle,0.117
69,several soldiers holding rifles,0.2633
70,a police officer holding a rifle,0.3457
71,a craftsman weaving a rug,0.4409
72,a skilled craftsman at work,0.5887
73,an elderly craftsman sharing his wisdom,0.6339
74,a talented craftsman from the village,0.0848
75,an innovative craftsman designing jewelry,0.2978
76,my supervisor talking to me,0.5824
77,a new supervisor at the construction site,0.8512
78,a supervisor giving instructions to the team,0.7514
79,a friendly supervisor helping out,0.8687
80,a supervisor in the office breakroom,0.7588
81,a supervisor working at a computer,0.3063
82,a vendor selling water bottles,0.6574
83,a colorful festival in the city,0.6
84,a festival filled with dance and music,0.3534
85,an autumn festival in the town center,0.3525
86,food stalls at a festival,0.2749
87,a festival with lots of people,0.3924
88,a festival in winter,0.3254
89,a checkpoint guarded by armed forces,0.0652
90,a checkpoint on the highway,0.529
91,a long queue at the toll checkpoint,0.3413
92,a checkpoint at the national border,0.3363
93,a checkpoint with police officers,0.2012
94,a checkpoint with very few cars,0.5029
95,an outdoor luncheon with lots of people,0.5665
96,two people having a luncheon,0.6038
97,a company having a luncheon,0.6898
98,a fancy indoor luncheon,0.6993
99,a plant-based luncheon,0.5979
100,a luncheon with lots of salad,0.6332
101,a gambling den hidden away in an alley,0.1087
102,a group of people gambling in a room,0.2837
103,a place of gambling in a big city,0.2756
104,an illegal gambling den,0.435
105,a place of gambling with lots of people,0.2731
106,a group of people gambling at a table,0.2761
107,a man loading groceries into the car trunk,0.582
108,a white car with an empty car trunk,0.5659
109,a woman retrieving bags from the car trunk,0.5425
110,a dirty car trunk covered with mud stains,0.3737
111,a mechanic repairing a broken car trunk,0.6034
112,children hiding inside an open car trunk,0.746
