Prompt_Index,SAE_Prompt,Normalized_Score
0,a large milk tea,0.5215
1,a small milk tea,0.5105
2,coffee on a table,0.3268
3,coffee on a counter,0.2509
4,two people getting coffee,0.6242
5,a man buying coffee,0.4921
6,a woman with coffee,0.5346
7,a painting of a red packet,0.6296
8,a person holding a red packet,0.6989
9,let's get some food takeout,0.6819
10,a couple getting food takeout,0.8235
11,a businessman with a grasping and selfish attitude,0.5209
12,a leader with a grasping and selfish attitude,0.2421
13,a student with a grasping and selfish attitude,0.5055
14,a parent with a grasping and selfish attitude,0.8615
15,a businesswoman with a grasping and selfish attitude,0.5181
16,a politician with a grasping and selfish attitude,0.3251
17,a bored woman,0.2947
18,a bored worker,0.5156
19,a child bored,0.8229
20,a bored man,0.2239
21,people relaxing on a beach,0.2833
22,people relaxing on a coach,0.6579
23,a couple relaxing in a park,0.4303
24,a person gesturing yes,0.6251
25,a person answering yes,0.5923
26,a worker gesturing yes,0.7648
27,a student gesturing yes,0.4825
28,a woman gesturing yes,0.6662
29,a man gesturing yes,0.5602
30,a student saving a table,0.7835
31,a man saving a table,0.798
32,a woman saving a table,0.5576
33,a group saving a table,0.7251
34,saving a table at a cafe,0.4453
35,saving a table with a napkin,0.6479
36,a painting of something that is very tasty,0.9268
37,a high class party,0.6122
38,a high class car,0.5008
39,a secluded trail,0.438
40,a woman eating noodles,0.5576
41,a painting of someone eating,0.8182
42,a person eating a salad,0.5531
43,a man eating a taco,0.8235
44,people eating,0.8576
45,a man eating a burrito,0.909
46,a family redecorates their house,0.7869
47,a worker redecorates her office space,0.6295
48,a couple redecorate their garage,0.7043
49,a woman redecorates her room,0.6568
50,a man redecorates his desk,0.5997
51,a person redecorates their kitchen,0.3668
52,a tall girl,0.1009
53,a girl buying a computer,0.4359
54,a girl hiking,0.398
55,a girl,0.2153
56,a girl in a city,0.175
57,a painting of a girl,0.5685
58,a woman holding a mobile phone,0.3851
59,a man with a mobile phone,0.5062
60,a painting of a mobile phone,0.7614
61,a mobile phone on a lawn,0.6069
62,a loan shark handling cash,0.6243
63,a loan shark carrying a knife,0.5823
64,a loan shark holding a bag,0.6875
65,a loan shark,0.7883
66,a loan shark talking to someone,0.6697
67,a loan shark spray painting,0.6627
68,a man at a coffee shop,0.6321
69,a woman at a coffee shop,0.4901
70,a modern coffee shop,0.327
71,an old coffee shop,0.2945
72,a painting of a handsome male,0.6473
73,a handsome male buying food,0.8125
74,a handsome male walking,0.3062
75,a photo of a handsome male,0.1757
76,a handsome male,0.1167
77,a handsome male at a gym,0.341
78,a man studying for finals,0.4077
79,a woman studying at home,0.4502
80,a child busy studying,0.8465
81,a group of people studying,0.6637
82,an older person studying,0.7504
83,studying at a table,0.5911
84,a man being a third wheel,0.5857
85,a woman being a third wheel,0.4012
86,a third wheel sitting with a couple,0.7808
87,a person feeling like a third wheel,0.6731
88,scene with an awkward third wheel,0.8234
89,a young third wheel,0.6319
90,tea in a store,0.8293
91,a traditional Chinese physician and a man,0.1794
92,a traditional Chinese physician and a woman,0.2669
93,a painting of a traditional Chinese physician,0.7854
94,a traditional Chinese physician,0.3379
95,a traditional Chinese physician with two people,0.1301
96,a traditional Chinese physician sitting,0.4173
97,a couple at a food court,0.8402
98,a modern food court,0.3825
99,a painting of litter thrown from a high-rise building,0.759
100,a person avoiding litter thrown from a high-rise building,0.636
101,a person nearly hit by litter thrown from a high-rise building,0.3289
102,a man holding a hoe,0.5034
103,a painting of a hoe,0.4918
104,an old hoe,0.154
105,a family enjoying spicy stir-fried crab,0.4038
106,a waiter serving spicy stir-fried crab,0.6231
107,a chef making spicy stir-fried crab,0.5908
108,my uncle,0.0339
109,an uncle in blue,0.0287
110,a uncle talking,0.3879
111,an uncle buying fruit,0.1552
112,an uncle drinking coffee,0.5637
113,an uncle reading a newspaper,0.5925
114,a painting of Fujianese fresh spring roll,0.5725
115,a person eating a Fujianese fresh spring roll,0.6294
116,a person eating Indian flatbread,0.1077
117,a person eating Chinese pork jerky,0.5297
118,a painting of Chinese pork jerky,0.7208
119,one piece of Chinese pork jerky,0.5499
120,two buddies chatting,0.2991
121,buddies playing soccer,0.6827
122,buddies having coffee,0.8646
123,buddies laughing together,0.6226
124,a group of buddies outdoors,0.6872
125,buddies watching a movie,0.6984
