Prompt_Index,SAE_Prompt,Normalized_Score
0,a large milk tea,0.9181
1,a small milk tea,1.0
2,coffee on a table,0.9863
3,coffee on a counter,0.9935
4,two people getting coffee,1.0
5,a man buying coffee,1.0
6,a woman with coffee,1.0
7,a painting of a red packet,0.0
8,a person holding a red packet,0.0001
9,let's get some food takeout,0.6526
10,a couple getting food takeout,0.0
11,a businessman with a grasping and selfish attitude,0.0
12,a leader with a grasping and selfish attitude,0.0
13,a student with a grasping and selfish attitude,0.0008
14,a parent with a grasping and selfish attitude,0.9529
15,a businesswoman with a grasping and selfish attitude,0.0144
16,a politician with a grasping and selfish attitude,0.9962
17,a bored woman,1.0
18,a bored worker,1.0
19,a child bored,0.0
20,a bored man,1.0
21,people relaxing on a beach,1.0
22,people relaxing on a coach,1.0
23,a couple relaxing in a park,1.0
24,a person gesturing yes,1.0
25,a person answering yes,1.0
26,a worker gesturing yes,1.0
27,a student gesturing yes,0.0023
28,a woman gesturing yes,1.0
29,a man gesturing yes,1.0
30,a student saving a table,0.8899
31,a man saving a table,0.9967
32,a woman saving a table,1.0
33,a group saving a table,1.0
34,saving a table at a cafe,1.0
35,saving a table with a napkin,1.0
36,a painting of something that is very tasty,1.0
37,a high class party,1.0
38,a high class car,1.0
39,a secluded trail,0.9998
40,a woman eating noodles,0.0
41,a painting of someone eating,0.0138
42,a person eating a salad,1.0
43,a man eating a taco,1.0
44,people eating,0.9996
45,a man eating a burrito,1.0
46,a family redecorates their house,1.0
47,a worker redecorates her office space,0.0
48,a couple redecorate their garage,1.0
49,a woman redecorates her room,0.9199
50,a man redecorates his desk,1.0
51,a person redecorates their kitchen,1.0
52,a tall girl,1.0
53,a girl buying a computer,0.0
54,a girl hiking,1.0
55,a girl,1.0
56,a girl in a city,1.0
57,a painting of a girl,1.0
58,a woman holding a mobile phone,0.9514
59,a man with a mobile phone,1.0
60,a painting of a mobile phone,1.0
61,a mobile phone on a lawn,1.0
62,a loan shark handling cash,1.0
63,a loan shark carrying a knife,0.0053
64,a loan shark holding a bag,0.009
65,a loan shark,0.0
66,a loan shark talking to someone,0.0
67,a loan shark spray painting,0.0
68,a man at a coffee shop,1.0
69,a woman at a coffee shop,1.0
70,a modern coffee shop,1.0
71,an old coffee shop,1.0
72,a painting of a handsome male,1.0
73,a handsome male buying food,1.0
74,a handsome male walking,0.7173
75,a photo of a handsome male,1.0
76,a handsome male,0.9979
77,a handsome male at a gym,1.0
78,a man studying for finals,0.9931
79,a woman studying at home,0.4761
80,a child busy studying,0.0
81,a group of people studying,0.0
82,an older person studying,1.0
83,studying at a table,1.0
84,a man being a third wheel,1.0
85,a woman being a third wheel,0.0505
86,a third wheel sitting with a couple,1.0
87,a person feeling like a third wheel,1.0
88,scene with an awkward third wheel,1.0
89,a young third wheel,1.0
90,tea in a store,1.0
91,a traditional Chinese physician and a man,0.0
92,a traditional Chinese physician and a woman,0.0
93,a painting of a traditional Chinese physician,0.0
94,a traditional Chinese physician,0.0
95,a traditional Chinese physician with two people,0.0
96,a traditional Chinese physician sitting,0.0
97,a couple at a food court,1.0
98,a modern food court,0.0134
99,a painting of litter thrown from a high-rise building,0.9987
100,a person avoiding litter thrown from a high-rise building,0.0
101,a person nearly hit by litter thrown from a high-rise building,0.0
102,a man holding a hoe,0.2707
103,a painting of a hoe,0.0
104,an old hoe,0.9884
105,a family enjoying spicy stir-fried crab,0.0
106,a waiter serving spicy stir-fried crab,0.0
107,a chef making spicy stir-fried crab,1.0
108,my uncle,0.9577
109,an uncle in blue,0.0
110,a uncle talking,0.0
111,an uncle buying fruit,0.0
112,an uncle drinking coffee,1.0
113,an uncle reading a newspaper,0.0
114,a painting of Fujianese fresh spring roll,1.0
115,a person eating a Fujianese fresh spring roll,1.0
116,a person eating Indian flatbread,0.8676
117,a person eating Chinese pork jerky,0.9831
118,a painting of Chinese pork jerky,0.4435
119,one piece of Chinese pork jerky,0.0
120,two buddies chatting,1.0
121,buddies playing soccer,1.0
122,buddies having coffee,1.0
123,buddies laughing together,1.0
124,a group of buddies outdoors,1.0
125,buddies watching a movie,0.0
