Prompt_Index,SAE_Prompt,Normalized_Score
0,a little boy playing with a yoyo,0.8475
1,a little girl playing with a toy car,0.7438
2,a little baby wrapped in a blanket,0.7568
3,a man driving his car,0.7064
4,a woman driving her blue car,0.7272
5,a man driving a new car on the freeway,0.4621
6,a man in front of his house,0.489
7,a woman in front of her house,0.1766
8,a family in front of their new house,0.7883
9,a retiree and her one story house with a flower garden,0.8045
10,a man holler at a girl across the street,0.4233
11,a man holler at a woman near the bus stop,0.5264
12,a man holler at a woman walking past him,0.3925
13,a man holler at his close friend from the balcony,0.4875
14,a loud holler from the audience during the show,0.7653
15,she heard a holler from across the street,0.6255
16,me and my close friend hanging out at a cafe,0.6451
17,my close friend talking on the phone,0.2911
18,my close friend waiting outside the store,0.6285
19,me and my close friend eating together at lunch,0.8351
20,a close friend from childhood playing video games together,0.6812
21,a close friend with a skateboard,0.6421
22,me and my friends hanging out after school,0.5069
23,me and my friends at a restaurant,0.8186
24,taking a selfie with my friends,0.7126
25,me and my friends hanging out at a cafe,0.7043
26,my friends hanging out at the park,0.6872
27,a group of friends in matching shirts,0.7431
28,an old grandma in front of a new england style house,0.5604
29,my grandmother and my dad,0.8569
30,my grandmother with my mom,0.6795
31,my grandmother and her cat,0.7663
32,a grandma knitting a sweater,0.6081
33,a grandma baking cookies,0.6439
34,a picture of my lover smiling at the beach,0.3814
35,me and my lover holding hands at sunset,0.3434
36,my lover posing in a botanical garden,0.3754
37,my lover drinking coffee,0.3342
38,a lover holding a bouquet of roses,0.3015
39,a lover taking a selfie,0.7086
40,a man paying money to the cashier,0.6306
41,a woman paying money to the shopkeeper,0.1033
42,a man wearing sneakers,0.431
43,a girl wearing white leather sneakers,0.5985
44,a man aiming his gun,0.3624
45,a man aiming his gun in a dark alley,0.2191
46,a woman firing her gun at the target,0.226
47,a soldier carrying a gun,0.2129
48,a man wearing cool clothes,0.4204
49,a woman wearing cool clothes,0.422
50,a man wearing minimalist clothes,0.6353
51,a woman wearing vintage clothes,0.6353
52,a man wearing dental jewelry over the teeth,0.6271
53,a rapper with dental jewelry,0.8442
54,a man wearing green dental jewelry,0.7705
55,a woman wearing dental jewelry with a confident smile,0.6053
56,a rapper showing off his dental jewelry,0.677
57,gold dental jewelry on a smiling face,0.4411
58,a woman driving her convertible car,0.6015
59,a man driving his convertible car on the hilly road,0.4826
60,two people riding in a convertible car,0.5824
61,a man driving a sporty convertible car,0.6972
62,a grandpa wearing a baseball cap,0.7396
63,a woman wearing an orange cap,0.7874
64,a man wearing a red cap,0.7751
65,a man with a blue cap,0.8523
66,a boy wearing a cap matching his outfit,0.9366
67,a man looking at his reflection in a mirror,0.3936
68,a woman looking at her reflection in a mirror,0.4648
69,a couple looking at their reflection in a mirror,0.5396
70,a man holding his gun,0.2896
71,a woman holding a large gun,0.3057
72,a couple of soldiers with guns,0.2154
73,a group of people with guns,0.3332
74,a man wearing a gold necklace,0.4695
75,a woman wearing a gold necklace,0.4445
76,a man wearing a rose gold necklace,0.7308
77,some gold necklaces around the neck,0.4623
78,a man wearing a dark gray necklace,0.3178
79,a woman driving a car,0.6404
80,a guy riding in a car,0.7027
81,a group of friends in a car,0.7748
82,a person firing a gun,0.229
83,a man aiming a gun at a target,0.3107
84,a person firing a small gun,0.275
85,a woman aiming a gun,0.2777
86,a policeman shooting a gun,0.1855
87,two people enjoying tasty food,0.5108
88,a man enjoying tasty food,0.5063
89,a woman buying tasty food,0.5401
90,walking through the bland suburban neighborhood,0.4833
91,kids playing in the neighborhood,0.7654
92,a cashier counting the money from the customer,0.5518
93,a woman getting money from her checking account at the ATM,0.5683
94,the foodtruck worker getting money from the customer for the purchase,0.8383
95,a man paying back his friend the money for the coffee,0.6494
96,a rich businessman showing off a large stack of bills,0.6926
97,hanging out with my close friends,0.7694
98,hanging out with my close friends at a cafe,0.6534
99,studying with my close friends at a library,0.6932
100,me and my close friends gathered for a barbecue,0.867
101,a group picture with close friends at the beach,0.6539
102,going on a road trip with my close friends,0.492
103,spending time with my lover at home,0.7357
104,getting stuff from the grocery store with my lover,0.4519
105,a woman and her lover at a fancy restaurant,0.354
106,a man and his lover on a flight,0.7119
107,me holding hands at the movie with my lover,0.4412
108,me and my lover sharing an umbrella in the rain,0.1447
109,me and my close friend hiking in the mountains,0.5819
110,a woman and her close friend getting coffee,0.3746
111,a man and his close friend walking a golden retriever,0.6212
112,me and my close friend playing video games on the television,0.4312
113,my close friend helping me with a move,0.857
114,my close friend riding a skateboard,0.8497
115,my close friend from the neighborhood,0.4744
116,me and my close friend in front of a big house,0.6058
117,an evening hanging out with my close friend,0.677
118,me and my close friend eating at a cafe,0.7212
119,my go-to close friend for advice,0.5488
120,a heart-to-heart with my oldest close friend,0.5112
121,a summer day causing some serious hair frizziness,0.6717
122,my hair frizziness on full display in the humidity,0.6018
123,a struggle to manage the morning hair frizziness,0.5432
124,hair frizziness making a statement today,0.5138
