Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
0,a large black torque,a large black truck,0.365
1,a green torque,a green truck,0.1821
2,a torque with a dog,a truck with a dog,0.3751
3,a painting of a torque,a painting of a truck,0.2048
4,a new torque,a new truck,0.1429
5,an old torque,an old truck,0.0783
6,a painting of raspa,a painting of shaved ice,0.3171
7,a man enjoying raspa,a man enjoying shaved ice,0.8545
8,a cup of raspa,a cup of shaved ice,0.6149
9,colorful raspa,colorful shaved ice,0.6727
10,cup of raspa on a table,cup of shaved ice on a table,0.6149
11,a blue raspa,a blue shaved ice,0.291
12,a clicka,a friend group,0.1765
13,a big clicka,a big friend group,0.3538
14,a clicka at school,a friend group at school,0.2048
15,a painting of a clicka,a painting of a friend group,0.2609
16,a clicka at the park,a friend group at the park,0.6494
17,a loud clicka,a loud friend group,0.5311
18,a painting of a padrino,a painting of a godfather,0.6018
19,a padrino,a godfather,0.7063
20,a padrino in a house,a godfather in a house,0.4267
21,an old padrino,an old godfather,0.8933
22,a man with a padrino,a man with a godfather,0.749
23,a woman with a padrino,a woman with a godfather,0.7697
24,a big fil,a big field,0.2249
25,a painting of a fil,a painting of a field,0.2755
26,a person at a fil,a person at a field,0.0916
27,a yellow fil,a yellow field,0.5188
28,a green fil,a green field,0.749
29,a busy fil,a busy field,0.5788
30,an old pinta,an old jail,0.099
31,a modern pinta,a modern jail,0.1658
32,a painting of a pinta,a painting of a jail,0.1105
33,a small pinta,a small prison,0.1765
34,go to pinta,go to prison,0.1194
35,inside a pinta,inside a prison,0.1821
36,a painting of a jaina,a painting of a girlfriend,0.5416
37,a jaina in a home,a girlfriend in a home,0.1711
38,a jaina in a car,a girlfriend in a car,0.5788
39,a jaina walking,a girlfriend walking,0.2113
40,me and my jaina,me and my girlfriend,0.2113
41,at the park with my jaina,at the park with my girlfriend,0.5902
42,my dad planchar shirts,my dad irons shirts,0.6258
43,she planchar daily,she irons daily,0.5188
44,they planchar clothes,they iron clothes,0.7887
45,I planchar pants,I iron pants,0.449
46,we planchar uniforms,we iron uniforms,0.7697
47,he likes to planchar,he likes to iron,0.365
48,a person exploring Chuco,a person exploring El Paso,0.1765
49,a painting of Chuco,a painting of El Paso,0.6494
50,a person in Chuco,a person in El Paso,0.5653
51,Chuco landscape,El Paso landscape,0.3456
52,a typical house in Chuco,a typical house in El Paso,0.2375
53,a bird's eye view of Chuco,a bird's eye view of El Paso,0.5068
54,a painting of a carnal,a painting of a brother,0.2843
55,a man hiking with his carnal,a man hiking with his brother,0.0681
56,a carnal in a house,a brother in a house,0.1332
57,me with my carnal,me with my brother,0.151
58,a carnal at a table,a brother at a table,0.0945
59,a carnal at a park,a brother at a park,0.218
60,a painting of a carnalita,a painting of a sister,0.5902
61,a man hiking with his carnalita,a man hiking with his sister,0.0555
62,a carnalita in a house,a sister in a house,0.1213
63,me with my carnalita,me with my sister,0.1213
64,a carnalita at a table,a sister at a table,0.086
65,a carnalita at a park,a sister at a park,0.0629
66,a painting of carnales,a painting of brothers,0.4386
67,carnales in a house,brothers in a house,0.335
68,me and my carnales,me and my brothers,0.1711
69,carnales by a table,brothers by a table,0.1006
70,carnales together,brothers together,0.7795
71,carnales walking,brothers walking,0.4724
72,a painting of carnalas,a painting of sisters,0.7697
73,carnalas in a house,sisters in a house,0.096
74,me and my carnalas,me and my sisters,0.1658
75,carnalas by a table,sisters by a table,0.0975
76,carnalas together,sisters together,0.1558
77,carnalas walking,sisters walking,0.8621
78,a painting of raza,a painting of Mexican American,0.0555
79,a raza at a park,a Mexican American at a park,0.3751
80,a raza neighborhood,a Mexican American neighborhood,0.0639
81,a raza at a store,a Mexican American at a store,0.2843
82,a young raza,a young Mexican American,0.495
83,an old raza,an old Mexican American,0.0888
84,a vato in a house,a young man in a house,0.9655
85,a vato in a park,a young man in a park,0.9694
86,painting of a vato,a painting of a young man,0.2528
87,a vato in a neighborhood,a young man in a neighborhood,0.9711
88,a vato on the ground,a young man on the ground,0.9655
89,a vato leaning,a young man leaning,0.7388
90,a painting of an ese,a painting of a young man,0.1385
91,an ese on a sidewalk,a young man on a sidewalk,0.5416
92,an ese on a trail,a young man on a trail,0.151
93,an ese in a park,a young man in a park,0.3272
94,an ese in a neighborhood,a young man in a neighborhood,0.2249
95,an ese on a street,a young man on a street,0.2755
96,a painting of a yonke,a painting of a junkyard,0.0419
97,an old yonke,an old junkyard,0.2375
98,a modern yonke,a modern junkyard,0.1475
99,a big yonke,a big junkyard,0.1711
100,a small yonke,a small junkyard,0.061
101,a dirty yonke,a dirty junkyard,0.1385
102,a painting of pisto,a painting of alcohol,0.1364
103,aged pisto,aged alcohol,0.5902
104,strong pisto,strong alcohol,0.3272
105,old pisto,old alcohol,0.2113
106,a large pisto,a large alcohol,0.1475
107,a small pisto,a small alcohol,0.1607
108,a painting of a bato,a painting of a man,0.8545
109,a big bato,a big man,0.1054
110,a smaller bato,a smaller man,0.4386
111,a bato in a house,a man in a house,0.1071
112,a bato in a park,a man in a park,0.4169
113,a bato on a street,a man on a street,0.8688
114,a painting of a madrina,a painting of a godmother,0.7288
115,an old madrina,an old godmother,0.8242
116,a middle-aged madrina,a middle-aged godmother,0.9092
117,a madrina in a house,a godmother in a house,0.5788
118,a madrina at a park,a godmother at a park,0.449
119,a madrina in a car,a godmother in a car,0.749
120,a guy acting loco,a guy acting crazy,0.9729
121,a loco cat,a crazy cat,0.7063
122,a loco dog,a crazy dog,0.4169
123,a child acting loco,a child acting crazy,0.8067
124,a loco painting,a crazy painting,0.5788
125,a loco toy,a crazy toy,0.6258
126,a mi'ja,a daughter,0.5068
127,a mi'ja at home,a daughter at home,0.1312
128,a mi'ja at a park,a daughter at a park,0.7697
129,a younger mi'ja,a younger daughter,0.8242
130,an older mi'ja,an older daughter,0.2113
131,a painting of a mi'ja,a painting of a daugher,0.7175
132,a mijo,a son,0.1879
133,a mijo at home,a son at home,0.1607
134,a mijo at a park,a son at a park,0.3538
135,a younger mijo,a younger son,0.7697
136,an older mijo,an older son,0.661
137,a painting of a mijo,a painting of a son,0.365
138,a painting of carnitas,a painting of pulled pork,0.6149
139,carnitas in a bowl,pulled pork in a bowl,0.8545
140,carnitas on a table,pulled pork on a table,0.9449
141,lots of carnitas,lots of pulled pork,0.8986
142,carnitas at a store,pulled pork at a store,0.6727
143,a small amount of carnitas,a small amount of pulled pork,0.449
144,a painting of Califas,a painting of California,0.9563
145,a Califas landscape,a California landscape,0.923
146,a city in Califas,a city in California,0.9655
147,older Califas,older California,0.6846
148,an iconic bridge in Califas,an iconic bridge in California,0.9417
149,a Califas suburb,a California suburb,0.8242
150,baro on a counter,money on a counter,0.1006
151,a painting of baro,a painting of money,0.1122
152,baro on a table,money on a table,0.0629
153,baro in the car,money in the car,0.449
154,baro on the sidewalk,money on the sidewalk,0.2302
155,a person holding baro,a person holding money,0.1607
156,a painting of a cuate,a painting of a close friend,0.8067
157,me and my cuate,me and my close friend,0.749
158,a cuate in a house,a close friend in a house,0.8323
159,a cuate at a cafe,a close friend at a cafe,0.7063
160,a cuate on the sidewalk,a close friend on the sidewalk,0.4724
161,a cuate in a park,a close friend in a park,0.7887
162,a cat getting apapachar,a cat getting pampered,0.5788
163,a dog getting apapachar,a dog getting pampered,0.9417
164,a person apapachar himself,a person pampered himself,0.7388
165,a couple getting apapachar,a couple getting pampered,0.8816
166,a woman getting apapachar,a woman getting pampered,0.9676
167,a man getting apapachar,a man getting pampered,0.8242
168,lonche in the house,lunch in the house,0.6018
169,getting lonche,getting lunch,0.9039
170,lonche at the park,lunch at the park,0.8067
171,a couple getting lonche,a couple getting lunch,0.9563
172,lonche in the forest,lunch in the forest,0.365
173,lonche in the meadow,lunch in the meadow,0.4836
174,a chamaco at the park,a boy at the park,0.7288
175,a chamaco in a house,a boy in a house,0.0808
176,a chamaco on the sidewalk,a boy on the sidewalk,0.0945
177,a painting of a chamaco,a painting of a chamaco,0.9676
178,a chamaco at a school,a boy at a school,0.9822
179,a chamaco and a soccer ball,a boy and a soccer ball,0.9915
180,a chamaca at the park,a girl at the park,0.9728
181,a chamaca in a house,a girl in a house,0.0945
182,a chamaca on the sidewalk,a girl on the sidewalk,0.8479
183,a chamaca and a basketball,a girl and a basketball,0.0564
184,a chamaca at a school,a girl at a school,0.9185
185,a chamaca at a store,a girl at a store,0.2113
186,a pair of colorful chanclas,a pair of colorful flip-flops,0.9655
187,dirty chanclas on the floor,dirty flip-flops on the floor,0.9811
188,chanclas at the beach,flip-flops at the beach,0.9712
189,new chanclas in a store,new flip-flops in a store,0.8688
190,a woman wearing chanclas,a woman wearing flip-flops,0.9449
191,broken chanclas,broken flip-flops,0.9039
192,a bowl of cooked frijol,a bowl of cooked beans,0.9482
193,frijol on a wooden table,beans on a wooden table,0.9039
194,a spoonful of frijol,a spoonful of beans,0.9509
195,uncooked frijol in a bowl,uncooked beans in a bowl,0.9843
196,frijol spilled on the floor,beans spilled on the floor,0.7887
197,a bag of dried frijol,a bag of dried beans,0.3751
198,a modern refri,a modern fridge,0.9843
199,an open refri,an open fridge,0.9676
200,a dirty refri,a dirty fridge,0.1194
201,a white refri,a white fridge,0.9694
202,an empty refri,an empty fridge,0.9612
203,a broken refri,a broken fridge,0.9811
