Prompt_Index,SAE_Prompt,Normalized_Score
0,a crowded monastery,0.4183
1,a painting of some champagne,0.9167
2,an old midwife,0.3543
3,a midwife with a woman,0.0486
4,a painting of a midwife,0.5616
5,a young midwife,0.0354
6,a midwife sitting down,0.0751
7,a photograph of a midwife with a cat,0.4336
8,a medical practitioner at a table,0.3865
9,an old medical practitioner,0.2685
10,a medical practitioner at a park,0.4272
11,a medical practitioner with a woman,0.2748
12,a medical practitioner with a notepad,0.2383
13,a painting of a medical practitioner,0.3352
14,a barber in red,0.7682
15,an old barber,0.5627
16,a barber by the chair,0.8473
17,a barber working,0.8589
18,a person walking into a police station,0.1539
19,a father in front of a house,0.3594
20,a girl standing with her father,0.272
21,a crying father,0.2874
22,a father on a bed,0.3313
23,an old father with a dog,0.543
24,an old father in the kitchen,0.506
25,a beautiful queen,0.6126
26,a queen in a garden,0.4204
27,a painting of an old queen,0.6779
28,a queen covered in snow,0.7434
29,a queen in a large hall,0.542
30,an old queen on a bed,0.7822
31,a painting of a eggplant,0.2812
32,a person with some food,0.346
33,a family enjoying food,0.615
34,a bustling town,0.3013
35,a lively town,0.2559
36,a painting of incense,0.6935
37,a busy warehouse,0.4902
38,a very busy gas station,0.4052
39,a man with a blue motorcycle,0.4805
40,a black motorcycle,0.2688
41,an old craftsman,0.4402
42,a group of craftsmen,0.6358
43,a craftsman in a house,0.5406
44,a dirty craftsman,0.5677
45,a craftsman in orange,0.5622
46,a craftsman in a big city,0.661
47,an angry supervisor,0.3202
48,an old supervisor,0.5211
49,a supervisor in a room,0.5557
50,a painting of a supervisor,0.8361
51,a supervisor in the office,0.4424
52,a supervisor with a group of people,0.6808
53,a child with water,0.6047
54,a man next to a checkpoint,0.3456
55,a lively luncheon,0.7346
56,a luncheon in the building,0.6193
57,an indoor luncheon,0.6587
58,a luncheon in the city,0.6154
59,a luncheon at school,0.6786
60,the inside of a gambling den,0.3195
61,a gambling room,0.2279
62,a place of gambling,0.2296
63,a bustling gambling den,0.3094
64,a luxurious gambling den,0.3385
65,a group of people gambling,0.1632
66,a mechanic inspecting a spare tire,0.6366
67,a group photo of my classmates,0.1665
68,my classmate smiling,0.1652
69,two classmates studying,0.56
70,a classmate at a desk,0.4169
71,classmates outside the school,0.2458
72,a classmate playing basketball,0.434
